record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],
"1098964376","564368038","-630369253","806.27","12.391","89.0","161","11","1","33.93",
"1098964377","564369202","-630370222","818.71","12.503","88.60000000000002","161","11","1","33.93",
"1098964378","564370382","-630371174","831.26","12.54","88.39999999999998","161","11","1","34.8",
"1098964379","564371579","-630372111","843.9","12.615","88.20000000000005","161","11","1","34.8",
"1098964380","564372791","-630373039","856.7","12.718","88.0","161","11","1","34.8",
"1098964381","564373991","-630373982","869.39","12.764","87.79999999999995","161","11","1","34.8",
"1098964382","564375193","-630374912","882.06","12.792","87.60000000000002","161","11","1","34.8",
"1098964383","564376400","-630375832","894.66","12.811","87.39999999999998","161","11","1","35.39",
"1098964384","564377620","-630376773","907.47","12.83","87.20000000000005","161","11","1","35.39",
"1098964385","564378836","-630377721","920.3","12.802","86.79999999999995","161","11","1","35.39",
"1098964386","564380042","-630378684","933.06","12.764","86.60000000000002","161","11","1","35.39",
"1098964387","564381261","-630379614","945.87","12.699","86.39999999999998","162","11","1","35.85",
"1098964388","564382465","-630380537","958.48","12.578","86.20000000000005","162","11","1","35.85",
"1098964389","564383668","-630381456","971.17","12.456","86.0","162","11","1","35.85",
"1098964390","564384841","-630382389","983.63","12.317","85.79999999999995","162","11","1","35.85",
"1098964391","564385990","-630383324","995.88","12.195","85.60000000000002","162","11","1","35.85",
"1098964392","564387145","-630384209","1008.04","12.13","85.60000000000002","162","11","1","34.92",
"1098964393","564388289","-630385075","1020.05","12.037","85.60000000000002","162","11","1","34.92",
"1098964394","564389413","-630385946","1031.88","11.915","85.60000000000002","162","11","1","34.92",
"1098964395","564390519","-630386815","1043.55","11.738","85.60000000000002","162","11","1","34.92",
"1098964396","564391612","-630387658","1055.06","11.495","85.60000000000002","162","11","1","34.92",
"1098964397","564392683","-630388489","1055.06","11.495","85.79999999999995","163","11","1","34.92",
"1098964398","564393730","-630389283","1077.33","11.048","86.0","163","11","1","33.91",
"1098964399","564394761","-630390070","1088.2","10.842","86.20000000000005","163","11","1","33.91",
"1098964400","564395754","-630390898","1098.77","10.74","86.39999999999998","163","11","1","33.91",
"1098964401","564396753","-630391673","1109.29","10.497","86.60000000000002","163","11","1","33.91",
"1098964402","564397747","-630392420","1119.7","10.338","86.79999999999995","163","11","1","33.91",
"1098964403","564398724","-630393211","1129.96","10.366","87.0","163","11","1","33.91",
"1098964404","564399701","-630394001","1140.43","10.152","87.39999999999998","163","11","1","34.81",
"1098964405","564400680","-630394754","1150.91","10.17","87.79999999999995","163","11","1","34.81",
"1098964406","564401598","-630395487","1160.61","10.003","88.0","163","11","1","34.81",
"1098964407","564402513","-630396249","1170.35","9.993","88.60000000000002","163","11","1","34.81",
"1098964408","564403441","-630396985","1180.15","9.937","89.0","163","11","1","34.81",
"1098964409","564404385","-630397700","1190.09","9.947","89.20000000000005","163","11","1","36.59",
"1098964410","564405315","-630398448","1199.89","10.012","89.39999999999998","164","11","1","36.59",
"1098964411","564406248","-630399229","1209.88","10.012","89.79999999999995","164","11","1","36.59",
"1098964412","564407207","-630399962","1219.91","10.068","90.0","164","11","1","36.59",
"1098964413","564408168","-630400715","1230.18","10.021","90.39999999999998","164","11","1","36.59",
"1098964414","564409109","-630401466","1240.06","10.04","90.60000000000002","164","11","1","36.8",
"1098964415","564410065","-630402203","1250.12","10.003","91.0","164","11","1","36.8",
"1098964416","564411036","-630402902","1260.26","10.021","91.39999999999998","164","11","1","36.8",
"1098964417","564411985","-630403608","1270.16","9.984","91.60000000000002","165","11","1","36.8",
"1098964418","564412937","-630404388","1280.29","10.124","92.0","165","11","1","36.8",
"1098964419","564413894","-630405148","1290.46","10.133","92.39999999999998","165","11","1","36.35",
"1098964420","564414836","-630405879","1300.41","10.003","92.39999999999998","165","11","1","36.35",
"1098964421","564415760","-630406641","1310.26","9.928","92.79999999999995","165","11","1","36.35",
"1098964422","564416691","-630407405","1320.24","9.928","93.0","165","11","1","36.35",
"1098964423","564417614","-630408166","1329.99","9.919","93.20000000000005","165","11","1","37.62",
"1098964424","564418567","-630408922","1340.13","9.965","93.39999999999998","165","11","1","37.62",
"1098964425","564419517","-630409657","1350.13","10.003","93.79999999999995","165","11","1","37.62",
"1098964426","564420458","-630410428","1360.18","10.058","93.79999999999995","165","11","1","37.62",
"1098964427","564421405","-630411183","1370.16","10.058","94.0","165","11","1","37.62",
"1098964428","564422372","-630411900","1380.35","10.021","94.20000000000005","164","11","1","38.85",
"1098964429","564423315","-630412640","1390.27","10.03","94.39999999999998","164","11","1","38.85",
"1098964430","564424268","-630413379","1400.27","10.049","94.60000000000002","164","11","1","38.85",
"1098964431","564425222","-630414129","1410.34","10.03","94.79999999999995","164","11","1","38.85",
"1098964432","564426180","-630414881","1420.41","10.03","94.79999999999995","164","11","1","38.85",
"1098964433","564427143","-630415652","1430.65","10.03","95.0","164","11","1","38.85",
"1098964434","564428114","-630416371","1440.8","10.012","95.20000000000005","164","11","1","38.31",
"1098964435","564429075","-630417127","1440.8","10.012","95.20000000000005","164","11","1","38.31",
"1098964436","564430040","-630417845","1461.09","10.077","95.39999999999998","164","11","1","38.31",
"1098964437","564430999","-630418589","1471.18","10.152","95.60000000000002","164","11","1","38.31",
"1098964438","564431962","-630419358","1471.18","10.152","95.60000000000002","164","11","1","38.31",
"1098964439","564432922","-630420127","1491.62","10.18","95.79999999999995","164","11","1","37.75",
"1098964440","564433883","-630420896","1501.86","10.264","96.0","164","11","1","37.75",
"1098964441","564434853","-630421636","1501.86","10.264","96.0","163","11","1","37.75",
"1098964442","564435829","-630422423","1522.42","10.413","96.0","163","11","1","37.75",
"1098964443","564436793","-630423207","1532.56","10.432","96.0","163","11","1","37.75",
"1098964444","564437782","-630424003","1543.07","10.45","96.20000000000005","163","11","1","37.5",
"1098964445","564438778","-630424806","1553.77","10.488","96.20000000000005","163","11","1","37.5",
"1098964446","564439762","-630425600","1564.13","10.59","96.20000000000005","163","11","1","37.5",
"1098964447","564440774","-630426383","1574.79","10.618","96.39999999999998","163","11","1","37.5",
"1098964448","564441787","-630427151","1585.44","10.609","96.39999999999998","163","11","1","37.5",
"1098964449","564442780","-630427969","1596.15","10.618","96.60000000000002","163","11","1","37.5",
"1098964450","564443780","-630428745","1606.64","10.74","96.60000000000002","163","11","1","37.33",
"1098964451","564444787","-630429543","1617.25","10.833","96.79999999999995","163","11","1","37.33",
"1098964452","564445823","-630430338","1628.06","10.926","96.79999999999995","163","11","1","37.33",
"1098964453","564446879","-630431125","1639.11","10.973","97.0","163","11","1","37.33",
"1098964454","564447921","-630431952","1650.16","10.992","97.0","163","11","1","37.33",
"1098964455","564448967","-630432776","1661.3","11.01","97.0","163","11","1","37.22",
"1098964456","564449988","-630433625","1672.2","11.038","97.20000000000005","163","11","1","37.22",
"1098964457","564451034","-630434450","1683.23","11.104","97.20000000000005","163","11","1","37.22",
"1098964458","564452095","-630435276","1694.39","11.16","97.20000000000005","163","11","1","37.22",
"1098964459","564453173","-630436069","1705.62","11.187","97.39999999999998","163","11","1","37.22",
"1098964460","564454243","-630436878","1716.84","11.16","97.39999999999998","163","11","1","37.15",
"1098964461","564455302","-630437725","1728.09","11.178","97.39999999999998","163","11","1","37.15",
"1098964462","564456357","-630438567","1739.18","11.178","97.60000000000002","163","11","1","37.15",
"1098964463","564457431","-630439420","1750.62","11.113","97.79999999999995","163","11","1","37.15",
"1098964464","564458493","-630440231","1761.78","11.066","97.79999999999995","163","11","1","37.15",
"1098964465","564459548","-630441075","1773.11","11.057","98.0","163","11","1","37.1",
"1098964466","564460571","-630441902","1783.95","11.048","98.0","163","11","1","37.1",
"1098964467","564461605","-630442705","1794.9","11.01","98.20000000000005","163","11","1","37.1",
"1098964468","564462630","-630443507","1805.55","11.029","98.20000000000005","164","11","1","37.1",
"1098964469","564463697","-630444329","1816.74","11.122","98.20000000000005","164","11","1","37.1",
"1098964470","564464778","-630445160","1828.26","11.187","98.20000000000005","164","11","1","36.15",
"1098964471","564465828","-630445967","1839.25","11.197","98.20000000000005","164","11","1","36.15",
"1098964472","564466887","-630446788","1850.36","11.197","98.39999999999998","164","11","1","36.15",
"1098964473","564467958","-630447617","1861.78","11.197","98.60000000000002","163","11","1","36.15",
"1098964474","564468990","-630448459","1872.66","11.206","98.79999999999995","164","11","1","37.49",
"1098964475","564470050","-630449283","1883.81","11.15","99.0","164","11","1","37.49",
"1098964476","564471101","-630450111","1894.95","11.057","99.0","163","11","1","37.49",
"1098964477","564472142","-630450952","1906.11","11.048","99.20000000000005","164","11","1","37.49",
"1098964478","564473155","-630451803","1917.03","11.01","99.39999999999998","164","11","1","37.49",
"1098964479","564474169","-630452601","1927.64","10.982","99.60000000000002","163","11","1","37.59",
"1098964480","564475213","-630453397","1938.59","10.992","99.60000000000002","163","11","1","37.59",
"1098964481","564476256","-630454201","1949.52","10.992","99.79999999999995","163","11","1","37.59",
"1098964482","564477312","-630454984","1960.53","11.001","99.79999999999995","163","11","1","37.59",
"1098964483","564478364","-630455803","1971.64","11.029","99.79999999999995","163","11","1","37.59",
"1098964484","564479421","-630456610","1982.71","11.076","100.0","163","11","1","35.69",
"1098964485","564480496","-630457431","1994.02","11.187","100.0","163","11","1","35.69",
"1098964486","564481564","-630458258","2005.27","11.253","100.0","163","11","1","35.69",
"1098964487","564482621","-630459128","2016.6","11.253","100.0","163","11","1","35.69",
"1098964488","564483676","-630459985","2027.8","11.243","100.20000000000005","163","11","1","35.69",
"1098964489","564484744","-630460842","2039.21","11.253","100.20000000000005","162","11","1","35.69",
"1098964490","564485790","-630461676","2050.23","11.197","100.39999999999998","163","11","1","36.13",
"1098964491","564486845","-630462513","2061.46","11.132","100.39999999999998","163","11","1","36.13",
"1098964492","564487886","-630463355","2072.44","11.132","100.39999999999998","163","11","1","36.13",
"1098964493","564488949","-630464184","2083.63","11.104","100.60000000000002","163","11","1","36.13",
"1098964494","564490023","-630464989","2094.86","11.076","100.60000000000002","163","11","1","36.13",
"1098964495","564491091","-630465772","2106.15","11.01","100.79999999999995","163","11","1","36.42",
"1098964496","564492124","-630466575","2116.99","11.038","101.0","163","11","1","36.42",
"1098964497","564493168","-630467385","2128.04","11.066","101.20000000000005","163","11","1","36.42",
"1098964498","564494191","-630468237","2138.89","11.113","101.20000000000005","163","11","1","36.42",
"1098964499","564495239","-630469058","2150.03","11.066","101.39999999999998","163","11","1","36.42",
"1098964500","564496274","-630469873","2160.84","11.066","101.39999999999998","163","11","1","36.61",
"1098964501","564497331","-630470690","2172.04","11.048","101.60000000000002","164","11","1","36.61",
"1098964502","564498368","-630471503","2182.97","11.029","101.60000000000002","164","11","1","36.61",
"1098964503","564499415","-630472287","2193.9","11.02","101.79999999999995","164","11","1","36.61",
"1098964504","564500470","-630473092","2204.97","11.094","101.79999999999995","164","11","1","36.61",
"1098964505","564501534","-630473899","2216.16","11.141","101.79999999999995","164","11","1","37.4",
"1098964506","564502604","-630474711","2227.35","11.197","102.0","164","11","1","37.4",
"1098964507","564503673","-630475523","2238.59","11.169","102.0","163","11","1","37.4",
"1098964508","564504729","-630476359","2249.77","11.15","102.0","164","11","1","37.4",
"1098964509","564505787","-630477200","2261.1","11.169","102.0","164","11","1","37.4",
"1098964510","564506819","-630478040","2272.03","11.197","102.20000000000005","164","11","1","36.74",
"1098964511","564507859","-630478868","2283.04","11.15","102.20000000000005","162","11","1","36.74",
"1098964512","564508907","-630479702","2294.11","11.16","102.39999999999998","163","11","1","36.74",
"1098964513","564509959","-630480526","2305.22","11.113","102.39999999999998","163","11","1","36.74",
"1098964514","564511010","-630481352","2316.32","11.122","102.39999999999998","163","11","1","36.74",
"1098964515","564512054","-630482159","2327.33","11.02","102.60000000000002","163","11","1","35.91",
"1098964516","564513097","-630482939","2338.26","10.964","102.60000000000002","163","11","1","35.91",
"1098964517","564514113","-630483756","2348.98","10.87","102.79999999999995","163","11","1","35.91",
"1098964518","564515138","-630484566","2359.86","10.73","103.0","163","11","1","35.91",
"1098964519","564516142","-630485393","2370.66","10.674","103.20000000000005","163","11","1","35.91",
"1098964520","564517134","-630486187","2381.19","10.656","103.39999999999998","163","11","1","35.75",
"1098964521","564518129","-630486971","2391.67","10.665","103.60000000000002","163","11","1","35.75",
"1098964522","564519130","-630487773","2402.24","10.721","103.60000000000002","163","11","1","35.75",
"1098964523","564520143","-630488585","2412.9","10.758","103.79999999999995","162","11","1","35.75",
"1098964524","564521186","-630489375","2423.82","10.786","103.79999999999995","162","11","1","34.86",
"1098964525","564522238","-630490166","2434.84","10.814","103.79999999999995","162","11","1","34.86",
"1098964526","564523273","-630490980","2445.89","10.758","104.0","162","11","1","34.86",
"1098964527","564524289","-630491763","2456.59","10.749","104.20000000000005","162","11","1","34.86",
"1098964528","564525283","-630492566","2467.15","10.637","104.39999999999998","162","11","1","34.86",
"1098964529","564526289","-630493344","2477.69","10.609","104.60000000000002","162","11","1","34.86",
"1098964530","564527303","-630494141","2488.5","10.618","104.79999999999995","162","11","1","35.5",
"1098964531","564528285","-630494949","2498.96","10.656","104.79999999999995","162","11","1","35.5",
"1098964532","564529291","-630495716","2509.43","10.646","105.0","162","11","1","35.5",
"1098964533","564530301","-630496494","2520.09","10.562","105.20000000000005","163","11","1","35.5",
"1098964534","564531294","-630497296","2530.59","10.516","105.39999999999998","162","11","1","35.5",
"1098964535","564532301","-630498093","2541.24","10.497","105.60000000000002","162","11","1","35.47",
"1098964536","564533308","-630498882","2551.92","10.506","105.60000000000002","162","11","1","35.47",
"1098964537","564534297","-630499687","2562.46","10.497","105.79999999999995","162","11","1","35.47",
"1098964538","564535292","-630500463","2572.97","10.45","105.79999999999995","162","11","1","35.47",
"1098964539","564536286","-630501232","2583.47","10.432","106.0","162","11","1","35.47",
"1098964540","564537273","-630502008","2593.86","10.469","106.20000000000005","162","11","1","35.91",
"1098964541","564538269","-630502769","2604.3","10.45","106.20000000000005","162","11","1","35.91",
"1098964542","564539275","-630503532","2614.8","10.469","106.39999999999998","161","11","1","35.91",
"1098964543","564540274","-630504326","2625.48","10.46","106.39999999999998","162","11","1","35.91",
"1098964544","564541255","-630505119","2636.01","10.478","106.60000000000002","161","11","1","35.91",
"1098964545","564542235","-630505887","2646.26","10.581","106.60000000000002","161","11","1","35.75",
"1098964546","564543221","-630506717","2656.82","10.637","106.79999999999995","162","11","1","35.75",
"1098964547","564544239","-630507525","2667.57","10.74","106.79999999999995","161","11","1","35.75",
"1098964548","564545277","-630508311","2678.54","10.824","106.79999999999995","161","11","1","35.75",
"1098964549","564546302","-630509094","2689.31","10.917","107.0","161","11","1","35.75",
"1098964550","564547320","-630509932","2700.15","11.01","107.0","161","10","1","35.64",
"1098964551","564548358","-630510778","2711.19","11.122","107.20000000000005","161","11","1","35.64",
"1098964552","564549417","-630511602","2722.33","11.206","107.0","161","10","1","35.64",
"1098964553","564550476","-630512429","2733.4","11.215","107.20000000000005","161","10","1","35.64",
"1098964554","564551559","-630513270","2744.88","11.206","107.20000000000005","161","10","1","35.64",
"1098964555","564552627","-630514097","2756.18","11.178","107.39999999999998","161","10","1","36.75",
"1098964556","564553684","-630514904","2767.29","11.122","107.39999999999998","161","10","1","36.75",
"1098964557","564554726","-630515733","2778.33","11.076","107.39999999999998","161","10","1","36.75",
"1098964558","564555768","-630516555","2789.33","11.048","107.60000000000002","161","10","1","36.75",
"1098964559","564556818","-630517379","2800.46","11.076","107.60000000000002","161","10","1","36.69",
"1098964560","564557859","-630518195","2811.5","11.094","107.60000000000002","161","10","1","36.69",
"1098964561","564558885","-630519030","2822.32","11.141","107.79999999999995","161","10","1","36.69",
"1098964562","564559945","-630519854","2833.45","11.15","107.79999999999995","161","10","1","36.69",
"1098964563","564561024","-630520668","2844.76","11.187","107.79999999999995","163","10","1","36.69",
"1098964564","564562092","-630521504","2856.07","11.206","107.79999999999995","163","10","1","36.69",
"1098964565","564563151","-630522367","2867.42","11.243","107.79999999999995","163","11","1","35.48",
"1098964566","564564216","-630523195","2878.68","11.299","107.79999999999995","163","10","1","35.48",
"1098964567","564565277","-630524037","2889.78","11.402","107.79999999999995","163","10","1","35.48",
"1098964568","564566365","-630524881","2901.28","11.383","107.79999999999995","163","10","1","35.48",
"1098964569","564567439","-630525749","2912.67","11.346","108.0","164","10","1","35.48",
"1098964570","564568524","-630526584","2924.12","11.309","108.0","162","10","1","34.28",
"1098964571","564569611","-630527383","2935.45","11.299","108.20000000000005","162","10","1","34.28",
"1098964572","564570676","-630528235","2946.83","11.309","108.39999999999998","162","10","1","34.28",
"1098964573","564571726","-630529084","2958.03","11.337","108.39999999999998","162","10","1","34.28",
"1098964574","564572772","-630529932","2969.05","11.365","108.39999999999998","162","10","1","34.28",
"1098964575","564573852","-630530789","2980.44","11.43","108.60000000000002","162","10","1","34.28",
"1098964576","564574933","-630531641","2991.89","11.383","108.60000000000002","162","10","1","36.18",
"1098964577","564575999","-630532514","3003.37","11.327","108.60000000000002","162","10","1","36.18",
"1098964578","564577050","-630533372","3014.54","11.355","108.60000000000002","162","10","1","36.18",
"1098964579","564578118","-630534200","3025.73","11.411","108.60000000000002","161","10","1","36.18",
"1098964580","564579203","-630535036","3037.1","11.439","108.60000000000002","161","10","1","36.18",
"1098964581","564580298","-630535877","3048.64","11.421","108.60000000000002","161","10","1","35.14",
"1098964582","564581379","-630536718","3059.98","11.355","108.60000000000002","161","10","1","35.14",
"1098964583","564582474","-630537556","3071.6","11.309","108.60000000000002","161","10","1","35.14",
"1098964584","564583539","-630538381","3082.8","11.271","108.60000000000002","161","10","1","35.14",
"1098964585","564584594","-630539219","3093.96","11.206","108.60000000000002","161","10","1","35.14",
"1098964586","564585647","-630540054","3105.06","11.141","108.79999999999995","161","10","1","35.61",
"1098964587","564586700","-630540891","3116.35","11.048","109.0","161","10","1","35.61",
"1098964588","564587726","-630541693","3127.09","10.982","109.0","161","10","1","35.61",
"1098964589","564588768","-630542493","3138.1","10.936","109.20000000000005","161","10","1","35.61",
"1098964590","564589795","-630543303","3149.01","10.964","109.20000000000005","161","10","1","35.61",
"1098964591","564590797","-630544128","3159.67","10.917","109.39999999999998","161","10","1","36.73",
"1098964592","564591790","-630544947","3170.14","10.768","109.60000000000002","161","10","1","36.73",
"1098964593","564592824","-630545741","3181.04","10.693","109.60000000000002","161","10","1","36.73",
"1098964594","564593842","-630546521","3191.76","10.6","109.79999999999995","161","10","1","36.73",
"1098964595","564594849","-630547285","3191.76","10.6","109.79999999999995","161","10","1","36.67",
"1098964596","564595850","-630548036","3212.79","10.366","110.20000000000005","161","10","1","36.67",
"1098964597","564596835","-630548772","3223.17","10.226","110.39999999999998","161","10","1","36.67",
"1098964598","564597780","-630549519","3233.24","10.133","110.60000000000002","161","10","1","36.67",
"1098964599","564598710","-630550218","3242.89","10.049","111.0","161","10","1","36.67",
"1098964600","564599644","-630550941","3252.69","9.965","111.20000000000005","161","10","1","36.67",
"1098964601","564600577","-630551662","3252.69","9.965","111.20000000000005","161","10","1","36.26",
"1098964602","564601509","-630552413","3272.39","9.872","111.39999999999998","161","10","1","36.26",
"1098964603","564602418","-630553213","3282.28","9.863","111.60000000000002","161","10","1","36.26",
"1098964604","564603316","-630554038","3292.12","9.909","111.79999999999995","161","10","1","36.26",
"1098964605","564604213","-630554895","3302.05","9.947","112.0","161","10","1","37.16",
"1098964606","564605117","-630555756","3312.07","9.984","112.20000000000005","161","10","1","37.16",
"1098964607","564606024","-630556638","3322.34","10.068","112.20000000000005","161","10","1","37.16",
"1098964608","564606898","-630557536","3332.15","10.17","112.39999999999998","161","10","1","37.16",
"1098964609","564607785","-630558497","3342.41","10.245","112.60000000000002","161","10","1","37.16",
"1098964610","564608683","-630559456","3352.86","10.292","112.79999999999995","161","10","1","36.88",
"1098964611","564609551","-630560419","3363.0","10.366","112.79999999999995","160","10","1","36.88",
"1098964612","564610401","-630561438","3373.14","10.441","113.0","160","10","1","36.88",
"1098964613","564611266","-630562518","3383.69","10.637","113.0","160","10","1","36.88",
"1098964614","564612152","-630563636","3394.66","10.824","113.20000000000005","160","10","1","36.88",
"1098964615","564613015","-630564767","3405.43","10.973","113.20000000000005","160","10","1","36.88",
"1098964616","564613887","-630565941","3416.37","11.178","113.20000000000005","160","10","1","35.61",
"1098964617","564614781","-630567153","3427.65","11.365","113.0","160","10","1","35.61",
"1098964618","564615695","-630568418","3439.35","11.617","112.79999999999995","160","10","1","35.61",
"1098964619","564616587","-630569741","3451.2","11.785","112.60000000000002","160","10","1","35.61",
"1098964620","564617468","-630571087","3463.03","11.943","112.20000000000005","160","10","1","35.61",
"1098964621","564618351","-630572476","3475.06","12.13","111.79999999999995","160","10","1","36.73",
"1098964622","564619230","-630573916","3487.32","12.298","111.60000000000002","160","10","1","36.73",
"1098964623","564620120","-630575388","3499.83","12.475","111.20000000000005","160","10","1","36.73",
