record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],
"1098964291","564316142","-630269839","0.0","0.0","77.39999999999998","87","11","0",,
"1098964292","564316142","-630269839","0.0","0.0","77.39999999999998","86","11","0",,
"1098964298","564316551","-630270246","0.0","3.48","77.39999999999998","88","11","1","17.72",
"1098964299","564316843","-630270905","4.87","5.43","77.39999999999998","88","11","1","17.72",
"1098964300","564317189","-630271825","11.54","6.849","77.39999999999998","90","11","1","17.72",
"1098964301","564317565","-630272941","11.54","6.849","77.39999999999998","90","11","1","17.72",
"1098964302","564317974","-630274105","27.81","8.463","77.39999999999998","91","11","1","17.72",
"1098964303","564318394","-630275340","36.6","8.836","77.60000000000002","93","11","1","17.12",
"1098964304","564318849","-630276603","45.65","9.181","77.79999999999995","96","11","1","17.12",
"1098964305","564319349","-630277912","55.11","9.536","78.0","99","11","1","17.12",
"1098964306","564319862","-630279271","65.04","9.816","78.39999999999998","103","11","1","17.12",
"1098964307","564320382","-630280650","75.02","10.068","78.60000000000002","108","11","1","17.32",
"1098964308","564320890","-630282077","85.19","10.31","78.79999999999995","113","11","1","17.32",
"1098964309","564321437","-630283528","95.65","10.516","78.79999999999995","118","11","1","17.32",
"1098964310","564322008","-630285013","106.56","10.609","79.0","121","11","1","17.32",
"1098964311","564322551","-630286505","117.26","10.777","79.39999999999998","124","11","1","17.32",
"1098964312","564323090","-630288037","128.21","10.917","79.39999999999998","128","11","1","18.24",
"1098964313","564323636","-630289579","139.27","10.982","79.79999999999995","131","11","1","18.24",
"1098964314","564324194","-630291107","150.27","11.048","80.0","135","11","1","18.24",
"1098964315","564324749","-630292642","161.27","11.122","80.20000000000005","137","11","1","18.24",
"1098964316","564325300","-630294191","172.35","11.141","80.39999999999998","139","11","1","18.24",
"1098964317","564325861","-630295736","183.42","11.141","80.60000000000002","142","11","1","18.85",
"1098964318","564326448","-630297279","194.6","11.132","80.60000000000002","142","11","1","18.85",
"1098964319","564327007","-630298844","205.8","11.113","81.0","144","11","1","18.85",
"1098964320","564327572","-630300398","217.02","11.038","81.20000000000005","145","11","1","18.85",
"1098964321","564328144","-630301906","227.98","10.936","81.39999999999998","147","11","1","18.85",
"1098964322","564328692","-630303408","238.82","10.87","81.60000000000002","148","11","1","18.85",
"1098964323","564329226","-630304901","249.49","10.73","81.79999999999995","149","11","1","19.65",
"1098964324","564329765","-630306379","260.1","10.637","82.20000000000005","150","11","1","19.65",
"1098964325","564330292","-630307855","270.69","10.562","82.39999999999998","151","11","1","19.65",
"1098964326","564330824","-630309306","281.11","10.469","82.60000000000002","152","11","1","19.65",
"1098964327","564331372","-630310746","291.61","10.422","83.0","153","11","1","19.65",
"1098964328","564331896","-630312157","301.83","10.292","83.20000000000005","153","11","1","20.19",
"1098964329","564332394","-630313575","311.91","10.226","83.60000000000002","154","11","1","20.19",
"1098964330","564332878","-630315018","322.17","10.161","84.0","155","11","1","20.19",
"1098964331","564333348","-630316423","332.03","10.096","84.39999999999998","155","11","1","20.19",
"1098964332","564333861","-630317812","342.08","9.993","84.79999999999995","156","11","1","20.19",
"1098964333","564334365","-630319181","351.9","9.919","85.0","156","11","1","20.15",
"1098964334","564334881","-630320547","361.8","9.909","85.20000000000005","156","11","1","20.15",
"1098964335","564335390","-630321916","371.7","9.919","85.39999999999998","157","11","1","20.15",
"1098964336","564335875","-630323300","381.61","9.9","85.60000000000002","157","11","1","20.15",
"1098964337","564336364","-630324662","391.38","9.835","86.0","157","11","1","20.15",
"1098964338","564336848","-630326028","401.12","9.816","86.20000000000005","158","11","1","21.7",
"1098964339","564337354","-630327382","410.93","9.769","86.60000000000002","158","11","1","21.7",
"1098964340","564337897","-630328693","420.6","9.797","86.79999999999995","158","11","1","21.7",
"1098964341","564338450","-630330005","430.39","9.788","87.20000000000005","158","11","1","21.7",
"1098964342","564338994","-630331331","440.23","9.788","87.39999999999998","158","11","1","22.34",
"1098964343","564339563","-630332608","449.86","9.732","87.79999999999995","159","11","1","22.34",
"1098964344","564340140","-630333897","459.65","9.788","88.0","159","11","1","22.34",
"1098964345","564340735","-630335155","469.3","9.788","88.20000000000005","159","11","1","22.34",
"1098964346","564341391","-630336393","479.22","9.825","88.60000000000002","159","11","1","22.34",
"1098964347","564342063","-630337609","489.12","9.853","88.79999999999995","159","11","1","26.93",
"1098964348","564342742","-630338851","499.27","9.891","89.0","159","11","1","26.93",
"1098964349","564343392","-630340106","509.35","9.919","89.20000000000005","159","11","1","26.93",
"1098964350","564344052","-630341341","519.34","9.965","89.39999999999998","159","11","1","26.93",
"1098964351","564344744","-630342530","529.27","10.03","89.60000000000002","159","11","1","26.93",
"1098964352","564345447","-630343713","539.19","10.133","89.60000000000002","160","11","1","29.99",
"1098964353","564346169","-630344903","549.27","10.17","90.0","160","11","1","29.99",
"1098964354","564346919","-630346080","559.54","10.198","90.20000000000005","160","11","1","29.99",
"1098964355","564347670","-630347238","569.63","10.236","90.20000000000005","160","11","1","29.99",
"1098964356","564348460","-630348386","580.02","10.348","90.39999999999998","160","11","1","29.99",
"1098964357","564349229","-630349546","590.29","10.394","90.60000000000002","160","11","1","32.19",
"1098964358","564350028","-630350658","600.57","10.385","90.60000000000002","160","11","1","32.19",
"1098964359","564350852","-630351741","610.87","10.45","90.60000000000002","160","11","1","32.19",
"1098964360","564351669","-630352838","621.19","10.478","90.60000000000002","160","11","1","32.19",
"1098964361","564352496","-630353950","631.53","10.572","90.60000000000002","160","11","1","32.19",
"1098964362","564353387","-630355025","642.26","10.702","90.60000000000002","160","11","1","32.19",
"1098964363","564354280","-630356115","653.09","10.796","90.60000000000002","160","11","1","33.57",
"1098964364","564355186","-630357218","664.02","10.936","90.39999999999998","160","11","1","33.57",
"1098964365","564356128","-630358300","675.2","11.048","90.39999999999998","160","11","1","33.57",
"1098964366","564357085","-630359373","686.46","11.187","90.39999999999998","160","11","1","33.57",
"1098964367","564358060","-630360410","697.61","11.309","90.20000000000005","161","11","1","33.57",
"1098964368","564359078","-630361446","709.19","11.505","90.20000000000005","161","11","1","32.62",
"1098964369","564360111","-630362463","720.8","11.645","90.20000000000005","161","11","1","32.62",
"1098964370","564361157","-630363479","732.45","11.775","90.0","161","11","1","32.62",
"1098964371","564362241","-630364465","744.2","11.906","89.79999999999995","161","11","1","32.62",
"1098964372","564363376","-630365426","756.41","12.018","89.79999999999995","161","11","1","32.62",
"1098964373","564364531","-630366368","768.68","12.158","89.39999999999998","161","11","1","33.93",
"1098964374","564365708","-630367311","781.21","12.27","89.39999999999998","161","11","1","33.93",
"1098964375","564366871","-630368287","793.73","12.326","89.20000000000005","161","11","1","33.93",
