Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,
Data,0,record,timestamp,"1086021939",s,position_lat,"567665879",semicircles,position_long,"-628918754",semicircles,distance,"0.0",m,enhanced_speed,"1.185",m/s,enhanced_altitude,"50.0",m,heart_rate,"64",bpm,temperature,"24",C,unknown,"0",,unknown,"64",,
Data,0,record,timestamp,"1086021940",s,position_lat,"567665879",semicircles,position_long,"-628918754",semicircles,distance,"0.0",m,enhanced_speed,"1.185",m/s,enhanced_altitude,"50.0",m,heart_rate,"64",bpm,temperature,"24",C,unknown,"0",,unknown,"64",,
Data,0,record,timestamp,"1086021941",s,position_lat,"567665497",semicircles,position_long,"-628918089",semicircles,distance,"3.56",m,enhanced_speed,"1.502",m/s,enhanced_altitude,"50.60000000000002",m,heart_rate,"64",bpm,temperature,"24",C,unknown,"1",,unknown,"64",,
Data,0,record,timestamp,"1086021942",s,position_lat,"567665380",semicircles,position_long,"-628917593",semicircles,distance,"7.13",m,enhanced_speed,"2.445",m/s,enhanced_altitude,"50.39999999999998",m,heart_rate,"66",bpm,temperature,"24",C,unknown,"1",,unknown,"66",,
Data,0,record,timestamp,"1086021943",s,position_lat,"567665216",semicircles,position_long,"-628917150",semicircles,distance,"10.24",m,enhanced_speed,"2.976",m/s,enhanced_altitude,"50.0",m,heart_rate,"67",bpm,temperature,"24",C,unknown,"1",,unknown,"67",,
Data,2,record,timestamp,"1086021944",s,position_lat,"567665094",semicircles,position_long,"-628916573",semicircles,distance,"13.94",m,enhanced_speed,"3.48",m/s,enhanced_altitude,"50.0",m,enhanced_respiration_rate,"14.17",Breaths/min,heart_rate,"67",bpm,temperature,"24",C,unknown,"1",,unknown,"67",,
Data,2,record,timestamp,"1086021945",s,position_lat,"567665173",semicircles,position_long,"-628915995",semicircles,distance,"17.85",m,enhanced_speed,"3.788",m/s,enhanced_altitude,"49.799999999999955",m,enhanced_respiration_rate,"14.17",Breaths/min,heart_rate,"68",bpm,temperature,"24",C,unknown,"1",,unknown,"68",,
Data,2,record,timestamp,"1086021946",s,position_lat,"567665343",semicircles,position_long,"-628915492",semicircles,distance,"21.35",m,enhanced_speed,"4.133",m/s,enhanced_altitude,"49.60000000000002",m,enhanced_respiration_rate,"14.17",Breaths/min,heart_rate,"70",bpm,temperature,"24",C,unknown,"1",,unknown,"70",,
Data,2,record,timestamp,"1086021947",s,position_lat,"567665561",semicircles,position_long,"-628914986",semicircles,distance,"25.1",m,enhanced_speed,"4.133",m/s,enhanced_altitude,"49.60000000000002",m,enhanced_respiration_rate,"14.17",Breaths/min,heart_rate,"71",bpm,temperature,"24",C,unknown,"1",,unknown,"71",,
Data,2,record,timestamp,"1086021948",s,position_lat,"567665809",semicircles,position_long,"-628914426",semicircles,distance,"29.01",m,enhanced_speed,"4.376",m/s,enhanced_altitude,"49.60000000000002",m,enhanced_respiration_rate,"14.17",Breaths/min,heart_rate,"71",bpm,temperature,"24",C,unknown,"1",,unknown,"71",,
