record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1101599957","486474272","-882463040","1.0","23.600000000000023","0.899","74","60","14","23.600000000000023","0.899",
"1101599958","486474272","-882463040","1.13","23.799999999999955","0.944","90","60","1","23.799999999999955","0.944",
"1101599959","486474432","-882463104","2.21","23.799999999999955","1.209","90","61","1","23.799999999999955","1.209",
"1101599960","486474528","-882463104","3.48","23.799999999999955","1.272","81","62","1","23.799999999999955","1.272",
"1101599961","486474656","-882463104","4.75","24.0","1.287","88","62","1","24.0","1.287",
"1101599962","486474784","-882463168","6.04","24.0","1.341","111","63","49","24.0","1.341",
"1101599963","486474976","-882463168","7.48","24.200000000000045","1.505","113","63","52","24.200000000000045","1.505",
"1101599964","486475104","-882463168","9.03","24.399999999999977","1.595","113","64","52","24.399999999999977","1.595",
"1101599965","486475296","-882463296","10.7","24.399999999999977","1.724","127","64","52","24.399999999999977","1.724",
"1101599966","486475520","-882463296","12.52","24.600000000000023","1.938","172","64","58","24.600000000000023","1.938",
"1101599967","486475744","-882463296","14.58","24.799999999999955","2.158","165","65","62","24.799999999999955","2.158",
"1101599968","486475968","-882463296","16.79","25.0","2.224","125","65","60","25.0","2.224",
"1101599969","486476192","-882463360","18.98","25.200000000000045","2.156","149","66","65","25.200000000000045","2.156",
"1101599970","486476416","-882463360","21.17","25.399999999999977","2.25","187","67","69","25.399999999999977","2.25",
"1101599971","486476704","-882463360","23.51","25.600000000000023","2.419","168","67","73","25.600000000000023","2.419",
"1101599972","486476928","-882463360","25.94","25.799999999999955","2.427","157","69","72","25.799999999999955","2.427",
"1101599973","486477184","-882463488","28.35","26.0","2.389","164","70","71","26.0","2.389",
"1101599974","486477472","-882463488","30.74","26.200000000000045","2.382","164","71","71","26.200000000000045","2.382",
"1101599975","486477696","-882463552","33.11","26.399999999999977","2.361","157","73","70","26.399999999999977","2.361",
"1101599976","486477984","-882463552","35.45","26.600000000000023","2.329","172","74","70","26.600000000000023","2.329",
"1101599977","486478208","-882463680","37.85","26.799999999999955","2.376","176","76","69","26.799999999999955","2.376",
"1101599978","486478464","-882463680","40.25","27.0","2.424","169","77","70","27.0","2.424",
"1101599979","486478752","-882463744","42.68","27.200000000000045","2.44","172","78","69","27.200000000000045","2.44",
"1101599980","486478976","-882463744","45.09","27.399999999999977","2.472","178","80","70","27.399999999999977","2.472",
"1101599981","486479232","-882463744","47.64","27.600000000000023","2.523","168","81","71","27.600000000000023","2.523",
"1101599982","486479520","-882463808","50.17","27.799999999999955","2.542","159","82","70","27.799999999999955","2.542",
"1101599983","486479808","-882463808","52.71","28.0","2.545","169","83","71","28.0","2.545",
"1101599984","486480064","-882463808","55.3","28.200000000000045","2.617","168","84","72","28.200000000000045","2.617",
"1101599985","486480384","-882463744","57.95","28.399999999999977","2.696","163","85","73","28.399999999999977","2.696",
"1101599986","486480672","-882463744","60.68","28.600000000000023","2.762","160","86","74","28.600000000000023","2.762",
"1101599987","486480992","-882463680","63.48","28.600000000000023","2.819","147","88","73","28.600000000000023","2.819",
"1101599988","486481248","-882463680","66.26","28.799999999999955","2.836","147","88","74","28.799999999999955","2.836",
"1101599989","486481568","-882463552","69.09","29.0","2.837","141","89","74","29.0","2.837",
"1101599990","486481856","-882463488","71.99","29.200000000000045","2.856","138","90","74","29.200000000000045","2.856",
"1101599991","486482144","-882463360","74.85","29.399999999999977","2.872","131","92","74","29.399999999999977","2.872",
"1101599992","486482464","-882463296","77.73","29.399999999999977","2.876","135","92","74","29.399999999999977","2.876",
"1101599993","486482752","-882463168","80.62","29.600000000000023","2.915","147","94","74","29.600000000000023","2.915",
"1101599994","486483072","-882463104","83.57","29.799999999999955","2.994","141","95","75","29.799999999999955","2.994",
"1101599995","486483392","-882463040","86.6","30.0","3.042","135","96","75","30.0","3.042",
