Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,
Data,1,record,timestamp,"1095112932",s,position_lat,"567667143",semicircles,position_long,"-628905110",semicircles,distance,"5.95",m,enhanced_speed,"6.112",m/s,enhanced_altitude,"43.799999999999955",m,heart_rate,"81",bpm,temperature,"23",C,unknown,"0",,unknown,"81",,
Data,1,record,timestamp,"1095112933",s,position_lat,"567667503",semicircles,position_long,"-628904318",semicircles,distance,"11.97",m,enhanced_speed,"6.149",m/s,enhanced_altitude,"43.799999999999955",m,heart_rate,"82",bpm,temperature,"23",C,unknown,"1",,unknown,"82",,
Data,1,record,timestamp,"1095112934",s,position_lat,"567667890",semicircles,position_long,"-628903530",semicircles,distance,"18.02",m,enhanced_speed,"6.28",m/s,enhanced_altitude,"43.799999999999955",m,heart_rate,"83",bpm,temperature,"23",C,unknown,"1",,unknown,"83",,
Data,1,record,timestamp,"1095112935",s,position_lat,"567668266",semicircles,position_long,"-628902706",semicircles,distance,"24.17",m,enhanced_speed,"6.289",m/s,enhanced_altitude,"43.799999999999955",m,heart_rate,"84",bpm,temperature,"23",C,unknown,"1",,unknown,"84",,
Data,1,record,timestamp,"1095112936",s,position_lat,"567668674",semicircles,position_long,"-628901867",semicircles,distance,"30.85",m,enhanced_speed,"6.326",m/s,enhanced_altitude,"44.0",m,heart_rate,"87",bpm,temperature,"23",C,unknown,"1",,unknown,"87",,
Data,2,record,timestamp,"1095112937",s,position_lat,"567669054",semicircles,position_long,"-628901031",semicircles,distance,"37.16",m,enhanced_speed,"6.326",m/s,enhanced_altitude,"44.0",m,enhanced_respiration_rate,"18.9",Breaths/min,heart_rate,"89",bpm,temperature,"23",C,unknown,"1",,unknown,"89",,
Data,2,record,timestamp,"1095112938",s,position_lat,"567669448",semicircles,position_long,"-628900234",semicircles,distance,"43.39",m,enhanced_speed,"6.289",m/s,enhanced_altitude,"44.200000000000045",m,enhanced_respiration_rate,"18.9",Breaths/min,heart_rate,"92",bpm,temperature,"23",C,unknown,"1",,unknown,"92",,
Data,2,record,timestamp,"1095112939",s,position_lat,"567669876",semicircles,position_long,"-628899469",semicircles,distance,"49.71",m,enhanced_speed,"6.336",m/s,enhanced_altitude,"44.200000000000045",m,enhanced_respiration_rate,"18.9",Breaths/min,heart_rate,"93",bpm,temperature,"23",C,unknown,"1",,unknown,"93",,
Data,2,record,timestamp,"1095112940",s,position_lat,"567670280",semicircles,position_long,"-628898721",semicircles,distance,"55.67",m,enhanced_speed,"6.354",m/s,enhanced_altitude,"44.200000000000045",m,enhanced_respiration_rate,"18.9",Breaths/min,heart_rate,"95",bpm,temperature,"23",C,unknown,"1",,unknown,"95",,
Data,2,record,timestamp,"1095112941",s,position_lat,"567670670",semicircles,position_long,"-628897919",semicircles,distance,"61.95",m,enhanced_speed,"6.28",m/s,enhanced_altitude,"44.200000000000045",m,enhanced_respiration_rate,"18.9",Breaths/min,heart_rate,"97",bpm,temperature,"23",C,unknown,"1",,unknown,"97",,
Data,2,record,timestamp,"1095112942",s,position_lat,"567671052",semicircles,position_long,"-628897131",semicircles,distance,"67.97",m,enhanced_speed,"6.205",m/s,enhanced_altitude,"44.200000000000045",m,enhanced_respiration_rate,"18.9",Breaths/min,heart_rate,"99",bpm,temperature,"23",C,unknown,"1",,unknown,"99",,
Data,2,record,timestamp,"1095112943",s,position_lat,"567671490",semicircles,position_long,"-628896378",semicircles,distance,"74.18",m,enhanced_speed,"6.186",m/s,enhanced_altitude,"44.200000000000045",m,enhanced_respiration_rate,"18.9",Breaths/min,heart_rate,"100",bpm,temperature,"23",C,unknown,"1",,unknown,"100",,
Data,2,record,timestamp,"1095112944",s,position_lat,"567671936",semicircles,position_long,"-628895651",semicircles,distance,"80.37",m,enhanced_speed,"6.158",m/s,enhanced_altitude,"44.200000000000045",m,enhanced_respiration_rate,"18.9",Breaths/min,heart_rate,"101",bpm,temperature,"23",C,unknown,"1",,unknown,"101",,
Data,2,record,timestamp,"1095112945",s,position_lat,"567672396",semicircles,position_long,"-628894945",semicircles,distance,"86.47",m,enhanced_speed,"6.084",m/s,enhanced_altitude,"44.200000000000045",m,enhanced_respiration_rate,"18.9",Breaths/min,heart_rate,"102",bpm,temperature,"23",C,unknown,"1",,unknown,"102",,
Data,2,record,timestamp,"1095112946",s,position_lat,"567672856",semicircles,position_long,"-628894235",semicircles,distance,"92.52",m,enhanced_speed,"5.962",m/s,enhanced_altitude,"44.39999999999998",m,enhanced_respiration_rate,"18.9",Breaths/min,heart_rate,"103",bpm,temperature,"23",C,unknown,"1",,unknown,"103",,
Data,2,record,timestamp,"1095112947",s,position_lat,"567673223",semicircles,position_long,"-628893414",semicircles,distance,"98.44",m,enhanced_speed,"5.944",m/s,enhanced_altitude,"44.39999999999998",m,enhanced_respiration_rate,"18.9",Breaths/min,heart_rate,"103",bpm,temperature,"23",C,unknown,"1",,unknown,"103",,
Data,2,record,timestamp,"1095112948",s,position_lat,"567673291",semicircles,position_long,"-628892419",semicircles,distance,"104.45",m,enhanced_speed,"6.056",m/s,enhanced_altitude,"44.39999999999998",m,enhanced_respiration_rate,"18.9",Breaths/min,heart_rate,"104",bpm,temperature,"23",C,unknown,"1",,unknown,"104",,
Data,2,record,timestamp,"1095112949",s,position_lat,"567672841",semicircles,position_long,"-628891593",semicircles,distance,"111.0",m,enhanced_speed,"6.485",m/s,enhanced_altitude,"44.60000000000002",m,enhanced_respiration_rate,"18.9",Breaths/min,heart_rate,"104",bpm,temperature,"23",C,unknown,"1",,unknown,"104",,
