record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],
"1088591657","567516022","-629022938","3.96","4.143","50.799999999999955","112","12","112",,,
"1088591658","567515725","-629023399","7.92","4.143","51.200000000000045","112","12","112",,,
"1088591659","567515444","-629023934","12.22","4.171","51.39999999999998","112","12","112",,,
"1088591660","567515163","-629024492","16.62","4.357","51.799999999999955","112","12","112",,,
"1088591661","567514879","-629025063","21.04","4.516","51.799999999999955","112","12","112",,,
"1088591662","567514548","-629025660","25.9","4.768","52.0","112","12","112","25.98",,
"1088591663","567514205","-629026278","30.91","4.973","52.0","112","12","112","25.98",,
"1088591664","567513878","-629026927","36.05","4.973","52.0","112","12","112","25.98",,
"1088591665","567513560","-629027551","41.07","4.843","52.200000000000045","112","12","112","25.98",,
"1088591666","567513254","-629028115","45.63","4.721","52.39999999999998","112","12","112","25.98",,
"1088591667","567512986","-629028657","49.79","4.376","52.39999999999998","112","12","112","27.16",,
"1088591668","567512730","-629029157","53.92","3.816","52.60000000000002","111","12","111","27.16",,
"1088591669","567512507","-629029636","57.53","4.031","52.60000000000002","111","12","111","27.16",,
"1088591670","567512267","-629030146","61.37","4.227","52.799999999999955","111","12","111","27.16",,
"1088591671","567512029","-629030716","65.47","4.301","53.0","110","12","110","27.16",,
"1088591672","567511752","-629031318","70.08","4.273","53.0","110","12","110","27.56",,
"1088591673","567511476","-629031885","74.5","4.152","53.200000000000045","109","12","109","27.56",,
"1088591674","567511195","-629032399","78.75","3.956","53.200000000000045","109","12","109","27.56",,
"1088591675","567510970","-629032903","82.54","3.807","53.39999999999998","108","12","108","27.56",,
"1088591676","567510738","-629033379","86.27","3.695","53.39999999999998","107","12","107","27.82",,
"1088591677","567510485","-629033776","89.66","3.527","53.39999999999998","107","12","107","27.82",,
"1088591678","567510276","-629034212","93.05","3.331","53.60000000000002","106","12","106","27.82",,
"1088591679","567510076","-629034689","96.57","3.564","53.60000000000002","105","12","105","27.82",,
"1088591680","567509834","-629035180","100.42","3.844","53.799999999999955","104","12","104","27.82",,
"1088591681","567509578","-629035650","104.2","3.919","54.0","104","12","104","27.82",,
"1088591682","567509329","-629036131","108.05","3.872","54.200000000000045","103","12","103","26.03",,
"1088591683","567509096","-629036642","111.91","3.994","54.200000000000045","103","12","103","26.03",,
"1088591684","567508777","-629037101","116.08","4.171","54.39999999999998","103","12","103","26.03",,
"1088591685","567508505","-629037559","119.86","4.078","54.60000000000002","103","12","103","26.03",,
"1088591686","567508261","-629038058","123.84","3.723","54.799999999999955","103","12","103","26.03",,
"1088591687","567508004","-629038519","127.58","3.826","54.799999999999955","104","12","104","24.83",,
"1088591688","567507754","-629039089","131.82","4.208","55.0","105","12","105","24.83",,
"1088591689","567507480","-629039680","136.32","4.441","55.200000000000045","106","12","106","24.83",,
"1088591690","567507196","-629040302","141.05","4.656","55.200000000000045","106","12","106","24.83",,
"1088591691","567506900","-629040941","146.01","4.833","55.39999999999998","108","12","108","24.83",,
"1088591692","567506580","-629041524","150.74","4.936","55.60000000000002","109","12","109","26.0",,
"1088591693","567506266","-629042139","155.48","5.048","55.799999999999955","109","12","109","26.0",,
"1088591694","567505946","-629042833","160.78","5.179","55.799999999999955","109","12","109","26.0",,
"1088591695","567505626","-629043561","166.26","5.291","56.0","110","12","110","26.0",,
"1088591696","567505314","-629044318","171.89","5.412","56.200000000000045","110","12","110","26.0",,
"1088591697","567505016","-629045080","177.52","5.533","56.39999999999998","110","12","110","25.6",,
"1088591698","567504739","-629045848","182.95","5.682","56.39999999999998","110","12","110","25.6",,
"1088591699","567504441","-629046645","188.69","5.757","56.60000000000002","111","12","111","25.6",,
"1088591700","567504147","-629047459","194.49","5.822","56.60000000000002","111","12","111","25.6",,
"1088591701","567503863","-629048296","200.38","5.878","56.799999999999955","111","12","111","25.6",,
"1088591702","567503588","-629049171","206.51","6.018","57.0","111","12","111","24.55",,
"1088591703","567503308","-629050036","212.56","6.13","57.200000000000045","112","12","112","24.55",,
"1088591704","567503030","-629050920","218.69","6.233","57.39999999999998","112","12","112","24.55",,
"1088591705","567502749","-629051803","224.85","6.177","57.60000000000002","112","12","112","24.55",,
"1088591706","567502471","-629052689","231.0","6.121","57.60000000000002","113","12","113","24.55",,
"1088591707","567502186","-629053561","237.14","6.084","57.799999999999955","114","12","114","24.24",,
"1088591708","567501874","-629054399","243.18","6.093","58.0","114","12","114","24.24",,
"1088591709","567501572","-629055231","249.19","6.074","58.200000000000045","115","12","115","24.24",,
"1088591710","567501273","-629056037","254.9","6.074","58.39999999999998","116","12","116","24.24",,
"1088591711","567500946","-629056877","261.07","6.037","58.60000000000002","117","12","117","24.24",,
"1088591712","567500599","-629057674","267.08","6.074","58.799999999999955","118","12","118","23.64",,
"1088591713","567500242","-629058472","273.1","6.196","59.0","119","12","119","23.64",,
"1088591714","567499874","-629059277","279.23","6.28","59.200000000000045","119","12","119","23.64",,
"1088591715","567499497","-629060086","285.34","6.354","59.39999999999998","120","12","120","23.64",,
"1088591716","567499078","-629060902","291.76","6.41","59.39999999999998","121","12","121","23.64",,
"1088591717","567498641","-629061715","298.31","6.448","59.60000000000002","122","12","122","23.63",,
"1088591718","567498178","-629062486","304.87","6.41","59.60000000000002","123","12","123","23.63",,
"1088591719","567497696","-629063231","311.31","6.55","59.799999999999955","124","12","124","23.63",,
"1088591720","567497193","-629063973","317.91","6.597","60.0","125","12","125","23.63",,
"1088591721","567496673","-629064705","324.63","6.569","60.0","126","12","126","23.63",,
"1088591722","567496167","-629065436","331.25","6.541","60.200000000000045","127","12","127","23.63",,
"1088591723","567495654","-629066171","337.94","6.634","60.200000000000045","128","12","128","23.63",,
"1088591724","567495133","-629066861","344.39","6.662","60.39999999999998","129","12","129","23.63",,
"1088591725","567494599","-629067561","351.03","6.625","60.60000000000002","130","12","130","23.63",,
"1088591726","567494051","-629068246","357.72","6.606","60.60000000000002","131","12","131","23.63",,
"1088591727","567493497","-629068934","364.45","6.653","60.799999999999955","132","12","132","23.63",,
"1088591728","567492952","-629069652","371.26","6.69","61.0","133","12","133","23.63",,
"1088591729","567492397","-629070377","378.2","6.746","61.200000000000045","134","12","134","23.63",,
"1088591730","567491853","-629071096","384.96","6.765","61.200000000000045","134","12","134","23.63",,
"1088591731","567491298","-629071822","391.89","6.709","61.39999999999998","135","12","135","23.62",,
"1088591732","567490763","-629072557","398.72","6.625","61.39999999999998","135","12","135","23.62",,
"1088591733","567490237","-629073246","405.25","6.429","61.39999999999998","136","12","136","23.62",,
"1088591734","567489707","-629073893","411.68","6.214","61.60000000000002","136","12","136","23.62",,
"1088591735","567489218","-629074539","417.87","6.046","61.60000000000002","136","12","136","23.62",,
"1088591736","567488770","-629075157","423.59","5.906","61.60000000000002","136","12","136","23.62",,
"1088591737","567488314","-629075740","429.17","5.804","61.799999999999955","136","12","136","25.2",,
"1088591738","567487840","-629076307","434.81","5.738","62.0","136","12","136","25.2",,
"1088591739","567487317","-629076800","440.57","5.692","62.0","136","12","136","25.2",,
"1088591740","567486801","-629077343","446.46","5.794","62.200000000000045","136","12","136","25.2",,
"1088591741","567486302","-629077947","452.54","6.018","62.200000000000045","135","12","135","26.64",,
"1088591742","567485754","-629078553","458.88","6.578","62.39999999999998","135","12","135","26.64",,
"1088591743","567485188","-629079232","465.66","7.026","62.39999999999998","135","12","135","26.64",,
"1088591744","567484650","-629080056","472.95","7.297","62.799999999999955","135","12","135","26.64",,
"1088591745","567484144","-629080920","480.06","7.465","62.799999999999955","135","12","135","26.64",,
"1088591746","567483654","-629081874","487.62","7.521","63.200000000000045","135","12","135","26.64",,
"1088591747","567483190","-629082861","495.19","7.549","63.39999999999998","136","12","136","27.21",,
"1088591748","567482733","-629083870","502.83","7.614","63.60000000000002","136","12","136","27.21",,
"1088591749","567482279","-629084893","510.54","7.577","63.799999999999955","136","12","136","27.21",,
"1088591750","567481797","-629085865","518.16","7.427","64.20000000000005","137","12","137","27.21",,
"1088591751","567481318","-629086770","525.41","7.157","64.39999999999998","137","11","137","27.21",,
"1088591752","567480869","-629087649","532.41","6.811","64.60000000000002","138","11","138","27.59",,
"1088591753","567480410","-629088417","538.86","6.494","64.60000000000002","138","11","138","27.59",,
"1088591754","567479966","-629089153","545.09","6.168","64.79999999999995","138","11","138","27.59",,
"1088591755","567479566","-629089918","551.19","6.0","65.0","139","11","139","27.59",,
"1088591756","567479170","-629090657","557.17","5.906","65.0","139","11","139","27.59",,
"1088591757","567478757","-629091333","562.86","5.916","65.20000000000005","139","11","139","27.45",,
"1088591758","567478337","-629092068","568.91","6.084","65.39999999999998","140","11","140","27.45",,
"1088591759","567477917","-629092804","574.94","6.065","65.39999999999998","140","11","140","27.45",,
"1088591760","567477501","-629093528","581.03","5.869","65.60000000000002","140","12","140","27.45",,
"1088591761","567477120","-629094218","586.64","5.785","65.79999999999995","140","12","140","27.45",,
"1088591762","567476736","-629094911","592.26","5.757","65.79999999999995","140","12","140","26.96",,
"1088591763","567476324","-629095597","598.05","5.766","66.20000000000005","139","12","139","26.96",,
"1088591764","567475924","-629096290","603.8","5.766","66.20000000000005","139","12","139","26.96",,
"1088591765","567475542","-629096982","609.41","5.72","66.39999999999998","139","12","139","26.96",,
"1088591766","567475142","-629097682","615.15","5.757","66.60000000000002","139","12","139","26.96",,
"1088591767","567474737","-629098388","621.0","5.738","66.79999999999995","138","12","138","27.03",,
"1088591768","567474333","-629099099","626.87","5.776","67.0","138","12","138","27.03",,
"1088591769","567473911","-629099786","632.73","5.85","67.0","138","12","138","27.03",,
"1088591770","567473480","-629100465","638.63","5.925","67.20000000000005","138","12","138","27.03",,
"1088591771","567473044","-629101128","644.5","5.925","67.39999999999998","137","12","137","27.03",,
"1088591772","567472605","-629101762","650.16","5.888","67.39999999999998","137","12","137","27.07",,
"1088591773","567472149","-629102405","656.07","5.85","67.60000000000002","136","12","136","27.07",,
"1088591774","567471672","-629103035","662.03","5.944","67.79999999999995","136","12","136","27.07",,
"1088591775","567471164","-629103594","667.97","5.99","68.0","135","12","135","27.07",,
"1088591776","567470650","-629104125","673.77","6.046","68.0","135","12","135","27.07",,
"1088591777","567470115","-629104642","679.7","6.009","68.0","135","12","135","27.5",,
"1088591778","567469563","-629105116","685.72","5.972","68.20000000000005","134","12","134","27.5",,
"1088591779","567469011","-629105505","691.38","5.944","68.39999999999998","134","12","134","27.5",,
"1088591780","567468444","-629105851","697.02","5.934","68.39999999999998","133","12","133","27.5",,
"1088591781","567467846","-629106174","702.89","5.925","68.60000000000002","133","12","133","27.5",,
"1088591782","567467215","-629106438","709.03","5.944","68.60000000000002","133","12","133","26.6",,
"1088591783","567466587","-629106651","715.03","5.916","68.79999999999995","133","12","133","26.6",,
"1088591784","567465962","-629106817","720.98","5.832","69.0","132","12","132","26.6",,
"1088591785","567465339","-629106941","726.86","5.813","69.20000000000005","132","12","132","26.6",,
"1088591786","567464721","-629107081","732.63","5.841","69.39999999999998","132","12","132","26.6",,
"1088591787","567464085","-629107167","738.63","5.869","69.60000000000002","132","12","132","28.36",,
"1088591788","567463455","-629107163","744.52","5.888","69.60000000000002","132","12","132","28.36",,
"1088591789","567462839","-629107157","750.22","5.804","69.79999999999995","131","12","131","28.36",,
"1088591790","567462218","-629107197","756.03","5.71","70.0","131","12","131","28.36",,
"1088591791","567461625","-629107235","761.48","5.524","70.20000000000005","130","12","130","28.36",,
"1088591792","567461029","-629107240","767.09","5.365","70.20000000000005","130","12","130","28.36",,
"1088591793","567460437","-629107244","772.56","5.44","70.39999999999998","129","12","129","28.36",,
"1088591794","567459837","-629107220","778.26","5.505","70.39999999999998","128","12","128","28.36",,
"1088591795","567459270","-629107201","783.44","5.412","70.60000000000002","127","12","127","28.36",,
"1088591796","567458702","-629107173","788.88","5.16","70.60000000000002","127","12","127","28.35",,
"1088591797","567458191","-629107156","793.66","4.871","70.79999999999995","126","12","126","28.35",,
"1088591798","567457704","-629107101","798.19","4.628","70.79999999999995","125","12","125","28.35",,
"1088591799","567457207","-629107035","802.77","4.684","70.79999999999995","124","12","124","28.35",,
"1088591800","567456710","-629106979","807.34","4.637","70.79999999999995","123","12","123","28.35",,
"1088591801","567456211","-629106954","812.01","4.488","70.79999999999995","121","12","121","26.77",,
"1088591802","567455733","-629106917","816.52","4.32","70.79999999999995","121","12","121","26.77",,
"1088591803","567455299","-629106884","820.56","3.928","70.79999999999995","119","12","119","26.77",,
"1088591804","567454931","-629106872","824.03","3.312","70.79999999999995","118","12","118","26.77",,
"1088591805","567454635","-629106884","826.65","2.781","70.79999999999995","116","12","116","26.77",,
"1088591806","567454349","-629106855","829.25","2.389","70.79999999999995","115","12","115","26.77",,
"1088591807","567454048","-629106853","832.32","2.295","70.79999999999995","113","12","113","25.72",,
"1088591808","567453794","-629106858","834.63","2.407","70.79999999999995","112","12","112","25.72",,
"1088591809","567453578","-629106861","836.67","1.987","70.79999999999995","111","12","111","25.72",,
"1088591810","567453399","-629106859","838.37","1.717","70.79999999999995","109","12","109","25.72",,
"1088591811","567453248","-629106829","839.81","1.605","70.79999999999995","107","12","107","25.72",,
"1088591812","567453130","-629106837","840.71","1.372","70.79999999999995","107","12","107","24.63",,
"1088591813","567453004","-629106841","841.95","0.942","70.60000000000002","106","11","106","24.63",,
"1088591814","567452921","-629106870","842.84","0.597","70.60000000000002","105","12","105","24.63",,
"1088591815","567452891","-629106929","843.21","0.308","70.60000000000002","104","11","104","24.63",,
"1088591816","567452899","-629106972","843.21","0.0","70.60000000000002","104","11","104","23.5",,
"1088591830","567452601","-629106962","843.21","1.764","70.60000000000002","84","11","84","20.55",,
"1088591831","567452357","-629107000","845.6","2.202","70.60000000000002","84","11","84","20.55",,
"1088591832","567452074","-629106997","848.23","2.753","70.60000000000002","85","11","85","20.0",,
"1088591833","567451703","-629107023","851.52","3.527","70.39999999999998","87","11","87","20.0",,
"1088591834","567451263","-629107065","855.65","3.994","70.39999999999998","89","11","89","20.0",,
"1088591835","567450758","-629107081","860.34","4.563","70.39999999999998","90","12","90","20.0",,
"1088591836","567450204","-629107109","865.52","5.02","70.39999999999998","93","11","93","20.0",,
"1088591837","567449635","-629107122","870.86","5.207","70.39999999999998","97","11","97","19.24",,
"1088591838","567449048","-629107127","876.34","5.384","70.39999999999998","99","11","99","19.24",,
"1088591839","567448461","-629107134","881.93","5.468","70.60000000000002","101","11","101","19.24",,
"1088591840","567447881","-629107119","887.28","5.608","70.60000000000002","102","11","102","19.24",,
"1088591841","567447277","-629107099","892.9","5.654","70.60000000000002","103","11","103","19.24",,
"1088591842","567446662","-629107054","898.61","5.766","70.60000000000002","104","11","104","19.12",,
"1088591843","567446013","-629106989","904.65","6.0","70.60000000000002","104","11","104","19.12",,
"1088591844","567445341","-629106921","910.88","6.233","70.79999999999995","104","11","104","19.12",,
"1088591845","567444631","-629106832","917.69","6.476","70.79999999999995","104","11","104","19.12",,
"1088591846","567443942","-629106770","924.16","6.625","70.79999999999995","105","11","105","19.12",,
"1088591847","567443241","-629106753","930.72","6.774","70.79999999999995","105","11","105","20.62",,
"1088591848","567442516","-629106715","937.35","7.007","70.79999999999995","106","11","106","20.62",,
"1088591849","567441742","-629106706","944.52","7.185","70.79999999999995","106","11","106","20.62",,
"1088591850","567440938","-629106676","952.1","7.39","71.0","107","11","107","20.62",,
"1088591851","567440140","-629106661","959.47","7.502","71.0","108","11","108","20.62",,
"1088591852","567439331","-629106676","967.03","7.483","71.0","108","11","108","20.05",,
"1088591853","567438522","-629106739","974.55","7.577","71.0","109","11","109","20.05",,
"1088591854","567437712","-629106888","982.17","7.595","71.0","110","11","110","20.05",,
"1088591855","567436895","-629107141","989.94","7.726","71.0","111","11","111","20.05",,
"1088591856","567436095","-629107447","997.72","7.726","71.0","111","11","111","19.66",,
"1088591857","567435316","-629107855","1005.36","7.856","71.0","112","11","112","19.66",,
"1088591858","567434568","-629108369","1013.02","7.735","71.20000000000005","113","11","113","19.66",,
"1088591859","567433856","-629108969","1020.73","7.53","71.20000000000005","113","11","113","19.66",,
"1088591860","567433208","-629109615","1027.95","7.399","71.39999999999998","114","11","114","19.66",,
