record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.1.target_power[watts],
"1110743940","-138810832","1992088192","344.14","13.0","8.046","102","96","85","13.0","8.046","0",
"1110743941","-138811088","1992089088","352.18","13.0","8.04","120","96","85","13.0","8.04","0",
"1110743942","-138811360","1992089856","360.22","13.0","8.034","108","97","87","13.0","8.034","0",
"1110743943","-138811648","1992090752","368.24","13.0","8.013","107","97","87","13.0","8.013","0",
"1110743944","-138811936","1992091520","376.19","13.0","7.987","106","97","87","13.0","7.987","0",
"1110743945","-138812240","1992092416","384.22","13.200000000000045","7.958","108","97","87","13.200000000000045","7.958","0",
"1110743946","-138812528","1992093056","392.14","13.200000000000045","7.927","105","97","86","13.200000000000045","7.927","0",
"1110743947","-138812816","1992094080","400.03","13.200000000000045","7.9","118","97","86","13.200000000000045","7.9","0",
"1110743948","-138813120","1992094720","407.97","13.200000000000045","7.908","144","97","87","13.200000000000045","7.908","0",
"1110743949","-138813360","1992095616","415.9","13.200000000000045","7.94","157","97","88","13.200000000000045","7.94","0",
"1110743950","-138813584","1992096384","423.8","13.200000000000045","7.95","133","97","80","13.200000000000045","7.95","0",
"1110743951","-138813776","1992097280","431.79","13.200000000000045","7.939","136","97","80","13.200000000000045","7.939","0",
"1110743952","-138813904","1992098176","439.73","13.399999999999977","7.928","135","97","80","13.399999999999977","7.928","0",
"1110743953","-138813952","1992098944","447.62","13.399999999999977","7.915","137","97","81","13.399999999999977","7.915","0",
"1110743954","-138813936","1992099840","455.56","13.399999999999977","7.901","137","97","81","13.399999999999977","7.901","0",
"1110743955","-138813808","1992100736","463.45","13.600000000000023","7.895","146","97","81","13.600000000000023","7.895","0",
"1110743956","-138813584","1992101632","471.33","13.600000000000023","7.896","162","98","80","13.600000000000023","7.896","0",
"1110743957","-138813296","1992102400","479.25","13.799999999999955","7.905","168","98","81","13.799999999999955","7.905","0",
"1110743958","-138812960","1992103168","487.14","13.799999999999955","7.883","120","98","81","13.799999999999955","7.883","0",
"1110743959","-138812560","1992103808","494.98","14.0","7.843","144","99","80","14.0","7.843","0",
"1110743960","-138812112","1992104576","502.83","14.0","7.773","116","99","85","14.0","7.773","0",
"1110743961","-138811648","1992105344","510.54","14.200000000000045","7.66","127","99","85","14.200000000000045","7.66","0",
"1110743962","-138811184","1992105984","518.14","14.200000000000045","7.549","113","100","84","14.200000000000045","7.549","0",
"1110743963","-138810688","1992106752","525.62","14.399999999999977","7.435","120","100","83","14.399999999999977","7.435","0",
"1110743964","-138810208","1992107264","533.02","14.399999999999977","7.338","128","100","83","14.399999999999977","7.338","0",
"1110743965","-138809728","1992107904","540.19","14.600000000000023","7.249","120","100","82","14.600000000000023","7.249","0",
"1110743966","-138809264","1992108544","547.51","14.799999999999955","7.149","118","100","80","14.799999999999955","7.149","0",
"1110743967","-138808800","1992109184","554.62","14.799999999999955","7.068","139","100","81","14.799999999999955","7.068","0",
"1110743968","-138808352","1992109824","561.66","15.0","7.012","141","100","81","15.0","7.012","0",
"1110743969","-138807936","1992110464","568.63","15.0","6.955","134","100","81","15.0","6.955","0",
"1110743970","-138807536","1992111104","575.57","15.200000000000045","6.896","140","100","81","15.200000000000045","6.896","0",
"1110743971","-138807168","1992111616","582.44","15.200000000000045","6.868","164","100","80","15.200000000000045","6.868","0",
"1110743972","-138806864","1992112384","589.3","15.399999999999977","6.849","149","100","81","15.399999999999977","6.849","0",
"1110743973","-138806656","1992113152","596.13","15.600000000000023","6.807","143","99","81","15.600000000000023","6.807","0",
"1110743974","-138806576","1992113920","602.88","15.600000000000023","6.768","138","99","80","15.600000000000023","6.768","0",
"1110743975","-138806608","1992114560","609.67","15.799999999999955","6.726","135","99","80","15.799999999999955","6.726","0",
"1110743976","-138806752","1992115328","616.35","15.799999999999955","6.698","141","99","79","15.799999999999955","6.698","0",
"1110743977","-138807040","1992116096","623.07","16.0","6.685","135","99","81","16.0","6.685","0",
"1110743978","-138807408","1992116608","629.75","16.0","6.686","124","99","80","16.0","6.686","0",
"1110743979","-138807872","1992117120","636.45","16.0","6.704","120","99","80","16.0","6.704","0",
"1110743980","-138808432","1992117632","643.17","16.200000000000045","6.736","126","98","81","16.200000000000045","6.736","0",
"1110743981","-138809024","1992118016","649.93","16.200000000000045","6.78","125","98","81","16.200000000000045","6.78","0",
"1110743982","-138809664","1992118400","656.73","16.200000000000045","6.82","120","98","81","16.200000000000045","6.82","0",
"1110743983","-138810336","1992118784","663.52","16.200000000000045","6.872","139","98","82","16.200000000000045","6.872","0",
"1110743984","-138811072","1992118784","670.47","16.200000000000045","6.956","131","98","82","16.200000000000045","6.956","0",
"1110743985","-138811840","1992118784","677.5","16.200000000000045","7.048","126","98","83","16.200000000000045","7.048","0",
"1110743986","-138812592","1992118784","684.55","16.200000000000045","7.129","112","98","83","16.200000000000045","7.129","0",
"1110743987","-138813360","1992118656","691.8","16.200000000000045","7.213","118","98","82","16.200000000000045","7.213","0",
"1110743988","-138814096","1992118400","698.96","16.200000000000045","7.307","121","97","84","16.200000000000045","7.307","0",
"1110743989","-138814896","1992118272","706.41","16.200000000000045","7.414","115","97","85","16.200000000000045","7.414","0",
"1110743990","-138815664","1992118016","713.81","16.200000000000045","7.467","107","97","85","16.200000000000045","7.467","0",
"1110743991","-138816464","1992117888","721.27","16.200000000000045","7.525","120","98","86","16.200000000000045","7.525","0",
"1110743992","-138817264","1992117888","728.84","16.200000000000045","7.601","128","98","85","16.200000000000045","7.601","0",
"1110743993","-138818080","1992117888","736.46","16.200000000000045","7.692","134","98","87","16.200000000000045","7.692","0",
"1110743994","-138818864","1992118272","744.27","16.0","7.816","189","98","89","16.0","7.816","0",
"1110743995","-138819520","1992118784","752.19","16.0","7.974","156","98","81","16.0","7.974","0",
"1110743996","-138819984","1992119552","760.26","16.0","8.102","154","98","82","16.0","8.102","0",
"1110743997","-138820288","1992120448","768.37","16.0","8.237","174","98","83","16.0","8.237","0",
"1110743998","-138820480","1992121344","776.69","15.799999999999955","8.378","159","98","84","15.799999999999955","8.378","0",
"1110743999","-138820576","1992122240","785.13","15.799999999999955","8.489","147","99","84","15.799999999999955","8.489","0",
"1110744000","-138820656","1992123136","793.73","15.799999999999955","8.577","137","99","84","15.799999999999955","8.577","0",
"1110744001","-138820688","1992124032","802.28","15.600000000000023","8.651","136","100","84","15.600000000000023","8.651","0",
"1110744002","-138820720","1992124928","810.97","15.600000000000023","8.716","116","100","85","15.600000000000023","8.716","0",
"1110744003","-138820784","1992125824","819.72","15.600000000000023","8.78","142","100","85","15.600000000000023","8.78","0",
"1110744004","-138820832","1992126976","828.54","15.399999999999977","8.862","136","101","85","15.399999999999977","8.862","0",
"1110744005","-138820880","1992127872","837.44","15.399999999999977","8.945","133","102","85","15.399999999999977","8.945","0",
"1110744006","-138820912","1992128768","846.43","15.399999999999977","9.028","140","102","84","15.399999999999977","9.028","0",
"1110744007","-138820928","1992129920","855.51","15.399999999999977","9.121","149","102","85","15.399999999999977","9.121","0",
"1110744008","-138821040","1992130816","864.65","15.200000000000045","9.201","146","103","85","15.200000000000045","9.201","0",
"1110744009","-138821264","1992131840","873.94","15.200000000000045","9.242","139","103","85","15.200000000000045","9.242","0",
"1110744010","-138821664","1992132736","883.17","15.200000000000045","9.267","142","103","85","15.200000000000045","9.267","0",
"1110744011","-138822272","1992133504","892.41","15.200000000000045","9.259","131","104","84","15.200000000000045","9.259","0",
"1110744012","-138823024","1992134272","901.7","15.200000000000045","9.22","139","104","85","15.200000000000045","9.22","0",
"1110744013","-138823888","1992134656","910.86","15.200000000000045","9.179","150","104","85","15.200000000000045","9.179","0",
"1110744014","-138824816","1992135040","919.96","15.399999999999977","9.144","152","105","85","15.399999999999977","9.144","0",
"1110744015","-138825792","1992135168","929.17","15.399999999999977","9.105","131","105","84","15.399999999999977","9.105","0",
"1110744016","-138826784","1992135168","938.22","15.600000000000023","9.065","150","106","83","15.600000000000023","9.065","0",
"1110744017","-138827760","1992135040","947.29","15.600000000000023","9.02","144","106","84","15.600000000000023","9.02","0",
"1110744018","-138828720","1992135040","956.31","15.600000000000023","9.051","157","106","84","15.600000000000023","9.051","0",
"1110744019","-138829680","1992134784","965.44","15.600000000000023","9.164","147","106","83","15.600000000000023","9.164","0",
"1110744020","-138830640","1992134400","974.51","15.799999999999955","9.11","161","106","83","15.799999999999955","9.11","0",
"1110744021","-138831568","1992134272","983.67","15.799999999999955","9.064","154","106","82","15.799999999999955","9.064","0",
"1110744022","-138832480","1992133888","992.75","15.799999999999955","9.023","151","106","83","15.799999999999955","9.023","0",
"1110744023","-138833376","1992133504","1001.64","15.799999999999955","9.002","163","106","83","15.799999999999955","9.002","0",
"1110744024","-138834272","1992133120","1010.78","15.799999999999955","9.001","155","106","83","15.799999999999955","9.001","0",
"1110744025","-138835152","1992132608","1019.65","16.0","9.018","159","106","83","16.0","9.018","0",
"1110744026","-138836032","1992132224","1028.69","16.0","9.054","163","106","82","16.0","9.054","0",
"1110744027","-138836912","1992131840","1037.85","16.0","9.086","168","106","84","16.0","9.086","0",
"1110744028","-138837760","1992131328","1046.93","16.0","9.106","158","106","84","16.0","9.106","0",
"1110744029","-138838592","1992130816","1056.04","16.0","9.13","171","107","84","16.0","9.13","0",
"1110744030","-138839408","1992130304","1065.27","16.0","9.148","164","107","84","16.0","9.148","0",
"1110744031","-138840208","1992129664","1074.38","16.200000000000045","9.18","165","107","85","16.200000000000045","9.18","0",
"1110744032","-138841008","1992129024","1083.49","16.200000000000045","9.231","164","107","84","16.200000000000045","9.231","0",
"1110744033","-138841712","1992128256","1092.88","16.200000000000045","9.277","171","107","85","16.200000000000045","9.277","0",
"1110744034","-138842240","1992127488","1102.15","16.200000000000045","9.343","171","107","86","16.200000000000045","9.343","0",
"1110744035","-138842576","1992126464","1111.52","16.0","9.422","154","107","86","16.0","9.422","0",
"1110744036","-138842672","1992125568","1120.95","16.0","9.511","164","107","86","16.0","9.511","0",
"1110744037","-138842656","1992124416","1130.57","15.799999999999955","9.601","145","107","85","15.799999999999955","9.601","0",
"1110744038","-138842544","1992123264","1140.15","15.799999999999955","9.674","148","107","86","15.799999999999955","9.674","0",
"1110744039","-138842416","1992122368","1149.87","15.600000000000023","9.738","146","107","86","15.600000000000023","9.738","0",
"1110744040","-138842368","1992121344","1159.67","15.600000000000023","9.773","134","107","87","15.600000000000023","9.773","0",
"1110744041","-138842704","1992120192","1169.47","15.399999999999977","9.775","137","107","87","15.399999999999977","9.775","0",
"1110744042","-138843488","1992119552","1179.2","15.399999999999977","9.716","125","107","86","15.399999999999977","9.716","0",
"1110744043","-138844448","1992119168","1188.78","15.600000000000023","9.605","139","107","87","15.600000000000023","9.605","0",
"1110744044","-138845488","1992119168","1198.43","15.600000000000023","9.487","148","106","86","15.600000000000023","9.487","0",
"1110744045","-138846480","1992118912","1207.74","15.600000000000023","9.387","154","106","85","15.600000000000023","9.387","0",
"1110744046","-138847488","1992118784","1217.16","15.799999999999955","9.303","152","105","85","15.799999999999955","9.303","0",
"1110744047","-138848400","1992118400","1226.35","15.799999999999955","9.252","145","105","83","15.799999999999955","9.252","0",
"1110744048","-138849232","1992117888","1235.66","15.799999999999955","9.244","151","105","84","15.799999999999955","9.244","0",
"1110744049","-138849968","1992117120","1244.99","15.799999999999955","9.266","152","104","84","15.799999999999955","9.266","0",
"1110744050","-138850400","1992116224","1254.12","15.600000000000023","9.316","141","103","85","15.600000000000023","9.316","0",
"1110744051","-138850416","1992115328","1263.55","15.600000000000023","9.385","142","103","85","15.600000000000023","9.385","0",
"1110744052","-138850064","1992114176","1272.97","15.600000000000023","9.463","156","102","84","15.600000000000023","9.463","0",
"1110744053","-138849568","1992113280","1282.48","15.399999999999977","9.532","137","101","86","15.399999999999977","9.532","0",
"1110744054","-138849008","1992112640","1292.03","15.399999999999977","9.588","142","101","86","15.399999999999977","9.588","0",
"1110744055","-138848400","1992111616","1301.65","15.200000000000045","9.648","143","101","86","15.200000000000045","9.648","0",
"1110744056","-138847808","1992110720","1311.33","15.200000000000045","9.714","149","100","86","15.200000000000045","9.714","0",
"1110744057","-138847200","1992109824","1321.09","15.200000000000045","9.788","159","100","85","15.200000000000045","9.788","0",
"1110744058","-138846672","1992108928","1330.92","15.0","9.86","143","100","86","15.0","9.86","0",
"1110744059","-138846304","1992108032","1340.81","15.0","9.934","153","100","86","15.0","9.934","0",
"1110744060","-138846224","1992106880","1350.83","14.799999999999955","10.021","134","99","86","14.799999999999955","10.021","0",
"1110744061","-138846400","1992105856","1360.91","14.799999999999955","10.138","132","99","86","14.799999999999955","10.138","0",
"1110744062","-138846848","1992104704","1371.1","14.600000000000023","10.275","132","99","86","14.600000000000023","10.275","0",
"1110744063","-138847504","1992103808","1381.45","14.600000000000023","10.395","153","99","87","14.600000000000023","10.395","0",
"1110744064","-138848320","1992103168","1391.99","14.600000000000023","10.54","158","99","87","14.600000000000023","10.54","0",
"1110744065","-138849280","1992102400","1402.47","14.399999999999977","10.614","158","99","88","14.399999999999977","10.614","0",
"1110744066","-138850352","1992102016","1413.08","14.399999999999977","10.651","149","99","88","14.399999999999977","10.651","0",
"1110744067","-138851472","1992101888","1423.8","14.200000000000045","10.661","135","99","87","14.200000000000045","10.661","0",
"1110744068","-138852608","1992101632","1434.38","14.200000000000045","10.658","144","100","88","14.200000000000045","10.658","0",
"1110744069","-138853760","1992101504","1445.04","14.200000000000045","10.651","146","100","87","14.200000000000045","10.651","0",
"1110744070","-138854896","1992101504","1455.78","14.200000000000045","10.638","145","100","87","14.200000000000045","10.638","0",
"1110744071","-138856048","1992101632","1466.31","14.200000000000045","10.629","175","100","87","14.200000000000045","10.629","0",
"1110744072","-138857184","1992101632","1477.04","14.0","10.588","98","101","87","14.0","10.588","0",
"1110744073","-138858304","1992101888","1487.47","14.0","10.544","177","101","73","14.0","10.544","0",
"1110744074","-138859440","1992102016","1498.1","14.0","10.573","203","102","67","14.0","10.573","0",
"1110744075","-138860576","1992102272","1508.69","14.0","10.602","212","102","64","14.0","10.602","0",
"1110744076","-138861696","1992102400","1519.35","14.0","10.567","216","103","64","14.0","10.567","0",
"1110744077","-138862816","1992102784","1529.83","14.0","10.536","187","103","65","14.0","10.536","0",
"1110744078","-138863920","1992102912","1540.35","14.0","10.494","203","104","65","14.0","10.494","0",
"1110744079","-138865024","1992103168","1550.74","14.0","10.443","190","104","66","14.0","10.443","0",
"1110744080","-138866128","1992103296","1561.18","14.0","10.392","196","104","66","14.0","10.392","0",
"1110744081","-138867248","1992103424","1571.6","14.0","10.358","199","105","66","14.0","10.358","0",
"1110744082","-138868384","1992103424","1582.11","14.0","10.338","209","106","65","14.0","10.338","0",
"1110744083","-138869440","1992103808","1592.26","14.0","10.303","182","106","66","14.0","10.303","0",
"1110744084","-138870416","1992104192","1602.56","14.0","10.251","174","107","66","14.0","10.251","0",
"1110744085","-138871296","1992104960","1612.76","14.0","10.214","200","108","66","14.0","10.214","0",
"1110744086","-138872112","1992105728","1622.96","14.0","10.186","200","109","67","14.0","10.186","0",
"1110744087","-138872880","1992106624","1633.13","14.0","10.154","192","110","66","14.0","10.154","0",
"1110744088","-138873632","1992107264","1643.27","14.0","10.118","197","110","67","14.0","10.118","0",
"1110744089","-138874352","1992108032","1653.32","14.0","10.086","192","111","67","14.0","10.086","0",
"1110744090","-138875072","1992108928","1663.45","14.0","10.053","192","112","67","14.0","10.053","0",
"1110744091","-138875760","1992109824","1673.49","14.0","10.024","189","113","67","14.0","10.024","0",
"1110744092","-138876400","1992110720","1683.5","14.0","9.99","178","113","66","14.0","9.99","0",
"1110744093","-138876992","1992111616","1693.44","14.0","9.964","186","114","67","14.0","9.964","0",
"1110744094","-138877552","1992112640","1703.44","14.0","9.956","179","114","67","14.0","9.956","0",
"1110744095","-138877888","1992113536","1713.39","14.0","9.977","196","115","67","14.0","9.977","0",
"1110744096","-138877952","1992114560","1723.4","14.0","10.055","223","115","67","14.0","10.055","0",
"1110744097","-138877728","1992115712","1733.52","14.0","10.15","120","115","71","14.0","10.15","0",
"1110744098","-138877280","1992116736","1743.7","13.799999999999955","10.247","137","115","73","13.799999999999955","10.247","0",
"1110744099","-138876720","1992117632","1753.97","13.799999999999955","10.418","147","115","76","13.799999999999955","10.418","0",
"1110744100","-138876048","1992118656","1764.59","13.600000000000023","10.645","145","115","82","13.600000000000023","10.645","0",
"1110744101","-138875360","1992119552","1775.23","13.600000000000023","10.684","168","114","82","13.600000000000023","10.684","0",
"1110744102","-138874640","1992120448","1785.93","13.399999999999977","10.71","123","114","81","13.399999999999977","10.71","0",
"1110744103","-138874000","1992121472","1796.65","13.399999999999977","10.735","161","114","85","13.399999999999977","10.735","0",
"1110744104","-138873616","1992122624","1807.42","13.200000000000045","10.763","146","114","85","13.200000000000045","10.763","0",
"1110744105","-138873328","1992123648","1818.17","13.200000000000045","10.759","156","113","85","13.200000000000045","10.759","0",
"1110744106","-138873136","1992124800","1828.97","13.200000000000045","10.757","167","113","84","13.200000000000045","10.757","0",
"1110744107","-138873136","1992126080","1839.78","13.200000000000045","10.812","161","112","85","13.200000000000045","10.812","0",
"1110744108","-138873376","1992127104","1850.62","13.200000000000045","10.818","160","112","85","13.200000000000045","10.818","0",
"1110744109","-138873856","1992128256","1861.36","13.200000000000045","10.71","151","112","83","13.200000000000045","10.71","0",
"1110744110","-138874608","1992129152","1872.1","13.200000000000045","10.612","159","112","84","13.200000000000045","10.612","0",
"1110744111","-138875520","1992129920","1882.52","13.200000000000045","10.512","137","111","84","13.200000000000045","10.512","0",
"1110744112","-138876480","1992130432","1893.08","13.200000000000045","10.408","149","111","84","13.200000000000045","10.408","0",
"1110744113","-138877440","1992130944","1903.41","13.200000000000045","10.319","153","111","83","13.200000000000045","10.319","0",
"1110744114","-138878384","1992131456","1913.56","13.200000000000045","10.248","159","111","82","13.200000000000045","10.248","0",
"1110744115","-138879344","1992132096","1923.86","13.200000000000045","10.193","144","110","83","13.200000000000045","10.193","0",
"1110744116","-138880256","1992132736","1934.01","13.200000000000045","10.154","175","110","83","13.200000000000045","10.154","0",
"1110744117","-138881088","1992133504","1944.17","13.200000000000045","10.137","163","110","83","13.200000000000045","10.137","0",
"1110744118","-138881808","1992134272","1954.4","13.200000000000045","10.119","160","110","83","13.200000000000045","10.119","0",
"1110744119","-138882384","1992135168","1964.37","13.200000000000045","10.143","184","109","82","13.200000000000045","10.143","0",
"1110744120","-138882848","1992136192","1974.72","13.200000000000045","10.245","168","109","84","13.200000000000045","10.245","0",
"1110744121","-138883232","1992137344","1984.85","13.200000000000045","10.322","175","109","84","13.200000000000045","10.322","0",
"1110744122","-138883552","1992138496","1995.25","13.200000000000045","10.364","169","109","85","13.200000000000045","10.364","0",
"1110744123","-138883792","1992139520","2005.58","13.200000000000045","10.413","174","109","85","13.200000000000045","10.413","0",
"1110744124","-138883952","1992140672","2016.17","13.200000000000045","10.454","167","109","84","13.200000000000045","10.454","0",
"1110744125","-138884016","1992141696","2026.53","13.200000000000045","10.388","166","109","85","13.200000000000045","10.388","0",
"1110744126","-138883968","1992142848","2036.89","13.200000000000045","10.388","182","109","85","13.200000000000045","10.388","0",
"1110744127","-138883872","1992144128","2047.37","13.200000000000045","10.411","174","109","85","13.200000000000045","10.411","0",
"1110744128","-138883728","1992145152","2057.63","13.200000000000045","10.421","168","109","85","13.200000000000045","10.421","0",
"1110744129","-138883520","1992146304","2068.14","13.200000000000045","10.419","149","109","84","13.200000000000045","10.419","0",
"1110744130","-138883248","1992147328","2078.49","13.200000000000045","10.426","171","110","84","13.200000000000045","10.426","0",
"1110744131","-138882944","1992148480","2088.9","13.200000000000045","10.446","194","110","85","13.200000000000045","10.446","0",
"1110744132","-138882592","1992149504","2099.43","13.200000000000045","10.459","172","110","85","13.200000000000045","10.459","0",
"1110744133","-138882192","1992150656","2109.84","13.200000000000045","10.434","190","110","85","13.200000000000045","10.434","0",
"1110744134","-138881760","1992151680","2120.33","13.200000000000045","10.433","173","110","85","13.200000000000045","10.433","0",
"1110744135","-138881312","1992152576","2130.89","13.200000000000045","10.432","163","110","84","13.200000000000045","10.432","0",
"1110744136","-138880864","1992153728","2141.13","13.200000000000045","10.425","178","109","85","13.200000000000045","10.425","0",
"1110744137","-138880400","1992154880","2151.68","13.200000000000045","10.39","153","109","85","13.200000000000045","10.39","0",
"1110744138","-138879920","1992155776","2161.93","13.200000000000045","10.313","152","109","84","13.200000000000045","10.313","0",
"1110744139","-138879424","1992156800","2172.22","13.399999999999977","10.239","160","109","84","13.399999999999977","10.239","0",
"1110744140","-138878880","1992157696","2182.42","13.399999999999977","10.169","157","110","83","13.399999999999977","10.169","0",
"1110744141","-138878320","1992158592","2192.52","13.399999999999977","10.102","169","110","84","13.399999999999977","10.102","0",
"1110744142","-138877744","1992159744","2202.72","13.399999999999977","10.047","173","111","84","13.399999999999977","10.047","0",
"1110744143","-138877200","1992160640","2212.67","13.399999999999977","9.993","171","111","84","13.399999999999977","9.993","0",
"1110744144","-138876608","1992161536","2222.55","13.399999999999977","9.941","181","111","84","13.399999999999977","9.941","0",
"1110744145","-138875968","1992162432","2232.53","13.600000000000023","9.884","169","111","83","13.600000000000023","9.884","0",
"1110744146","-138875312","1992163200","2242.46","13.600000000000023","9.896","180","111","84","13.600000000000023","9.896","0",
"1110744147","-138874592","1992164096","2252.46","13.600000000000023","9.884","169","112","83","13.600000000000023","9.884","0",
"1110744148","-138873888","1992164864","2262.25","13.600000000000023","9.884","177","112","83","13.600000000000023","9.884","0",
"1110744149","-138873136","1992165504","2272.17","13.799999999999955","9.91","161","112","83","13.799999999999955","9.91","0",
"1110744150","-138872352","1992166272","2281.94","13.799999999999955","9.925","169","112","82","13.799999999999955","9.925","0",
"1110744151","-138871568","1992167040","2291.93","13.799999999999955","9.924","180","112","83","13.799999999999955","9.924","0",
"1110744152","-138870768","1992167808","2301.88","13.799999999999955","9.938","183","112","83","13.799999999999955","9.938","0",
