record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1108671611","-138833328","1992054272","0.22","12.799999999999955","0.969","170","65","1","12.799999999999955","0.969",
"1108671612","-138833264","1992054272","1.02","12.799999999999955","1.712","126","65","26","12.799999999999955","1.712",
"1108671613","-138833088","1992054528","3.14","12.799999999999955","2.453","125","66","51","12.799999999999955","2.453",
"1108671614","-138832864","1992054656","5.9","12.799999999999955","3.015","128","68","57","12.799999999999955","3.015",
"1108671615","-138832640","1992054912","9.18","12.799999999999955","3.476","120","69","62","12.799999999999955","3.476",
"1108671616","-138832400","1992055296","12.81","12.799999999999955","3.823","102","69","66","12.799999999999955","3.823",
"1108671617","-138832144","1992055552","16.81","12.799999999999955","4.109","109","71","69","12.799999999999955","4.109",
"1108671618","-138831856","1992055936","21.08","12.799999999999955","4.376","104","72","71","12.799999999999955","4.376",
"1108671619","-138831536","1992056320","25.57","12.799999999999955","4.606","104","73","71","12.799999999999955","4.606",
"1108671620","-138831200","1992056704","30.29","12.799999999999955","4.802","103","75","75","12.799999999999955","4.802",
"1108671621","-138830816","1992057088","35.11","12.799999999999955","4.988","94","76","80","12.799999999999955","4.988",
"1108671622","-138830400","1992057472","40.25","12.799999999999955","5.127","76","77","81","12.799999999999955","5.127",
"1108671623","-138829968","1992057728","45.42","12.799999999999955","5.227","99","78","82","12.799999999999955","5.227",
"1108671624","-138829504","1992058112","50.67","12.799999999999955","5.353","96","78","84","12.799999999999955","5.353",
"1108671625","-138828992","1992058368","56.08","12.799999999999955","5.478","113","80","86","12.799999999999955","5.478",
"1108671626","-138828432","1992058752","61.65","12.799999999999955","5.616","104","80","80","12.799999999999955","5.616",
"1108671627","-138827856","1992058880","67.36","12.799999999999955","5.73","88","80","80","12.799999999999955","5.73",
"1108671628","-138827264","1992059008","73.12","12.799999999999955","5.815","101","81","81","12.799999999999955","5.815",
"1108671629","-138826656","1992059264","78.98","12.799999999999955","5.908","114","81","82","12.799999999999955","5.908",
"1108671630","-138826032","1992059264","84.89","12.799999999999955","6.018","119","81","84","12.799999999999955","6.018",
"1108671631","-138825376","1992059392","91.04","12.799999999999955","6.131","118","81","85","12.799999999999955","6.131",
"1108671632","-138824720","1992059648","97.24","13.0","6.236","114","81","85","13.0","6.236",
"1108671633","-138824064","1992059648","103.46","13.0","6.298","88","81","86","13.0","6.298",
"1108671634","-138823392","1992059776","109.74","13.0","6.33","97","82","86","13.0","6.33",
"1108671635","-138822704","1992060032","116.15","13.0","6.373","93","82","86","13.0","6.373",
"1108671636","-138822032","1992060032","122.55","13.0","6.405","88","83","86","13.0","6.405",
"1108671637","-138821376","1992060288","128.96","13.0","6.428","86","84","84","13.0","6.428",
"1108671638","-138820736","1992060544","135.4","13.0","6.447","85","84","84","13.0","6.447",
"1108671639","-138820144","1992060928","141.86","13.0","6.465","84","85","85","13.0","6.465",
"1108671640","-138819600","1992061440","148.33","13.0","6.485","88","85","86","13.0","6.485",
"1108671641","-138819120","1992061824","154.83","13.0","6.512","88","86","86","13.0","6.512",
"1108671642","-138818672","1992062464","161.37","13.0","6.552","89","87","87","13.0","6.552",
"1108671643","-138818288","1992063104","167.93","13.0","6.58","89","87","87","13.0","6.58",
"1108671644","-138817920","1992063616","174.56","13.0","6.604","86","88","87","13.0","6.604",
"1108671645","-138817600","1992064384","181.14","13.0","6.635","98","88","87","13.0","6.635",
"1108671646","-138817296","1992064896","187.76","13.0","6.679","98","88","87","13.0","6.679",
"1108671647","-138817008","1992065664","194.5","13.0","6.706","75","89","88","13.0","6.706",
"1108671648","-138816736","1992066304","201.21","13.0","6.711","95","89","86","13.0","6.711",
"1108671649","-138816464","1992067072","207.89","13.0","6.758","107","89","88","13.0","6.758",
"1108671650","-138816208","1992067584","214.67","13.0","6.847","164","90","85","13.0","6.847",
"1108671651","-138815936","1992068352","221.65","13.0","6.977","121","90","82","13.0","6.977",
"1108671652","-138815648","1992069120","228.59","13.0","7.049","119","91","83","13.0","7.049",
"1108671653","-138815328","1992069760","235.74","13.0","7.106","108","91","83","13.0","7.106",
"1108671654","-138815008","1992070528","242.9","13.0","7.144","103","92","84","13.0","7.144",
"1108671655","-138814688","1992071296","250.05","13.0","7.175","103","92","84","13.0","7.175",
"1108671656","-138814416","1992071936","257.17","13.0","7.199","100","93","84","13.0","7.199",
"1108671657","-138814128","1992072704","264.37","13.0","7.223","98","93","83","13.0","7.223",
"1108671658","-138813856","1992073472","271.69","13.0","7.262","125","94","84","13.0","7.262",
"1108671659","-138813600","1992074112","278.9","13.0","7.329","129","94","85","13.0","7.329",
"1108671660","-138813344","1992074880","286.34","13.0","7.387","114","94","87","13.0","7.387",
"1108671661","-138813088","1992075648","293.75","13.0","7.424","102","95","87","13.0","7.424",
"1108671662","-138812848","1992076544","301.2","13.0","7.441","91","95","86","13.0","7.441",
"1108671663","-138812608","1992077312","308.6","13.0","7.444","94","95","86","13.0","7.444",
"1108671664","-138812368","1992077952","316.02","13.0","7.454","94","95","86","13.0","7.454",
"1108671665","-138812096","1992078720","323.52","13.0","7.512","121","96","86","13.0","7.512",
"1108671666","-138811776","1992079616","331.1","13.0","7.568","108","96","87","13.0","7.568",
"1108671667","-138811456","1992080384","338.65","13.0","7.603","101","96","85","13.0","7.603",
"1108671668","-138811152","1992081152","346.44","13.0","7.627","97","96","85","13.0","7.627",
"1108671669","-138810896","1992081792","353.94","13.0","7.643","98","96","85","13.0","7.643",
"1108671670","-138810688","1992082688","361.59","13.0","7.654","98","96","85","13.0","7.654",
"1108671671","-138810544","1992083456","369.2","13.0","7.657","99","96","85","13.0","7.657",
"1108671672","-138810464","1992084352","376.91","13.0","7.665","114","96","84","13.0","7.665",
"1108671673","-138810432","1992085120","384.59","13.0","7.689","114","96","84","13.0","7.689",
"1108671674","-138810480","1992086016","392.27","13.0","7.715","116","96","85","13.0","7.715",
"1108671675","-138810592","1992086912","400.02","13.0","7.754","120","96","85","13.0","7.754",
"1108671676","-138810784","1992087680","407.8","13.0","7.793","112","95","86","13.0","7.793",
"1108671677","-138810992","1992088576","415.55","13.0","7.794","123","95","85","13.0","7.794",
"1108671678","-138811264","1992089344","423.4","13.0","7.807","117","95","86","13.0","7.807",
"1108671679","-138811536","1992090240","431.21","13.0","7.818","129","95","86","13.0","7.818",
"1108671680","-138811824","1992090880","439.02","13.0","7.838","123","94","87","13.0","7.838",
"1108671681","-138812112","1992091648","446.86","13.200000000000045","7.845","115","94","87","13.200000000000045","7.845",
"1108671682","-138812400","1992092544","454.72","13.200000000000045","7.838","115","93","87","13.200000000000045","7.838",
"1108671683","-138812688","1992093312","462.54","13.200000000000045","7.826","113","93","86","13.200000000000045","7.826",
"1108671684","-138812960","1992094208","470.34","13.200000000000045","7.814","120","93","87","13.200000000000045","7.814",
"1108671685","-138813200","1992094976","478.2","13.200000000000045","7.806","121","94","87","13.200000000000045","7.806",
"1108671686","-138813424","1992095872","485.97","13.200000000000045","7.794","119","94","87","13.200000000000045","7.794",
"1108671687","-138813616","1992096512","493.69","13.200000000000045","7.774","119","94","87","13.200000000000045","7.774",
"1108671688","-138813776","1992097536","501.54","13.399999999999977","7.763","102","94","86","13.399999999999977","7.763",
"1108671689","-138813872","1992098176","509.28","13.399999999999977","7.733","113","94","86","13.399999999999977","7.733",
"1108671690","-138813904","1992099072","517.01","13.399999999999977","7.702","122","94","86","13.399999999999977","7.702",
"1108671691","-138813872","1992099968","524.71","13.399999999999977","7.659","127","94","87","13.399999999999977","7.659",
"1108671692","-138813744","1992100736","532.2","13.600000000000023","7.615","129","94","87","13.600000000000023","7.615",
"1108671693","-138813520","1992101632","539.92","13.600000000000023","7.56","126","94","85","13.600000000000023","7.56",
"1108671694","-138813232","1992102400","547.57","13.799999999999955","7.496","131","94","85","13.799999999999955","7.496",
"1108671695","-138812912","1992103168","554.78","13.799999999999955","7.437","139","94","85","13.799999999999955","7.437",
"1108671696","-138812528","1992103808","562.32","14.0","7.368","116","94","85","14.0","7.368",
"1108671697","-138812128","1992104576","569.64","14.0","7.292","123","94","85","14.0","7.292",
"1108671698","-138811728","1992105088","576.94","14.200000000000045","7.243","125","94","83","14.200000000000045","7.243",
"1108671699","-138811312","1992105856","584.14","14.200000000000045","7.195","128","94","84","14.200000000000045","7.195",
"1108671700","-138810864","1992106624","591.3","14.399999999999977","7.145","126","94","84","14.399999999999977","7.145",
"1108671701","-138810400","1992107136","598.42","14.399999999999977","7.095","131","94","84","14.399999999999977","7.095",
"1108671702","-138809936","1992107648","605.49","14.600000000000023","7.059","137","94","84","14.600000000000023","7.059",
