record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.1.target_power[watts],
"1110663224","-138830320","1991789312","0.25","1.3999999999999773","0.936","146","75","14","1.3999999999999773","0.936","0",
"1110663225","-138830320","1991789312","0.32","1.3999999999999773","1.058","146","75","16","1.3999999999999773","1.058","0",
"1110663226","-138830160","1991789440","1.96","1.3999999999999773","2.121","145","75","33","1.3999999999999773","2.121","0",
"1110663227","-138829888","1991789440","4.47","1.3999999999999773","2.78","140","77","43","1.3999999999999773","2.78","0",
"1110663228","-138829600","1991789696","7.5","1.3999999999999773","3.286","146","77","51","1.3999999999999773","3.286","0",
"1110663229","-138829280","1991789824","10.97","1.3999999999999773","3.675","126","77","57","1.3999999999999773","3.675","0",
"1110663230","-138828944","1991789952","14.82","1.3999999999999773","3.937","91","77","60","1.3999999999999773","3.937","0",
"1110663231","-138828608","1991790336","18.87","1.3999999999999773","4.24","155","77","60","1.3999999999999773","4.24","0",
"1110663232","-138828256","1991790720","23.26","1.3999999999999773","4.499","104","77","63","1.3999999999999773","4.499","0",
"1110663233","-138827888","1991790976","27.87","1.3999999999999773","4.697","153","78","63","1.3999999999999773","4.697","0",
"1110663234","-138827488","1991791232","32.73","1.3999999999999773","5.014","181","78","65","1.3999999999999773","5.014","0",
"1110663235","-138827088","1991791616","37.87","1.3999999999999773","5.298","150","79","73","1.3999999999999773","5.298","0",
"1110663236","-138826672","1991792128","43.26","1.3999999999999773","5.501","138","79","74","1.3999999999999773","5.501","0",
"1110663237","-138826224","1991792512","48.91","1.3999999999999773","5.676","140","79","75","1.3999999999999773","5.676","0",
"1110663238","-138825792","1991792896","54.67","1.3999999999999773","5.791","104","80","75","1.3999999999999773","5.791","0",
"1110663239","-138825376","1991793408","60.44","1.3999999999999773","5.87","103","80","75","1.3999999999999773","5.87","0",
"1110663240","-138824944","1991794048","66.45","1.3999999999999773","5.981","119","81","75","1.3999999999999773","5.981","0",
"1110663241","-138824544","1991794432","72.39","1.6000000000000227","6.089","116","81","75","1.6000000000000227","6.089","0",
"1110663242","-138824112","1991794944","78.53","1.6000000000000227","6.185","119","82","76","1.6000000000000227","6.185","0",
"1110663243","-138823712","1991795456","84.8","1.6000000000000227","6.292","129","83","76","1.6000000000000227","6.292","0",
"1110663244","-138823312","1991795968","91.21","1.6000000000000227","6.393","117","83","77","1.6000000000000227","6.393","0",
"1110663245","-138822928","1991796736","97.66","1.6000000000000227","6.485","122","84","77","1.6000000000000227","6.485","0",
"1110663246","-138822576","1991797248","104.11","1.6000000000000227","6.585","129","85","76","1.6000000000000227","6.585","0",
"1110663247","-138822208","1991797888","110.77","1.6000000000000227","6.735","163","86","79","1.6000000000000227","6.735","0",
"1110663248","-138821856","1991798528","117.67","1.6000000000000227","6.892","148","86","79","1.6000000000000227","6.892","0",
"1110663249","-138821504","1991799296","124.55","1.6000000000000227","7.023","141","87","80","1.6000000000000227","7.023","0",
"1110663250","-138821152","1991799808","131.66","1.6000000000000227","7.142","124","87","81","1.6000000000000227","7.142","0",
"1110663251","-138820800","1991800576","138.91","1.6000000000000227","7.262","156","88","80","1.6000000000000227","7.262","0",
"1110663252","-138820432","1991801344","146.19","1.6000000000000227","7.392","155","89","82","1.6000000000000227","7.392","0",
"1110663253","-138820064","1991801984","153.69","1.6000000000000227","7.506","142","91","82","1.6000000000000227","7.506","0",
"1110663254","-138819728","1991802752","161.26","1.6000000000000227","7.601","132","91","83","1.6000000000000227","7.601","0",
"1110663255","-138819424","1991803648","168.77","1.6000000000000227","7.664","126","91","83","1.6000000000000227","7.664","0",
"1110663256","-138819120","1991804416","176.57","1.6000000000000227","7.716","124","95","82","1.6000000000000227","7.716","0",
"1110663257","-138818816","1991805056","184.33","1.6000000000000227","7.799","122","95","83","1.6000000000000227","7.799","0",
"1110663258","-138818496","1991806080","192.24","1.6000000000000227","7.98","122","97","83","1.6000000000000227","7.98","0",
"1110663259","-138818192","1991806720","200.18","1.6000000000000227","8.051","134","99","83","1.6000000000000227","8.051","0",
"1110663260","-138817904","1991807616","208.33","1.6000000000000227","8.159","138","100","84","1.6000000000000227","8.159","0",
"1110663261","-138817648","1991808384","216.59","1.6000000000000227","8.256","147","101","83","1.6000000000000227","8.256","0",
"1110663262","-138817424","1991809280","224.85","1.6000000000000227","8.328","134","102","84","1.6000000000000227","8.328","0",
"1110663263","-138817248","1991810176","233.23","1.6000000000000227","8.366","114","103","84","1.6000000000000227","8.366","0",
"1110663264","-138817072","1991811072","241.59","1.6000000000000227","8.391","121","104","84","1.6000000000000227","8.391","0",
"1110663265","-138816912","1991811968","249.97","1.6000000000000227","8.44","113","105","84","1.6000000000000227","8.44","0",
"1110663266","-138816816","1991812992","258.33","1.6000000000000227","8.464","116","105","82","1.6000000000000227","8.464","0",
"1110663267","-138816768","1991813888","266.86","1.6000000000000227","8.495","132","106","83","1.6000000000000227","8.495","0",
"1110663268","-138816736","1991814784","275.32","1.6000000000000227","8.508","117","107","83","1.6000000000000227","8.508","0",
"1110663269","-138816752","1991815680","283.95","1.6000000000000227","8.519","115","107","83","1.6000000000000227","8.519","0",
"1110663270","-138816816","1991816576","292.44","1.6000000000000227","8.55","134","108","84","1.6000000000000227","8.55","0",
"1110663271","-138816960","1991817728","301.03","1.6000000000000227","8.567","113","108","83","1.6000000000000227","8.567","0",
"1110663272","-138817168","1991818624","309.62","1.6000000000000227","8.567","123","109","83","1.6000000000000227","8.567","0",
"1110663273","-138817456","1991819264","318.1","1.6000000000000227","8.561","123","109","84","1.6000000000000227","8.561","0",
"1110663274","-138817824","1991820160","326.78","1.6000000000000227","8.547","123","110","84","1.6000000000000227","8.547","0",
"1110663275","-138818240","1991821184","335.3","1.6000000000000227","8.532","122","110","83","1.6000000000000227","8.532","0",
"1110663276","-138818752","1991821824","343.72","1.6000000000000227","8.522","124","110","83","1.6000000000000227","8.522","0",
"1110663277","-138819328","1991822592","352.31","1.6000000000000227","8.514","120","110","82","1.6000000000000227","8.514","0",
"1110663278","-138819968","1991823104","360.71","1.6000000000000227","8.517","126","110","83","1.6000000000000227","8.517","0",
"1110663279","-138820656","1991823872","369.24","1.6000000000000227","8.534","128","110","83","1.6000000000000227","8.534","0",
"1110663280","-138821344","1991824384","377.88","1.6000000000000227","8.551","115","110","83","1.6000000000000227","8.551","0",
"1110663281","-138822048","1991825152","386.34","1.6000000000000227","8.569","118","110","83","1.6000000000000227","8.569","0",
"1110663282","-138822768","1991825664","395.05","1.6000000000000227","8.604","124","110","82","1.6000000000000227","8.604","0",
"1110663283","-138823472","1991826176","403.57","1.6000000000000227","8.632","122","110","83","1.6000000000000227","8.632","0",
"1110663284","-138824208","1991826944","412.34","1.6000000000000227","8.642","121","109","83","1.6000000000000227","8.642","0",
"1110663285","-138824928","1991827456","420.94","1.6000000000000227","8.628","120","109","83","1.6000000000000227","8.628","0",
"1110663286","-138825664","1991828096","429.51","1.6000000000000227","8.612","119","109","83","1.6000000000000227","8.612","0",
"1110663287","-138826432","1991828608","438.17","1.6000000000000227","8.601","126","110","82","1.6000000000000227","8.601","0",
"1110663288","-138827184","1991829120","446.7","1.6000000000000227","8.604","135","110","84","1.6000000000000227","8.604","0",
"1110663289","-138827952","1991829632","455.3","1.6000000000000227","8.613","138","110","84","1.6000000000000227","8.613","0",
"1110663290","-138828720","1991830272","464.02","1.6000000000000227","8.611","125","111","84","1.6000000000000227","8.611","0",
"1110663291","-138829472","1991830784","472.6","1.6000000000000227","8.601","119","111","84","1.6000000000000227","8.601","0",
"1110663292","-138830240","1991831296","481.18","1.6000000000000227","8.589","125","111","83","1.6000000000000227","8.589","0",
"1110663293","-138830992","1991831936","489.73","1.6000000000000227","8.583","128","111","84","1.6000000000000227","8.583","0",
"1110663294","-138831744","1991832448","498.37","1.6000000000000227","8.579","122","112","84","1.6000000000000227","8.579","0",
"1110663295","-138832464","1991832960","506.9","1.6000000000000227","8.576","120","112","84","1.6000000000000227","8.576","0",
"1110663296","-138833184","1991833472","515.5","1.6000000000000227","8.581","123","112","83","1.6000000000000227","8.581","0",
"1110663297","-138833904","1991834112","524.09","1.6000000000000227","8.62","130","112","83","1.6000000000000227","8.62","0",
"1110663298","-138834656","1991834624","532.64","1.6000000000000227","8.683","155","112","85","1.6000000000000227","8.683","0",
"1110663299","-138835424","1991835136","541.48","1.6000000000000227","8.728","137","112","85","1.6000000000000227","8.728","0",
"1110663300","-138836160","1991835904","550.15","1.6000000000000227","8.752","149","112","85","1.6000000000000227","8.752","0",
"1110663301","-138836912","1991836416","558.97","1.6000000000000227","8.76","154","112","85","1.6000000000000227","8.76","0",
"1110663302","-138837600","1991836928","567.68","1.6000000000000227","8.758","144","112","85","1.6000000000000227","8.758","0",
"1110663303","-138838272","1991837696","576.44","1.6000000000000227","8.76","160","112","86","1.6000000000000227","8.76","0",
"1110663304","-138838880","1991838464","585.16","1.6000000000000227","8.766","166","111","86","1.6000000000000227","8.766","0",
"1110663305","-138839392","1991839360","594.01","1.6000000000000227","8.768","166","110","87","1.6000000000000227","8.768","0",
"1110663306","-138839728","1991840128","602.75","1.6000000000000227","8.755","162","110","87","1.6000000000000227","8.755","0",
"1110663307","-138839856","1991841152","611.56","1.8000000000000114","8.713","146","109","86","1.8000000000000114","8.713","0",
"1110663308","-138839776","1991842048","620.16","1.8000000000000114","8.65","148","109","86","1.8000000000000114","8.65","0",
"1110663309","-138839472","1991842944","628.84","1.8000000000000114","8.585","156","108","86","1.8000000000000114","8.585","0",
"1110663310","-138839008","1991843712","637.37","2.0","8.515","145","108","86","2.0","8.515","0",
"1110663311","-138838480","1991844480","645.77","2.0","8.461","166","108","86","2.0","8.461","0",
"1110663312","-138837872","1991845120","654.24","2.1999999999999886","8.428","167","107","85","2.1999999999999886","8.428","0",
"1110663313","-138837216","1991845760","662.63","2.1999999999999886","8.388","149","107","85","2.1999999999999886","8.388","0",
"1110663314","-138836512","1991846400","671.04","2.1999999999999886","8.341","142","107","85","2.1999999999999886","8.341","0",
"1110663315","-138835808","1991847040","679.37","2.3999999999999773","8.305","144","107","85","2.3999999999999773","8.305","0",
"1110663316","-138835088","1991847552","687.68","2.3999999999999773","8.305","157","107","85","2.3999999999999773","8.305","0",
"1110663317","-138834368","1991848064","695.91","2.6000000000000227","8.328","153","107","84","2.6000000000000227","8.328","0",
"1110663318","-138833600","1991848448","704.41","2.6000000000000227","8.357","156","106","85","2.6000000000000227","8.357","0",
