record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1099776917","-138836080","1992048000","0.92","12.799999999999955","0.916","52","68","1","12.799999999999955","0.916",
"1099776918","-138836032","1992048000","1.53","12.799999999999955","1.215","52","68","66","12.799999999999955","1.215",
"1099776919","-138835984","1992048128","3.12","12.799999999999955","1.869","90","68","66","12.799999999999955","1.869",
"1099776920","-138835920","1992048384","5.31","12.799999999999955","2.495","143","68","84","12.799999999999955","2.495",
"1099776921","-138835808","1992048640","8.08","12.799999999999955","3.056","143","68","84","12.799999999999955","3.056",
"1099776922","-138835680","1992049024","11.4","12.799999999999955","3.526","144","68","83","12.799999999999955","3.526",
"1099776923","-138835568","1992049408","15.17","12.799999999999955","3.936","144","69","83","12.799999999999955","3.936",
"1099776924","-138835440","1992049792","19.29","12.799999999999955","4.306","144","69","81","12.799999999999955","4.306",
"1099776925","-138835280","1992050304","23.83","12.799999999999955","4.748","144","70","81","12.799999999999955","4.748",
"1099776926","-138835088","1992050688","28.67","13.0","5.054","144","70","83","13.0","5.054",
"1099776927","-138834880","1992051200","33.9","13.0","5.327","144","71","83","13.0","5.327",
"1099776928","-138834624","1992051840","39.39","13.0","5.595","145","72","83","13.0","5.595",
"1099776929","-138834352","1992052352","45.1","12.799999999999955","5.851","147","74","83","12.799999999999955","5.851",
"1099776930","-138834032","1992052864","51.07","12.799999999999955","6.191","147","75","83","12.799999999999955","6.191",
"1099776931","-138833664","1992053632","57.5","12.799999999999955","6.475","146","77","86","12.799999999999955","6.475",
"1099776932","-138833248","1992054144","64.02","12.799999999999955","6.651","146","77","86","12.799999999999955","6.651",
"1099776933","-138832816","1992054656","70.8","12.799999999999955","6.813","145","79","88","12.799999999999955","6.813",
"1099776934","-138832368","1992055296","77.61","12.799999999999955","6.962","145","80","88","12.799999999999955","6.962",
"1099776935","-138831888","1992055936","84.73","12.799999999999955","7.108","148","81","86","12.799999999999955","7.108",
"1099776936","-138831376","1992056576","91.8","12.799999999999955","7.238","149","82","86","12.799999999999955","7.238",
"1099776937","-138830816","1992057088","99.13","12.799999999999955","7.359","149","83","86","12.799999999999955","7.359",
"1099776938","-138830224","1992057600","106.56","12.799999999999955","7.462","148","84","83","12.799999999999955","7.462",
"1099776939","-138829584","1992058112","114.06","12.799999999999955","7.552","150","85","82","12.799999999999955","7.552",
"1099776940","-138828864","1992058496","121.67","12.799999999999955","7.632","151","85","83","12.799999999999955","7.632",
"1099776941","-138828096","1992058752","129.38","12.799999999999955","7.705","151","86","83","12.799999999999955","7.705",
"1099776942","-138827312","1992059008","137.03","12.799999999999955","7.769","149","86","86","12.799999999999955","7.769",
"1099776943","-138826496","1992059264","144.83","12.799999999999955","7.826","149","87","86","12.799999999999955","7.826",
"1099776944","-138825664","1992059392","152.7","12.799999999999955","7.88","151","88","87","12.799999999999955","7.88",
"1099776945","-138824816","1992059648","160.61","13.0","7.931","151","88","87","13.0","7.931",
"1099776946","-138823984","1992059776","168.56","13.0","7.974","149","89","87","13.0","7.974",
"1099776947","-138823120","1992059776","176.61","13.0","8.015","149","89","88","13.0","8.015",
"1099776948","-138822272","1992060032","184.58","13.0","8.052","149","90","88","13.0","8.052",
"1099776949","-138821440","1992060288","192.65","13.0","8.089","150","92","87","13.0","8.089",
"1099776950","-138820640","1992060544","200.77","13.0","8.125","150","93","87","13.0","8.125",
"1099776951","-138819888","1992061056","208.95","13.0","8.161","151","94","86","13.0","8.161",
"1099776952","-138819232","1992061568","217.08","13.0","8.2","151","96","87","13.0","8.2",
"1099776953","-138818672","1992062336","225.3","13.0","8.238","149","98","87","13.0","8.238",
"1099776954","-138818160","1992063104","233.7","13.0","8.274","149","101","87","13.0","8.274",
"1099776955","-138817728","1992064000","241.85","13.0","8.309","149","101","87","13.0","8.309",
"1099776956","-138817328","1992064768","250.21","13.0","8.345","151","104","88","13.0","8.345",
"1099776957","-138816976","1992065664","258.59","13.0","8.389","151","104","88","13.0","8.389",
"1099776958","-138816624","1992066304","266.97","13.0","8.44","148","105","88","13.0","8.44",
"1099776959","-138816304","1992067200","275.43","13.0","8.505","148","107","88","13.0","8.505",
"1099776960","-138815968","1992068224","283.98","13.0","8.583","150","108","86","13.0","8.583",
"1099776961","-138815616","1992069120","292.56","13.0","8.647","150","108","86","13.0","8.647",
"1099776962","-138815216","1992069760","301.32","13.0","8.689","150","109","87","13.0","8.689",
"1099776963","-138814848","1992070656","309.99","13.0","8.705","150","110","87","13.0","8.705",
"1099776964","-138814480","1992071680","318.69","13.0","8.723","150","110","87","13.0","8.723",
"1099776965","-138814128","1992072576","327.41","13.0","8.742","155","111","86","13.0","8.742",
"1099776966","-138813808","1992073472","336.17","13.0","8.767","155","111","86","13.0","8.767",
"1099776967","-138813504","1992074368","344.95","13.0","8.789","154","112","87","13.0","8.789",
