record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],
"1093121399","567665086","-628908947","0.0","3.219","44.200000000000045","68","27","68",,,
"1093121400","567665259","-628908456","3.56","3.508","44.200000000000045","69","27","69",,,
"1093121401","567665488","-628907945","7.4","4.022","44.0","69","27","69",,,
"1093121402","567665769","-628907347","11.91","4.777","44.0","70","27","70",,,
"1093121403","567666082","-628906682","16.98","5.318","44.0","72","27","72",,,
"1093121404","567666453","-628905976","22.6","5.664","44.0","73","27","73","16.53",,
"1093121405","567666842","-628905170","28.82","6.056","44.0","75","27","75","16.53",,
"1093121406","567667234","-628904279","35.58","6.392","44.0","77","27","77","16.53",,
"1093121407","567667641","-628903380","42.49","6.625","44.0","80","27","80","16.53",,
"1093121408","567668080","-628902480","49.53","6.97","44.0","82","28","82","16.53",,
"1093121409","567668500","-628901647","56.11","6.681","44.0","85","27","85","17.12",,
"1093121410","567668933","-628900826","62.54","6.606","44.0","87","28","87","17.12",,
"1093121411","567669387","-628899973","69.4","6.578","43.799999999999955","90","27","90","17.12",,
"1093121412","567669842","-628899120","76.28","6.643","43.799999999999955","92","28","92","17.12",,
"1093121413","567670314","-628898336","82.85","6.625","44.0","93","28","93","17.12",,
"1093121414","567670757","-628897511","89.52","6.569","44.0","95","28","95","17.32",,
"1093121415","567671177","-628896678","96.08","6.522","44.0","96","28","96","17.32",,
"1093121416","567671605","-628895886","102.48","6.401","44.0","97","28","97","17.32",,
"1093121417","567671998","-628895205","108.02","5.85","44.0","97","28","97","17.32",,
"1093121418","567672367","-628894604","113.09","4.945","44.0","97","28","97","17.32",,
"1093121419","567672665","-628894112","117.36","3.863","44.200000000000045","97","28","97","17.45",,
"1093121420","567672833","-628893605","120.78","3.592","44.200000000000045","97","28","97","17.45",,
"1093121421","567672794","-628892939","124.69","4.329","44.200000000000045","97","28","97","17.45",,
"1093121422","567672489","-628892232","129.68","5.291","44.39999999999998","96","28","96","17.45",,
"1093121423","567671981","-628891590","135.93","5.906","44.39999999999998","96","28","96","17.45",,
"1093121424","567671389","-628890963","142.64","6.643","44.39999999999998","95","28","95","16.75",,
"1093121425","567670784","-628890251","149.73","7.017","44.39999999999998","95","28","95","16.75",,
