record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],
"1087492095","567665139","-628909102","5.39","4.88","44.60000000000002","74","23","74",,,
"1087492096","567665336","-628908301","10.62","5.235","44.39999999999998","75","23","75",,,
"1087492097","567665637","-628907526","16.22","5.533","44.39999999999998","75","23","75",,,
"1087492098","567665980","-628906692","22.44","5.86","44.39999999999998","76","23","76",,,
"1087492099","567666360","-628905869","28.79","6.261","44.39999999999998","76","23","76","18.9",,
"1087492100","567666735","-628905038","35.04","6.494","44.39999999999998","78","23","78","18.9",,
"1087492101","567667143","-628904153","41.65","6.783","44.39999999999998","81","23","81","18.9",,
"1087492102","567667594","-628903234","48.9","6.97","44.39999999999998","83","23","83","18.9",,
"1087492103","567668054","-628902334","55.76","7.166","44.39999999999998","86","23","86","18.9",,
"1087492104","567668541","-628901336","63.67","7.241","44.39999999999998","88","23","88","21.26",,
"1087492105","567669049","-628900394","71.41","7.334","44.39999999999998","91","23","91","21.26",,
"1087492106","567669555","-628899485","78.91","7.474","44.39999999999998","93","23","93","21.26",,
"1087492107","567670051","-628898552","86.39","7.633","44.39999999999998","94","23","94","21.26",,
"1087492108","567670558","-628897625","93.94","7.67","44.60000000000002","96","23","96","21.26",,
"1087492109","567671051","-628896654","101.48","7.735","44.799999999999955","98","23","98","21.26",,
"1087492110","567671580","-628895670","109.4","7.8","44.799999999999955","98","23","98","21.26",,
"1087492111","567672113","-628894709","117.23","7.763","44.799999999999955","99","23","99","21.26",,
"1087492112","567672642","-628893728","125.19","7.819","44.799999999999955","100","23","100","21.26",,
"1087492113","567673161","-628892743","132.99","7.894","44.799999999999955","101","23","101","21.26",,
"1087492114","567673720","-628891764","141.0","7.95","45.0","102","23","102","21.65",,
"1087492115","567674287","-628890731","149.45","8.127","45.0","102","23","102","21.65",,
"1087492116","567674844","-628889667","157.97","8.342","45.0","102","23","102","21.65",,
"1087492117","567675396","-628888604","166.49","8.416","45.200000000000045","102","23","102","21.65",,
"1087492118","567675937","-628887551","174.78","8.435","45.200000000000045","106","23","106","21.65",,
"1087492119","567676489","-628886470","183.39","8.463","45.200000000000045","112","23","112","21.65",,
"1087492120","567677025","-628885433","191.61","8.379","45.200000000000045","112","23","112","21.65",,
"1087492121","567677572","-628884413","199.78","8.295","45.200000000000045","112","23","112","21.52",,
"1087492122","567678105","-628883347","208.1","8.314","45.200000000000045","112","23","112","21.52",,
"1087492123","567678654","-628882277","216.7","8.342","45.200000000000045","112","23","112","21.52",,
"1087492124","567679191","-628881258","224.68","8.332","45.200000000000045","112","23","112","21.52",,
"1087492125","567679739","-628880190","233.13","8.332","45.200000000000045","112","23","112","21.52",,
"1087492126","567680290","-628879106","241.79","8.342","45.200000000000045","112","23","112","21.52",,
"1087492127","567680824","-628878075","249.86","8.323","45.200000000000045","112","23","112","21.52",,
"1087492128","567681356","-628876983","258.4","8.323","45.39999999999998","112","23","112","21.52",,
"1087492129","567681872","-628875903","266.82","8.258","45.39999999999998","112","23","112","21.52",,
"1087492130","567682408","-628874866","275.03","8.258","45.39999999999998","112","23","112","21.52",,
"1087492131","567682939","-628873837","283.18","8.23","45.39999999999998","117","23","117","21.52",,
"1087492132","567683493","-628872819","291.38","8.304","45.39999999999998","131","23","131","21.52",,
"1087492133","567684062","-628871794","299.77","8.426","45.39999999999998","118","23","118","21.52",,
"1087492134","567684598","-628870747","307.95","8.454","45.39999999999998","118","23","118","21.52",,
"1087492135","567685156","-628869664","316.43","8.491","45.60000000000002","118","23","118","21.52",,
"1087492136","567685746","-628868571","325.44","8.454","45.60000000000002","118","23","118","21.52",,
"1087492137","567686305","-628867530","333.87","8.416","45.60000000000002","119","23","119","21.52",,
"1087492138","567686834","-628866470","342.19","8.388","45.60000000000002","118","23","118","21.52",,
"1087492139","567687356","-628865399","350.55","8.398","45.60000000000002","118","23","118","21.52",,
"1087492140","567687869","-628864337","358.81","8.426","45.60000000000002","131","23","131","21.52",,
"1087492141","567688398","-628863321","366.82","8.398","45.60000000000002","119","23","119","21.52",,
"1087492142","567688935","-628862287","374.91","8.398","45.60000000000002","118","23","118","21.52",,
"1087492143","567689528","-628861272","383.34","8.323","45.60000000000002","118","23","118","21.52",,
"1087492144","567690153","-628860293","391.87","8.22","45.799999999999955","118","23","118","21.52",,
"1087492145","567690714","-628859438","399.4","7.511","45.799999999999955","118","23","118","21.52",,
"1087492146","567691154","-628858708","405.69","6.242","45.799999999999955","118","23","118","21.52",,
"1087492147","567691505","-628858072","410.79","5.3","46.0","118","23","118","21.52",,
"1087492148","567691742","-628857457","415.17","4.479","46.0","116","23","116","21.52",,
"1087492149","567691908","-628856939","418.69","3.676","46.0","116","23","116","21.52",,
"1087492150","567691931","-628856383","422.01","3.798","46.0","115","23","115","25.62",,
"1087492151","567691787","-628855721","426.04","4.824","46.0","115","23","115","25.62",,
"1087492152","567691402","-628855065","431.32","5.626","45.799999999999955","114","23","114","25.62",,
"1087492153","567690845","-628854517","437.5","6.298","45.799999999999955","113","23","113","25.62",,
