Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,
Data,3,record,timestamp,"1110383366",s,position_lat,"663797184",semicircles,position_long,"-62261096",semicircles,distance,"0.29",m,altitude,"41.799999999999955",m,speed,"11.62",m/s,power,"288",watts,heart_rate,"147",bpm,cadence,"96",rpm,enhanced_altitude,"41.799999999999955",m,enhanced_speed,"11.62",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110383367",s,position_lat,"663796416",semicircles,position_long,"-62261096",semicircles,distance,"7.29",m,altitude,"41.799999999999955",m,speed,"11.684",m/s,power,"288",watts,heart_rate,"147",bpm,cadence,"96",rpm,enhanced_altitude,"41.799999999999955",m,enhanced_speed,"11.684",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110383368",s,position_lat,"663795200",semicircles,position_long,"-62261096",semicircles,distance,"19.06",m,altitude,"41.60000000000002",m,speed,"11.886",m/s,power,"276",watts,heart_rate,"147",bpm,cadence,"95",rpm,enhanced_altitude,"41.60000000000002",m,enhanced_speed,"11.886",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110383369",s,position_lat,"663793856",semicircles,position_long,"-62261120",semicircles,distance,"31.1",m,altitude,"41.39999999999998",m,speed,"12.198",m/s,power,"276",watts,heart_rate,"148",bpm,cadence,"95",rpm,enhanced_altitude,"41.39999999999998",m,enhanced_speed,"12.198",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110383370",s,position_lat,"663792512",semicircles,position_long,"-62261152",semicircles,distance,"43.47",m,altitude,"41.0",m,speed,"12.512",m/s,power,"308",watts,heart_rate,"149",bpm,cadence,"97",rpm,enhanced_altitude,"41.0",m,enhanced_speed,"12.512",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110383371",s,position_lat,"663791168",semicircles,position_long,"-62261192",semicircles,distance,"56.08",m,altitude,"41.0",m,speed,"12.687",m/s,power,"299",watts,heart_rate,"149",bpm,cadence,"97",rpm,enhanced_altitude,"41.0",m,enhanced_speed,"12.687",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110383372",s,position_lat,"663789824",semicircles,position_long,"-62261208",semicircles,distance,"68.83",m,altitude,"40.799999999999955",m,speed,"12.825",m/s,power,"292",watts,heart_rate,"150",bpm,cadence,"97",rpm,enhanced_altitude,"40.799999999999955",m,enhanced_speed,"12.825",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110383373",s,position_lat,"663788416",semicircles,position_long,"-62261228",semicircles,distance,"81.72",m,altitude,"40.60000000000002",m,speed,"12.946",m/s,power,"283",watts,heart_rate,"150",bpm,cadence,"97",rpm,enhanced_altitude,"40.60000000000002",m,enhanced_speed,"12.946",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110383374",s,position_lat,"663787072",semicircles,position_long,"-62261232",semicircles,distance,"94.59",m,altitude,"40.60000000000002",m,speed,"12.799",m/s,power,"237",watts,heart_rate,"151",bpm,cadence,"97",rpm,enhanced_altitude,"40.60000000000002",m,enhanced_speed,"12.799",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110383375",s,position_lat,"663785664",semicircles,position_long,"-62261240",semicircles,distance,"107.42",m,altitude,"40.39999999999998",m,speed,"12.881",m/s,power,"240",watts,heart_rate,"151",bpm,cadence,"92",rpm,enhanced_altitude,"40.39999999999998",m,enhanced_speed,"12.881",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110383376",s,position_lat,"663784320",semicircles,position_long,"-62261248",semicircles,distance,"120.34",m,altitude,"40.200000000000045",m,speed,"12.962",m/s,power,"240",watts,heart_rate,"152",bpm,cadence,"92",rpm,enhanced_altitude,"40.200000000000045",m,enhanced_speed,"12.962",m/s,target_power,"0",watts,
