record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.1.target_power[watts],
"1110383366","663797184","-62261096","0.29","41.799999999999955","11.62","288","147","96","41.799999999999955","11.62","0",
"1110383367","663796416","-62261096","7.29","41.799999999999955","11.684","288","147","96","41.799999999999955","11.684","0",
"1110383368","663795200","-62261096","19.06","41.60000000000002","11.886","276","147","95","41.60000000000002","11.886","0",
"1110383369","663793856","-62261120","31.1","41.39999999999998","12.198","276","148","95","41.39999999999998","12.198","0",
"1110383370","663792512","-62261152","43.47","41.0","12.512","308","149","97","41.0","12.512","0",
"1110383371","663791168","-62261192","56.08","41.0","12.687","299","149","97","41.0","12.687","0",
"1110383372","663789824","-62261208","68.83","40.799999999999955","12.825","292","150","97","40.799999999999955","12.825","0",
"1110383373","663788416","-62261228","81.72","40.60000000000002","12.946","283","150","97","40.60000000000002","12.946","0",
"1110383374","663787072","-62261232","94.59","40.60000000000002","12.799","237","151","97","40.60000000000002","12.799","0",
"1110383375","663785664","-62261240","107.42","40.39999999999998","12.881","240","151","92","40.39999999999998","12.881","0",
"1110383376","663784320","-62261248","120.34","40.200000000000045","12.962","240","152","92","40.200000000000045","12.962","0",
"1110383377","663782912","-62261276","133.33","40.200000000000045","13.008","226","152","90","40.200000000000045","13.008","0",
"1110383378","663781504","-62261328","146.29","40.0","12.82","226","153","90","40.0","12.82","0",
"1110383379","663780160","-62261340","158.95","39.799999999999955","12.514","204","153","90","39.799999999999955","12.514","0",
"1110383380","663778816","-62261356","171.32","39.799999999999955","12.231","176","153","89","39.799999999999955","12.231","0",
"1110383381","663777536","-62261396","183.5","39.799999999999955","12.163","220","154","89","39.799999999999955","12.163","0",
"1110383382","663776192","-62261460","195.67","39.799999999999955","12.19","285","154","87","39.799999999999955","12.19","0",
"1110383383","663774912","-62261488","207.87","39.799999999999955","12.195","300","154","88","39.799999999999955","12.195","0",
"1110383384","663773632","-62261476","220.11","40.0","12.151","305","155","88","40.0","12.151","0",
"1110383385","663772288","-62261448","232.19","40.0","12.143","305","155","88","40.0","12.143","0",
"1110383386","663771008","-62261420","244.33","40.200000000000045","12.126","240","155","87","40.200000000000045","12.126","0",
"1110383387","663769664","-62261424","256.45","40.200000000000045","12.125","240","155","87","40.200000000000045","12.125","0",
"1110383388","663768384","-62261436","268.61","40.0","12.204","255","155","88","40.0","12.204","0",
"1110383389","663767104","-62261432","280.83","40.0","12.234","227","155","87","40.0","12.234","0",
"1110383390","663765760","-62261424","293.11","39.799999999999955","12.342","243","155","87","39.799999999999955","12.342","0",
"1110383391","663764480","-62261408","305.52","39.60000000000002","12.441","266","155","87","39.60000000000002","12.441","0",
"1110383392","663763072","-62261392","317.94","39.60000000000002","12.4","252","156","87","39.60000000000002","12.4","0",
"1110383393","663761792","-62261368","330.32","39.39999999999998","12.399","235","156","88","39.39999999999998","12.399","0",
"1110383394","663760448","-62261352","342.76","39.200000000000045","12.475","235","156","88","39.200000000000045","12.475","0",
"1110383395","663759104","-62261500","355.35","38.799999999999955","12.736","281","156","88","38.799999999999955","12.736","0",
"1110383396","663757760","-62262224","368.24","38.39999999999998","13.019","281","156","88","38.39999999999998","13.019","0",
"1110383397","663756800","-62263884","381.37","38.39999999999998","13.12","283","156","88","38.39999999999998","13.12","0",
"1110383398","663756160","-62266148","394.42","38.39999999999998","13.049","255","156","90","38.39999999999998","13.049","0",
"1110383399","663755968","-62268592","407.43","38.39999999999998","12.962","252","156","90","38.39999999999998","12.962","0",
"1110383400","663755968","-62271052","420.36","38.39999999999998","12.921","269","156","89","38.39999999999998","12.921","0",
"1110383401","663755968","-62273508","433.29","38.39999999999998","12.931","239","156","89","38.39999999999998","12.931","0",
"1110383402","663756160","-62275956","446.25","38.200000000000045","13.01","286","156","89","38.200000000000045","13.01","0",
"1110383403","663756736","-62278180","459.32","38.200000000000045","13.121","286","156","89","38.200000000000045","13.121","0",
"1110383404","663757888","-62279692","472.5","38.0","13.232","288","156","89","38.0","13.232","0",
"1110383405","663759232","-62280172","485.81","37.799999999999955","13.312","268","156","90","37.799999999999955","13.312","0",
"1110383406","663760704","-62280232","499.05","37.799999999999955","13.325","268","156","90","37.799999999999955","13.325","0",
"1110383407","663762112","-62280256","512.43","37.799999999999955","13.344","275","156","89","37.799999999999955","13.344","0",
"1110383408","663763520","-62280232","525.82","37.60000000000002","13.422","273","156","90","37.60000000000002","13.422","0",
"1110383409","663764992","-62280220","539.41","37.39999999999998","13.453","297","156","90","37.39999999999998","13.453","0",
"1110383410","663766464","-62280200","552.94","37.39999999999998","13.42","288","156","90","37.39999999999998","13.42","0",
"1110383411","663767872","-62280188","566.29","37.39999999999998","13.291","259","156","91","37.39999999999998","13.291","0",
"1110383412","663769280","-62280148","579.27","37.200000000000045","13.094","160","155","89","37.200000000000045","13.094","0",
"1110383413","663770624","-62280112","592.28","37.200000000000045","12.95","269","155","89","37.200000000000045","12.95","0",
"1110383414","663771968","-62280656","605.14","37.200000000000045","12.844","269","155","89","37.200000000000045","12.844","0",
"1110383415","663772544","-62282800","617.99","37.0","12.818","251","155","89","37.0","12.818","0",
"1110383416","663772608","-62285244","630.86","36.60000000000002","12.912","224","155","88","36.60000000000002","12.912","0",
"1110383417","663772608","-62287708","643.82","36.200000000000045","13.022","261","154","87","36.200000000000045","13.022","0",
"1110383418","663772608","-62290188","656.89","36.0","13.1","218","154","88","36.0","13.1","0",
