Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,
Data,1,record,timestamp,"1095850548",s,position_lat,"568784887",semicircles,position_long,"-629749939",semicircles,distance,"0.0",m,enhanced_speed,"0.0",m/s,enhanced_altitude,"132.39999999999998",m,temperature,"10",C,unknown,"0",,
Data,1,record,timestamp,"1095850549",s,position_lat,"568784887",semicircles,position_long,"-629749939",semicircles,distance,"0.0",m,enhanced_speed,"0.0",m/s,enhanced_altitude,"135.0",m,temperature,"10",C,unknown,"0",,
Data,1,record,timestamp,"1095850556",s,position_lat,"568785494",semicircles,position_long,"-629750842",semicircles,distance,"0.0",m,enhanced_speed,"4.208",m/s,enhanced_altitude,"135.20000000000005",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850557",s,position_lat,"568785973",semicircles,position_long,"-629751421",semicircles,distance,"5.67",m,enhanced_speed,"5.944",m/s,enhanced_altitude,"135.20000000000005",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850558",s,position_lat,"568786589",semicircles,position_long,"-629752108",semicircles,distance,"12.81",m,enhanced_speed,"7.166",m/s,enhanced_altitude,"135.20000000000005",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850559",s,position_lat,"568787273",semicircles,position_long,"-629752885",semicircles,distance,"20.97",m,enhanced_speed,"7.875",m/s,enhanced_altitude,"135.20000000000005",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850560",s,position_lat,"568787993",semicircles,position_long,"-629753765",semicircles,distance,"29.61",m,enhanced_speed,"8.734",m/s,enhanced_altitude,"135.39999999999998",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850561",s,position_lat,"568788760",semicircles,position_long,"-629754692",semicircles,distance,"38.93",m,enhanced_speed,"9.097",m/s,enhanced_altitude,"135.39999999999998",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850562",s,position_lat,"568789551",semicircles,position_long,"-629755602",semicircles,distance,"48.29",m,enhanced_speed,"9.405",m/s,enhanced_altitude,"135.60000000000002",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850563",s,position_lat,"568790330",semicircles,position_long,"-629756526",semicircles,distance,"57.66",m,enhanced_speed,"9.433",m/s,enhanced_altitude,"135.79999999999995",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850564",s,position_lat,"568791176",semicircles,position_long,"-629757528",semicircles,distance,"67.62",m,enhanced_speed,"10.273",m/s,enhanced_altitude,"135.79999999999995",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850565",s,position_lat,"568792035",semicircles,position_long,"-629758635",semicircles,distance,"78.22",m,enhanced_speed,"10.73",m/s,enhanced_altitude,"135.79999999999995",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850566",s,position_lat,"568792897",semicircles,position_long,"-629759831",semicircles,distance,"89.23",m,enhanced_speed,"11.066",m/s,enhanced_altitude,"135.79999999999995",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850567",s,position_lat,"568793705",semicircles,position_long,"-629761172",semicircles,distance,"100.47",m,enhanced_speed,"11.365",m/s,enhanced_altitude,"135.79999999999995",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850568",s,position_lat,"568794525",semicircles,position_long,"-629762621",semicircles,distance,"112.39",m,enhanced_speed,"11.691",m/s,enhanced_altitude,"135.79999999999995",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850569",s,position_lat,"568795328",semicircles,position_long,"-629764169",semicircles,distance,"124.71",m,enhanced_speed,"12.121",m/s,enhanced_altitude,"135.79999999999995",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850570",s,position_lat,"568796139",semicircles,position_long,"-629765768",semicircles,distance,"137.25",m,enhanced_speed,"12.484",m/s,enhanced_altitude,"135.79999999999995",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850571",s,position_lat,"568796964",semicircles,position_long,"-629767411",semicircles,distance,"150.1",m,enhanced_speed,"12.718",m/s,enhanced_altitude,"135.60000000000002",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850572",s,position_lat,"568797782",semicircles,position_long,"-629769123",semicircles,distance,"163.32",m,enhanced_speed,"12.97",m/s,enhanced_altitude,"135.60000000000002",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850573",s,position_lat,"568798559",semicircles,position_long,"-629770835",semicircles,distance,"176.31",m,enhanced_speed,"12.83",m/s,enhanced_altitude,"135.39999999999998",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850574",s,position_lat,"568799329",semicircles,position_long,"-629772579",semicircles,distance,"189.47",m,enhanced_speed,"12.904",m/s,enhanced_altitude,"135.39999999999998",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850575",s,position_lat,"568800044",semicircles,position_long,"-629774335",semicircles,distance,"202.36",m,enhanced_speed,"12.83",m/s,enhanced_altitude,"135.20000000000005",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850576",s,position_lat,"568800748",semicircles,position_long,"-629776124",semicircles,distance,"215.38",m,enhanced_speed,"12.83",m/s,enhanced_altitude,"135.20000000000005",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850577",s,position_lat,"568801467",semicircles,position_long,"-629777913",semicircles,distance,"228.55",m,enhanced_speed,"12.792",m/s,enhanced_altitude,"135.0",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850578",s,position_lat,"568802177",semicircles,position_long,"-629779633",semicircles,distance,"241.31",m,enhanced_speed,"12.634",m/s,enhanced_altitude,"135.0",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850579",s,position_lat,"568802909",semicircles,position_long,"-629781267",semicircles,distance,"253.67",m,enhanced_speed,"12.438",m/s,enhanced_altitude,"134.60000000000002",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850580",s,position_lat,"568803668",semicircles,position_long,"-629782844",semicircles,distance,"265.79",m,enhanced_speed,"12.27",m/s,enhanced_altitude,"134.60000000000002",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850581",s,position_lat,"568804459",semicircles,position_long,"-629784359",semicircles,distance,"277.85",m,enhanced_speed,"11.999",m/s,enhanced_altitude,"134.39999999999998",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850582",s,position_lat,"568805242",semicircles,position_long,"-629785849",semicircles,distance,"289.77",m,enhanced_speed,"11.831",m/s,enhanced_altitude,"134.39999999999998",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850583",s,position_lat,"568806019",semicircles,position_long,"-629787286",semicircles,distance,"301.43",m,enhanced_speed,"11.635",m/s,enhanced_altitude,"134.39999999999998",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850584",s,position_lat,"568806805",semicircles,position_long,"-629788644",semicircles,distance,"312.61",m,enhanced_speed,"11.449",m/s,enhanced_altitude,"134.39999999999998",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850585",s,position_lat,"568807613",semicircles,position_long,"-629789993",semicircles,distance,"323.96",m,enhanced_speed,"11.355",m/s,enhanced_altitude,"134.39999999999998",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850586",s,position_lat,"568808438",semicircles,position_long,"-629791278",semicircles,distance,"335.09",m,enhanced_speed,"11.243",m/s,enhanced_altitude,"134.39999999999998",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850587",s,position_lat,"568809302",semicircles,position_long,"-629792458",semicircles,distance,"345.99",m,enhanced_speed,"11.048",m/s,enhanced_altitude,"134.60000000000002",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850588",s,position_lat,"568810204",semicircles,position_long,"-629793569",semicircles,distance,"356.9",m,enhanced_speed,"10.87",m/s,enhanced_altitude,"134.60000000000002",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850589",s,position_lat,"568811152",semicircles,position_long,"-629794577",semicircles,distance,"367.78",m,enhanced_speed,"10.796",m/s,enhanced_altitude,"134.79999999999995",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850590",s,position_lat,"568812117",semicircles,position_long,"-629795523",semicircles,distance,"378.64",m,enhanced_speed,"10.749",m/s,enhanced_altitude,"134.79999999999995",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850591",s,position_lat,"568813077",semicircles,position_long,"-629796422",semicircles,distance,"389.13",m,enhanced_speed,"10.74",m/s,enhanced_altitude,"135.0",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850592",s,position_lat,"568814064",semicircles,position_long,"-629797288",semicircles,distance,"399.72",m,enhanced_speed,"10.693",m/s,enhanced_altitude,"135.0",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850593",s,position_lat,"568815044",semicircles,position_long,"-629798163",semicircles,distance,"410.41",m,enhanced_speed,"10.441",m/s,enhanced_altitude,"135.20000000000005",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850594",s,position_lat,"568815992",semicircles,position_long,"-629799036",semicircles,distance,"420.85",m,enhanced_speed,"10.17",m/s,enhanced_altitude,"135.20000000000005",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850595",s,position_lat,"568816869",semicircles,position_long,"-629799939",semicircles,distance,"430.85",m,enhanced_speed,"9.779",m/s,enhanced_altitude,"135.39999999999998",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850596",s,position_lat,"568817680",semicircles,position_long,"-629800834",semicircles,distance,"440.28",m,enhanced_speed,"9.368",m/s,enhanced_altitude,"135.60000000000002",m,temperature,"10",C,unknown,"1",,
Data,1,record,timestamp,"1095850597",s,position_lat,"568818452",semicircles,position_long,"-629801712",semicircles,distance,"449.35",m,enhanced_speed,"8.995",m/s,enhanced_altitude,"135.79999999999995",m,temperature,"9",C,unknown,"1",,
Data,1,record,timestamp,"1095850598",s,position_lat,"568819159",semicircles,position_long,"-629802597",semicircles,distance,"458.0",m,enhanced_speed,"8.566",m/s,enhanced_altitude,"136.20000000000005",m,temperature,"9",C,unknown,"1",,
Data,1,record,timestamp,"1095850599",s,position_lat,"568819790",semicircles,position_long,"-629803506",semicircles,distance,"466.26",m,enhanced_speed,"8.146",m/s,enhanced_altitude,"136.60000000000002",m,temperature,"9",C,unknown,"1",,
Data,1,record,timestamp,"1095850600",s,position_lat,"568820355",semicircles,position_long,"-629804401",semicircles,distance,"473.97",m,enhanced_speed,"7.791",m/s,enhanced_altitude,"137.0",m,temperature,"9",C,unknown,"1",,
Data,1,record,timestamp,"1095850601",s,position_lat,"568820897",semicircles,position_long,"-629805264",semicircles,distance,"481.41",m,enhanced_speed,"7.511",m/s,enhanced_altitude,"137.39999999999998",m,temperature,"9",C,unknown,"1",,
Data,1,record,timestamp,"1095850602",s,position_lat,"568821400",semicircles,position_long,"-629806051",semicircles,distance,"488.23",m,enhanced_speed,"7.017",m/s,enhanced_altitude,"137.60000000000002",m,temperature,"9",C,unknown,"1",,
Data,1,record,timestamp,"1095850603",s,position_lat,"568821911",semicircles,position_long,"-629806833",semicircles,distance,"494.89",m,enhanced_speed,"7.035",m/s,enhanced_altitude,"138.0",m,temperature,"9",C,unknown,"1",,
Data,1,record,timestamp,"1095850604",s,position_lat,"568822433",semicircles,position_long,"-629807679",semicircles,distance,"502.15",m,enhanced_speed,"7.007",m/s,enhanced_altitude,"138.60000000000002",m,temperature,"9",C,unknown,"1",,
Data,1,record,timestamp,"1095850605",s,position_lat,"568822919",semicircles,position_long,"-629808534",semicircles,distance,"509.22",m,enhanced_speed,"6.989",m/s,enhanced_altitude,"138.79999999999995",m,temperature,"9",C,unknown,"1",,
Data,1,record,timestamp,"1095850606",s,position_lat,"568823457",semicircles,position_long,"-629809336",semicircles,distance,"516.26",m,enhanced_speed,"7.091",m/s,enhanced_altitude,"139.39999999999998",m,temperature,"9",C,unknown,"1",,
Data,1,record,timestamp,"1095850607",s,position_lat,"568823985",semicircles,position_long,"-629810176",semicircles,distance,"523.53",m,enhanced_speed,"7.101",m/s,enhanced_altitude,"139.79999999999995",m,temperature,"9",C,unknown,"1",,
