record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],
"1103567714","567666506","-628905339","6.86","6.326","45.39999999999998","60","18","60",,,
"1103567715","567666869","-628904473","13.26","6.392","45.39999999999998","64","18","64",,,
"1103567716","567667276","-628903631","19.88","6.448","45.60000000000002","66","17","66",,,
"1103567717","567667692","-628902849","26.05","6.485","45.799999999999955","70","17","70",,,
"1103567718","567668096","-628901978","32.67","6.522","45.799999999999955","72","17","72",,,
"1103567719","567668499","-628901103","39.43","6.457","45.799999999999955","77","17","77","16.53",,
"1103567720","567668950","-628900338","45.97","6.401","45.799999999999955","81","17","81","16.53",,
"1103567721","567669390","-628899657","51.76","6.317","45.799999999999955","84","17","84","16.53",,
"1103567722","567669814","-628898883","57.99","6.177","45.799999999999955","84","17","84","16.53",,
"1103567723","567670266","-628898109","64.47","6.121","45.799999999999955","86","17","86","16.53",,
"1103567724","567670703","-628897386","70.57","6.046","45.799999999999955","91","17","91","16.53",,
"1103567725","567671110","-628896671","76.56","5.673","45.799999999999955","92","17","92","16.53",,
"1103567726","567671411","-628896130","80.98","4.609","46.200000000000045","93","17","93","16.53",,
"1103567727","567671670","-628895673","84.78","3.714","46.60000000000002","93","17","93","16.53",,
"1103567728","567671939","-628895283","88.22","3.518","46.799999999999955","93","17","93","16.53",,
"1103567729","567672202","-628894843","91.84","3.676","47.0","94","17","94","16.53",,
"1103567730","567672504","-628894282","96.21","4.395","47.200000000000045","94","17","94","16.53",,
"1103567731","567672761","-628893511","101.54","5.197","47.200000000000045","94","17","94","15.35",,
"1103567732","567672720","-628892590","107.17","5.57","47.200000000000045","94","17","94","15.35",,
"1103567733","567672252","-628891800","113.45","6.289","47.200000000000045","95","17","95","15.35",,
"1103567734","567671599","-628891215","120.49","6.802","47.0","95","17","95","15.35",,
"1103567735","567670952","-628890539","128.04","7.045","46.799999999999955","95","17","95","15.75",,
"1103567736","567670320","-628889803","135.52","7.334","46.60000000000002","96","17","96","15.75",,
"1103567737","567669669","-628889065","143.23","7.53","46.200000000000045","97","17","97","15.75",,
"1103567738","567669046","-628888274","150.91","7.633","45.799999999999955","99","17","99","15.75",,
"1103567739","567668409","-628887483","158.78","7.688","45.39999999999998","101","17","101","15.75",,
"1103567740","567667760","-628886709","166.56","7.791","45.0","102","17","102","16.01",,
"1103567741","567667068","-628886008","174.32","7.903","44.60000000000002","104","17","104","16.01",,
"1103567742","567666309","-628885432","182.27","8.006","44.200000000000045","106","16","106","16.01",,
"1103567743","567665526","-628884897","190.53","8.183","44.0","106","16","106","16.01",,
"1103567744","567664759","-628884389","198.31","8.426","43.799999999999955","106","16","106","16.01",,
"1103567745","567663962","-628883865","206.32","8.575","43.60000000000002","107","16","107","16.01",,
"1103567746","567663105","-628883361","214.76","8.818","43.39999999999998","107","16","107","16.01",,
"1103567747","567662200","-628882888","223.61","8.92","43.200000000000045","108","16","108","16.01",,
"1103567748","567661254","-628882448","232.88","9.013","42.60000000000002","109","16","109","16.01",,
"1103567749","567660306","-628882020","242.25","9.06","42.200000000000045","109","16","109","16.01",,
"1103567750","567659364","-628881613","251.5","9.2","41.799999999999955","110","16","110","16.01",,
"1103567751","567658430","-628881196","260.45","9.359","41.39999999999998","111","16","111","16.01",,
"1103567752","567657458","-628880731","270.01","9.517","41.0","113","16","113","21.46",,
"1103567753","567656477","-628880308","279.47","9.62","40.799999999999955","116","16","116","21.46",,
"1103567754","567655466","-628879884","289.23","9.723","40.200000000000045","117","16","117","21.46",,
"1103567755","567654446","-628879465","299.21","9.76","40.0","119","16","119","21.46",,
"1103567756","567653433","-628879024","309.0","9.872","39.60000000000002","119","16","119","21.46",,
"1103567757","567652414","-628878576","318.94","9.881","39.200000000000045","119","16","119","21.46",,
"1103567758","567651406","-628878138","328.72","9.863","38.60000000000002","119","16","119","21.46",,
"1103567759","567650391","-628877685","338.72","9.909","38.39999999999998","119","16","119","21.46",,
"1103567760","567649412","-628877171","348.37","9.937","38.0","119","16","119","21.46",,
"1103567761","567648424","-628876626","358.18","9.984","37.39999999999998","119","16","119","21.46",,
"1103567762","567647481","-628876070","367.56","9.732","37.0","119","16","119","21.46",,
"1103567763","567646571","-628875390","377.07","9.517","36.799999999999955","120","16","120","21.46",,
