record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.heart_rate[bpm],record.altitude[m],record.speed[m/s],record.power[watts],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1081350014","-259330720","1982623744","10.08","135","13.0","9.828","248","95","13.0","9.828",
"1081350015","-259329728","1982623360","20.04","137","13.0","9.915","265","94","13.0","9.915",
"1081350016","-259328784","1982622848","30.0","138","13.0","10.0","283","94","13.0","10.0",
"1081350017","-259328128","1982621824","39.93","138","13.0","10.123","306","93","13.0","10.123",
"1081350018","-259327968","1982620544","50.23","138","13.0","10.228","290","94","13.0","10.228",
"1081350019","-259328240","1982619520","60.48","139","13.0","10.342","304","94","13.0","10.342",
"1081350020","-259328624","1982618368","70.78","140","13.0","10.445","270","94","13.0","10.445",
"1081350021","-259329024","1982617344","81.42","140","13.0","10.513","273","94","13.0","10.513",
"1081350022","-259329440","1982616192","91.89","141","13.0","10.601","276","93","13.0","10.601",
"1081350023","-259329872","1982614912","102.6","141","13.0","10.629","275","94","13.0","10.629",
"1081350024","-259330304","1982613888","113.08","141","13.0","10.565","227","93","13.0","10.565",
"1081350025","-259330720","1982612736","123.68","142","13.0","10.509","266","93","13.0","10.509",
"1081350026","-259331152","1982611712","134.17","142","13.0","10.551","260","93","13.0","10.551",
"1081350027","-259331552","1982610432","144.83","142","13.0","10.58","278","93","13.0","10.58",
"1081350028","-259331968","1982609280","155.29","143","13.0","10.598","273","92","13.0","10.598",
"1081350029","-259332368","1982608256","165.9","143","13.0","10.623","261","92","13.0","10.623",
"1081350030","-259332800","1982607104","176.6","143","13.0","10.619","258","92","13.0","10.619",
"1081350031","-259333248","1982606080","187.15","144","13.0","10.668","276","92","13.0","10.668",
"1081350032","-259333648","1982604800","197.88","144","13.0","10.788","303","92","13.0","10.788",
"1081350033","-259334112","1982603648","208.75","144","13.0","10.929","322","92","13.0","10.929",
"1081350034","-259334544","1982602368","219.76","144","13.0","11.091","344","93","13.0","11.091",
"1081350035","-259334976","1982601344","230.99","144","13.0","11.265","337","94","13.0","11.265",
"1081350036","-259335408","1982600064","242.4","144","13.0","11.432","349","95","13.0","11.432",
"1081350037","-259335856","1982598784","253.82","144","13.0","11.586","358","95","13.0","11.586",
"1081350038","-259336352","1982597504","265.46","145","13.0","11.72","319","95","13.0","11.72",
"1081350039","-259336880","1982596352","277.3","145","13.0","11.816","308","96","13.0","11.816",
"1081350040","-259337424","1982595072","289.1","145","13.0","11.91","332","96","13.0","11.91",
"1081350041","-259337968","1982593792","301.16","145","13.0","12.006","306","96","13.0","12.006",
"1081350042","-259338544","1982592512","313.14","145","13.0","12.063","275","96","13.0","12.063",
"1081350043","-259339072","1982591360","325.18","146","13.0","12.118","324","95","13.0","12.118",
"1081350044","-259339664","1982590080","337.28","146","13.0","12.217","332","96","13.0","12.217",
"1081350045","-259340256","1982588800","349.76","147","13.0","12.325","322","97","13.0","12.325",
"1081350046","-259340816","1982587520","362.03","147","13.0","12.421","301","97","13.0","12.421",
"1081350047","-259341392","1982586240","374.54","147","13.0","12.493","335","96","13.0","12.493",
"1081350048","-259341952","1982584960","386.94","147","13.0","12.598","349","96","13.0","12.598",
"1081350049","-259342528","1982583680","399.77","147","13.0","12.694","309","97","13.0","12.694",
"1081350050","-259343088","1982582144","412.32","148","13.0","12.747","292","97","13.0","12.747",
"1081350051","-259343664","1982580864","425.27","148","13.0","12.788","313","97","13.0","12.788",
"1081350052","-259344256","1982579584","437.98","148","13.0","12.829","291","97","13.0","12.829",
"1081350053","-259344848","1982578176","450.84","148","13.0","12.845","272","96","13.0","12.845",
"1081350054","-259345456","1982576896","463.59","149","13.0","12.854","278","96","13.0","12.854",
"1081350055","-259346032","1982575488","476.58","149","13.0","12.886","319","96","13.0","12.886",
"1081350056","-259346416","1982574208","489.38","149","13.0","12.944","328","96","13.0","12.944",
"1081350057","-259346800","1982572672","502.46","149","13.0","13.032","377","97","13.0","13.032",
"1081350058","-259347232","1982571264","515.59","149","13.0","13.12","313","96","13.0","13.12",
"1081350059","-259347648","1982569856","528.59","149","13.0","13.157","306","97","13.0","13.157",
"1081350060","-259348096","1982568320","541.89","149","13.0","13.173","293","97","13.0","13.173",
"1081350061","-259348576","1982566912","554.92","150","13.0","13.169","271","97","13.0","13.169",
"1081350062","-259349216","1982565632","568.15","150","13.0","13.159","277","97","13.0","13.159",
"1081350063","-259349872","1982564224","581.44","150","13.0","13.149","267","95","13.0","13.149",
"1081350064","-259350464","1982562944","594.49","151","13.0","13.147","290","96","13.0","13.147",
"1081350065","-259351040","1982561408","607.52","151","13.0","13.158","301","96","13.0","13.158",
"1081350066","-259351584","1982560000","620.86","151","13.0","13.149","250","96","13.0","13.149",
"1081350067","-259352080","1982558720","633.97","151","13.0","13.143","310","96","13.0","13.143",
"1081350068","-259352576","1982557312","647.14","152","13.0","13.172","313","95","13.0","13.172",
"1081350069","-259353104","1982555776","660.38","152","13.0","13.229","333","96","13.0","13.229",
"1081350070","-259353648","1982554368","673.41","152","13.0","13.232","301","96","13.0","13.232",
"1081350071","-259354176","1982553088","686.73","152","13.0","13.248","317","96","13.0","13.248",
"1081350072","-259354656","1982551552","700.09","152","13.0","13.233","265","96","13.0","13.233",
"1081350073","-259354992","1982550016","713.3","153","13.0","13.128","320","96","13.0","13.128",
"1081350074","-259355056","1982548480","726.34","153","13.0","13.002","360","97","13.0","13.002",
"1081350075","-259354752","1982547072","739.22","153","13.0","12.99","402","98","13.0","12.99",
"1081350076","-259354032","1982545792","752.31","153","13.0","12.977","335","99","13.0","12.977",
"1081350077","-259353152","1982544640","765.08","153","13.0","12.775","227","99","13.0","12.775",
"1081350078","-259352224","1982543616","777.89","153","13.0","12.678","281","97","13.0","12.678",
"1081350079","-259351264","1982542464","790.57","153","13.0","12.645","351","97","13.0","12.645",
