Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,
Data,1,record,timestamp,"1096455572",s,position_lat,"568784768",semicircles,position_long,"-629749799",semicircles,distance,"0.0",m,enhanced_speed,"0.0",m/s,enhanced_altitude,"134.60000000000002",m,temperature,"11",C,unknown,"0",,
Data,1,record,timestamp,"1096455573",s,position_lat,"568784768",semicircles,position_long,"-629749799",semicircles,distance,"0.0",m,enhanced_speed,"0.0",m/s,enhanced_altitude,"134.60000000000002",m,temperature,"11",C,unknown,"0",,
Data,1,record,timestamp,"1096455576",s,position_lat,"568785076",semicircles,position_long,"-629750324",semicircles,distance,"0.0",m,enhanced_speed,"3.126",m/s,enhanced_altitude,"137.0",m,temperature,"11",C,unknown,"1",,
Data,1,record,timestamp,"1096455577",s,position_lat,"568785468",semicircles,position_long,"-629750768",semicircles,distance,"4.54",m,enhanced_speed,"4.992",m/s,enhanced_altitude,"137.0",m,temperature,"11",C,unknown,"1",,
Data,1,record,timestamp,"1096455578",s,position_lat,"568786013",semicircles,position_long,"-629751374",semicircles,distance,"10.85",m,enhanced_speed,"6.643",m/s,enhanced_altitude,"137.0",m,temperature,"11",C,unknown,"1",,
Data,1,record,timestamp,"1096455579",s,position_lat,"568786632",semicircles,position_long,"-629752166",semicircles,distance,"18.38",m,enhanced_speed,"7.791",m/s,enhanced_altitude,"137.0",m,temperature,"11",C,unknown,"1",,
Data,1,record,timestamp,"1096455580",s,position_lat,"568787355",semicircles,position_long,"-629753026",semicircles,distance,"27.06",m,enhanced_speed,"8.454",m/s,enhanced_altitude,"137.0",m,temperature,"11",C,unknown,"1",,
Data,1,record,timestamp,"1096455581",s,position_lat,"568788097",semicircles,position_long,"-629753866",semicircles,distance,"35.91",m,enhanced_speed,"8.612",m/s,enhanced_altitude,"137.0",m,temperature,"11",C,unknown,"1",,
Data,1,record,timestamp,"1096455582",s,position_lat,"568788903",semicircles,position_long,"-629754811",semicircles,distance,"45.37",m,enhanced_speed,"9.601",m/s,enhanced_altitude,"137.0",m,temperature,"11",C,unknown,"1",,
Data,1,record,timestamp,"1096455583",s,position_lat,"568789802",semicircles,position_long,"-629755830",semicircles,distance,"55.85",m,enhanced_speed,"10.422",m/s,enhanced_altitude,"137.0",m,temperature,"11",C,unknown,"1",,
Data,1,record,timestamp,"1096455584",s,position_lat,"568790710",semicircles,position_long,"-629756908",semicircles,distance,"66.74",m,enhanced_speed,"10.702",m/s,enhanced_altitude,"137.0",m,temperature,"11",C,unknown,"1",,
Data,1,record,timestamp,"1096455585",s,position_lat,"568791635",semicircles,position_long,"-629758024",semicircles,distance,"77.9",m,enhanced_speed,"11.029",m/s,enhanced_altitude,"137.0",m,temperature,"11",C,unknown,"1",,
Data,1,record,timestamp,"1096455586",s,position_lat,"568792557",semicircles,position_long,"-629759209",semicircles,distance,"89.22",m,enhanced_speed,"11.383",m/s,enhanced_altitude,"137.0",m,temperature,"11",C,unknown,"1",,
Data,1,record,timestamp,"1096455587",s,position_lat,"568793435",semicircles,position_long,"-629760568",semicircles,distance,"101.11",m,enhanced_speed,"11.701",m/s,enhanced_altitude,"137.0",m,temperature,"11",C,unknown,"1",,
