record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.temperature[C],record.unknown,record.heart_rate[bpm],record.enhanced_respiration_rate[Breaths/min],
"1089585802","546211739","-948776289","53699.11","10.544","370.6","24","1","127","25.27",
"1089585803","546211315","-948777787","53709.64","10.282","370.20000000000005","24","1","126","25.27",
"1089585804","546210929","-948779202","53719.85","9.76","369.79999999999995","24","1","126","25.27",
"1089585805","546210582","-948780513","53728.89","9.34","369.6","24","1","125","25.27",
"1089585806","546210229","-948781771","53737.76","8.818","369.20000000000005","24","1","124","25.27",
"1089585807","546209860","-948782921","53745.9","8.192","369.20000000000005","24","1","123","26.3",
"1089585808","546209520","-948784008","53753.87","7.483","369.20000000000005","24","1","123","26.3",
"1089585809","546209253","-948785053","53761.32","6.979","369.20000000000005","24","1","122","26.3",
"1089585810","546208965","-948786068","53768.4","7.138","369.20000000000005","24","1","121","26.3",
"1089585811","546208680","-948787008","53774.91","6.961","369.4","24","1","120","26.98",
"1089585812","546208401","-948787984","53781.95","6.858","369.79999999999995","24","1","119","26.98",
"1089585813","546208119","-948788890","53788.26","6.727","370.0","24","1","118","26.98",
"1089585814","546207844","-948789813","53794.65","6.643","370.20000000000005","24","1","117","26.98",
"1089585815","546207561","-948790709","53800.95","6.494","370.4","24","1","117","26.98",
"1089585816","546207313","-948791647","53807.67","6.42","370.6","24","1","116","25.47",
"1089585817","546207048","-948792536","53813.98","6.354","370.79999999999995","24","1","116","25.47",
"1089585818","546206799","-948793426","53820.13","6.242","371.0","24","1","115","25.47",
"1089585819","546206564","-948794325","53826.37","6.233","371.20000000000005","24","1","115","25.47",
"1089585820","546206307","-948795200","53832.47","6.224","371.4","24","1","115","25.47",
"1089585821","546206052","-948796043","53838.67","5.953","371.6","24","1","115","24.06",
"1089585822","546205832","-948796892","53844.54","5.953","371.79999999999995","24","1","116","24.06",
"1089585823","546205614","-948797754","53850.5","5.981","371.79999999999995","24","1","116","24.06",
"1089585824","546205392","-948798572","53856.25","5.776","372.0","24","1","116","24.06",
"1089585825","546205193","-948799402","53861.99","5.822","372.20000000000005","24","1","116","24.06",
"1089585826","546205006","-948800209","53867.51","5.626","372.4","24","1","116","24.7",
"1089585827","546204776","-948801050","53873.39","5.785","372.4","24","1","115","24.7",
"1089585828","546204549","-948801875","53879.3","5.785","372.6","24","1","115","24.7",
"1089585829","546204329","-948802665","53884.85","5.804","372.79999999999995","24","1","114","24.7",
"1089585830","546204105","-948803461","53890.19","5.878","372.79999999999995","24","1","114","24.7",
"1089585831","546203833","-948804271","53896.13","5.953","373.0","24","1","114","23.55",
"1089585832","546203592","-948805170","53902.1","6.457","373.0","24","1","114","23.55",
"1089585833","546203325","-948806165","53908.98","6.783","373.0","24","1","113","23.55",
"1089585834","546203017","-948807243","53916.67","7.353","373.20000000000005","24","1","113","23.55",
"1089585835","546202702","-948808380","53924.46","7.819","373.20000000000005","24","1","113","23.55",
"1089585836","546202384","-948809625","53933.15","8.23","373.0","24","1","114","23.55",
"1089585837","546202052","-948810892","53942.27","8.482","373.0","24","1","114","24.36",
"1089585838","546201737","-948812128","53951.02","8.696","372.79999999999995","24","1","114","24.36",
"1089585839","546201462","-948813398","53959.69","8.799","372.6","24","1","114","24.36",
"1089585840","546201201","-948814714","53968.57","8.79","372.4","24","1","114","24.36",
"1089585841","546200917","-948816001","53977.32","8.752","372.20000000000005","24","1","114","24.36",
"1089585842","546200595","-948817228","53986.07","8.482","371.79999999999995","24","1","114","23.72",
"1089585843","546200311","-948818405","53994.22","8.248","371.79999999999995","24","1","114","23.72",
"1089585844","546199988","-948819553","54002.18","8.174","371.79999999999995","24","1","114","23.72",
"1089585845","546199678","-948820691","54010.06","8.034","371.79999999999995","24","1","114","23.72",
"1089585846","546199376","-948821842","54018.05","7.968","371.79999999999995","24","1","114","24.08",
"1089585847","546199074","-948822960","54025.74","7.959","371.79999999999995","24","1","114","24.08",
"1089585848","546198763","-948824155","54034.13","8.211","371.79999999999995","24","1","114","24.08",
"1089585849","546198503","-948825397","54042.65","8.314","371.79999999999995","24","1","114","24.08",
"1089585850","546198242","-948826624","54051.01","8.444","371.79999999999995","24","1","114","24.08",
"1089585851","546197970","-948827855","54059.36","8.547","372.0","24","1","114","24.08",
"1089585852","546197673","-948829076","54067.68","8.51","372.0","24","1","115","24.32",
"1089585853","546197374","-948830315","54076.22","8.398","372.0","24","1","115","24.32",
"1089585854","546197095","-948831562","54084.86","8.248","372.0","24","1","115","24.32",
"1089585855","546196817","-948832747","54093.12","8.034","372.0","24","1","116","24.32",
"1089585856","546196534","-948833916","54101.25","7.996","371.79999999999995","24","1","116","24.32",
"1089585857","546196251","-948835014","54108.84","7.791","371.79999999999995","24","1","116","24.09",
"1089585858","546195972","-948836104","54116.55","7.623","371.79999999999995","24","1","117","24.09",
"1089585859","546195672","-948837124","54123.75","7.427","372.0","24","1","117","24.09",
"1089585860","546195359","-948838191","54130.94","8.248","372.0","24","1","117","24.09",
"1089585861","546195057","-948839186","54137.97","7.315","372.0","24","1","117","24.09",
"1089585862","546194781","-948840243","54145.32","7.101","371.79999999999995","24","1","117","23.93",
"1089585863","546194481","-948841344","54153.06","7.427","371.79999999999995","24","1","116","23.93",
"1089585864","546194198","-948842397","54160.21","7.418","371.79999999999995","24","1","116","23.93",
"1089585865","546193941","-948843425","54167.5","6.783","371.4","24","1","116","23.93",
"1089585866","546193672","-948844457","54174.64","6.979","371.4","24","1","116","23.83",
"1089585867","546193407","-948845560","54182.1","7.455","371.4","24","1","115","23.83",
"1089585868","546193212","-948846749","54189.93","7.8","371.4","24","1","115","23.83",
"1089585869","546192987","-948848010","54198.53","8.015","371.6","24","1","115","23.83",
"1089585870","546192773","-948849254","54206.84","8.192","372.0","24","1","114","23.83",
"1089585871","546192591","-948850576","54215.68","8.426","372.0","24","1","114","23.83",
"1089585872","546192492","-948851910","54224.55","8.482","372.0","24","1","114","24.94",
"1089585873","546192481","-948853220","54233.15","8.631","372.0","24","1","114","24.94",
"1089585874","546192646","-948854490","54241.31","8.603","372.0","24","1","114","24.94",
"1089585875","546192923","-948855757","54249.73","8.519","372.0","24","1","114","24.94",
"1089585876","546193399","-948856978","54258.72","8.575","371.79999999999995","24","1","114","24.94",
"1089585877","546193951","-948858108","54267.81","8.612","371.79999999999995","24","1","114","26.47",
"1089585878","546194596","-948859090","54276.81","8.528","371.79999999999995","24","1","114","26.47",
"1089585879","546195338","-948859898","54285.4","8.715","371.6","24","1","114","26.47",
"1089585880","546196119","-948860655","54294.16","9.023","371.4","24","1","114","26.47",
"1089585881","546196970","-948861373","54303.26","9.424","371.20000000000005","24","1","114","26.47",
"1089585882","546197878","-948862128","54313.03","9.816","371.0","24","1","114","26.31",
"1089585883","546198832","-948862888","54323.29","10.04","370.79999999999995","24","1","114","26.31",
"1089585884","546199808","-948863642","54333.7","10.301","370.4","24","1","114","26.31",
"1089585885","546200754","-948864417","54343.83","10.208","370.0","24","1","114","26.31",
"1089585886","546201736","-948865180","54354.29","10.254","369.79999999999995","24","1","114","26.31",
"1089585887","546202734","-948865912","54365.02","10.301","369.4","24","1","113","26.59",
"1089585888","546203773","-948866649","54375.76","10.87","369.20000000000005","24","1","113","26.59",
"1089585889","546204788","-948867362","54386.15","10.618","368.79999999999995","24","1","113","26.59",
"1089585890","546205849","-948868104","54396.94","10.618","368.6","24","1","112","26.59",
"1089585891","546206957","-948868873","54408.34","10.768","368.20000000000005","24","1","112","26.59",
"1089585892","546208050","-948869564","54419.52","10.45","367.79999999999995","24","1","112","25.6",
"1089585893","546209185","-948870205","54430.79","10.674","367.79999999999995","24","1","112","25.6",
"1089585894","546210306","-948870900","54442.0","10.814","367.20000000000005","24","1","112","25.6",
"1089585895","546211393","-948871596","54452.94","10.646","366.79999999999995","24","1","111","25.6",
"1089585896","546212514","-948872268","54464.55","10.637","366.20000000000005","24","1","111","24.15",
"1089585897","546213608","-948872938","54475.51","10.796","365.79999999999995","24","1","111","24.15",
"1089585898","546214731","-948873617","54486.89","10.749","365.6","24","1","111","24.15",
"1089585899","546215870","-948874249","54498.4","10.665","365.0","24","1","111","24.15",
"1089585900","546217010","-948874871","54509.78","10.758","364.6","24","1","111","24.15",
"1089585901","546218134","-948875469","54520.9","10.796","364.4","24","1","111","24.15",
"1089585902","546219244","-948876021","54531.42","10.562","364.0","24","1","111","22.79",
"1089585903","546220429","-948876465","54542.64","10.525","363.79999999999995","24","1","112","22.79",
"1089585904","546221603","-948876859","54554.06","10.441","363.4","24","1","112","22.79",
"1089585905","546222778","-948877220","54565.17","10.693","363.20000000000005","24","1","112","22.79",
"1089585906","546223985","-948877585","54576.79","10.926","363.0","24","1","112","22.79",
"1089585907","546225128","-948877935","54588.01","10.674","362.6","24","1","111","21.1",
"1089585908","546226264","-948878247","54598.86","10.74","362.20000000000005","24","1","111","21.1",
"1089585909","546227370","-948878519","54609.33","10.488","361.79999999999995","24","1","111","21.1",
"1089585910","546228472","-948878769","54619.62","10.301","361.6","24","1","111","21.1",
"1089585911","546229563","-948879005","54629.81","10.04","361.6","24","1","111","21.1",
"1089585912","546230651","-948879189","54640.23","9.937","361.20000000000005","24","1","110","20.76",
"1089585913","546231714","-948879402","54650.3","9.919","361.20000000000005","24","1","110","20.76",
"1089585914","546232783","-948879643","54660.48","9.937","361.20000000000005","24","1","110","20.76",
"1089585915","546233858","-948879881","54670.7","10.04","361.0","24","1","110","20.76",
"1089585916","546234944","-948880141","54680.82","10.264","361.0","24","1","110","20.76",
"1089585917","546236108","-948880328","54691.46","10.777","360.79999999999995","24","1","110","19.35",
"1089585918","546237282","-948880506","54702.52","10.74","360.6","24","1","110","19.35",
"1089585919","546238468","-948880652","54713.68","10.758","360.20000000000005","24","1","111","19.35",
"1089585920","546239655","-948880830","54724.8","10.814","360.20000000000005","24","1","111","19.35",
"1089585921","546240813","-948881035","54735.76","10.6","360.20000000000005","24","1","111","19.35",
"1089585922","546241968","-948881149","54746.53","10.59","359.6","24","1","111","19.2",
"1089585923","546243110","-948881299","54757.14","10.506","359.4","24","1","111","19.2",
"1089585924","546244221","-948881431","54767.53","10.217","359.20000000000005","24","1","111","19.2",
"1089585925","546245326","-948881551","54777.85","10.105","359.0","24","1","111","19.2",
"1089585926","546246420","-948881686","54788.18","10.012","358.4","24","1","111","19.2",
"1089585927","546247455","-948881811","54798.08","9.657","358.0","24","1","111","19.89",
"1089585928","546248528","-948881911","54808.15","10.049","357.79999999999995","24","1","110","19.89",
"1089585929","546249547","-948882005","54817.77","9.723","357.20000000000005","24","1","110","19.89",
"1089585930","546250570","-948882110","54827.46","9.508","357.0","24","1","110","19.89",
"1089585931","546251594","-948882209","54837.09","9.489","356.79999999999995","24","1","110","19.89",
"1089585932","546252697","-948882200","54847.11","10.124","356.79999999999995","24","1","110","19.16",
"1089585933","546253849","-948882121","54857.79","10.6","356.6","24","1","110","19.16",
"1089585934","546255016","-948881918","54868.76","10.926","356.6","24","1","109","19.16",
"1089585935","546256234","-948881742","54879.95","11.29","356.20000000000005","24","1","109","19.16",
"1089585936","546257483","-948881529","54891.56","11.589","355.6","24","1","109","19.16",
"1089585937","546258716","-948881212","54903.25","11.449","354.79999999999995","24","1","109","19.07",
"1089585938","546259934","-948880929","54914.58","11.215","354.20000000000005","24","1","109","19.07",
"1089585939","546261109","-948880608","54925.68","10.73","353.4","24","1","109","19.07",
"1089585940","546262232","-948880239","54936.87","10.208","353.0","24","1","109","19.07",
"1089585941","546263319","-948879962","54947.33","10.012","352.20000000000005","24","1","109","19.07",
"1089585942","546264363","-948879785","54956.9","9.788","351.6","24","1","109","19.07",
"1089585943","546265363","-948879613","54966.14","9.396","351.6","24","1","109","19.07",
"1089585944","546266358","-948879496","54975.27","9.079","351.79999999999995","24","1","109","24.66",
"1089585945","546267381","-948879359","54984.88","9.06","351.79999999999995","24","1","109","24.66",
"1089585946","546268384","-948879310","54994.08","8.939","352.0","24","1","110","24.66",
"1089585947","546269392","-948879383","55003.5","8.818","352.0","24","1","110","24.66",
"1089585948","546270379","-948879539","55012.78","8.734","352.0","24","1","110","25.89",
"1089585949","546271429","-948879758","55022.62","9.312","352.0","24","1","111","25.89",
"1089585950","546272427","-948880106","55032.48","9.219","352.0","24","1","111","25.89",
"1089585951","546273403","-948880473","55041.67","9.34","352.0","24","1","112","25.89",
"1089585952","546274374","-948880960","55051.53","9.284","351.6","24","1","112","25.89",
"1089585953","546275295","-948881523","55060.92","9.256","351.4","24","1","113","25.89",
"1089585954","546276157","-948882189","55070.21","9.088","351.20000000000005","24","1","113","26.31",
"1089585955","546277015","-948882868","55079.26","9.219","351.0","24","1","114","26.31",
"1089585956","546277874","-948883577","55088.48","9.219","351.0","24","1","114","26.31",
"1089585957","546278745","-948884288","55097.78","9.219","351.0","24","1","114","26.31",
"1089585958","546279634","-948885022","55107.48","9.293","350.79999999999995","24","1","115","26.99",
"1089585959","546280511","-948885732","55116.76","9.265","350.20000000000005","24","1","115","26.99",
"1089585960","546281349","-948886507","55125.94","9.153","349.79999999999995","24","1","115","26.99",
"1089585961","546282188","-948887333","55135.58","9.144","349.6","24","1","116","26.99",
"1089585962","546282979","-948888207","55144.85","9.163","349.4","24","1","116","26.99",
"1089585963","546283732","-948889119","55154.1","9.069","349.20000000000005","24","1","116","27.05",
"1089585964","546284489","-948890000","55163.08","9.041","349.20000000000005","24","1","117","27.05",
"1089585965","546285227","-948890875","55172.1","8.836","349.20000000000005","24","1","117","27.05",
"1089585966","546285922","-948891753","55180.81","8.612","349.20000000000005","24","1","118","27.05",
"1089585967","546286583","-948892616","55189.01","8.314","349.20000000000005","24","1","118","27.05",
"1089585968","546287234","-948893463","55197.34","8.043","349.20000000000005","24","1","118","27.09",
"1089585969","546287844","-948894283","55205.24","7.744","349.20000000000005","24","1","119","27.09",
"1089585970","546288450","-948895036","55212.7","7.455","349.20000000000005","24","1","119","27.09",
"1089585971","546289031","-948895756","55219.91","7.11","349.20000000000005","24","1","119","27.09",
"1089585972","546289575","-948896458","55226.98","6.783","349.20000000000005","24","1","119","27.09",
"1089585973","546290064","-948897097","55233.25","6.392","349.20000000000005","24","1","119","27.11",
"1089585974","546290529","-948897699","55238.98","6.018","349.4","24","1","119","27.11",
"1089585975","546290964","-948898254","55244.41","5.524","349.4","24","1","119","27.11",
"1089585976","546291390","-948898778","55249.59","5.318","349.4","24","1","119","27.11",
"1089585977","546291762","-948899264","55254.35","4.833","349.79999999999995","24","1","119","27.11",
"1089585978","546292143","-948899701","55258.92","4.665","349.79999999999995","24","1","119","27.11",
"1089585979","546292502","-948900122","55262.98","4.525","350.0","24","1","119","27.92",
"1089585980","546292887","-948900555","55267.62","4.413","350.20000000000005","24","1","119","27.92",
"1089585981","546293288","-948900899","55272.14","4.311","350.6","24","1","118","27.92",
"1089585982","546293618","-948901306","55276.4","4.245","350.79999999999995","24","1","118","27.92",
"1089585983","546293914","-948901690","55280.15","4.208","351.20000000000005","24","1","118","27.92",
"1089585984","546294219","-948902088","55283.82","4.245","351.4","24","1","118","28.85",
"1089585985","546294555","-948902512","55287.91","4.245","351.6","24","1","118","28.85",
"1089585986","546294897","-948902944","55292.17","4.255","351.79999999999995","24","1","118","28.85",
"1089585987","546295206","-948903431","55296.49","4.292","352.0","24","1","118","28.85",
"1089585988","546295559","-948903836","55300.76","4.273","352.4","24","1","118","28.85",
"1089585989","546295918","-948904203","55305.01","4.227","352.6","24","1","119","29.86",
"1089585990","546296250","-948904583","55309.0","4.292","352.79999999999995","24","1","119","29.86",
"1089585991","546296578","-948904950","55312.82","4.255","353.20000000000005","24","1","120","29.86",
"1089585992","546296897","-948905354","55316.81","4.161","353.4","24","1","120","29.86",
"1089585993","546297193","-948905803","55320.89","4.115","353.6","24","1","121","28.17",
"1089585994","546297499","-948906235","55324.81","4.161","353.79999999999995","24","1","121","28.17",
"1089585995","546297808","-948906637","55328.48","4.022","354.20000000000005","24","1","122","28.17",
"1089585996","546298152","-948907055","55332.73","4.012","354.20000000000005","24","1","122","28.17",
"1089585997","546298470","-948907477","55336.78","3.975","354.6","24","1","122","28.17",
"1089585998","546298754","-948907952","55340.87","4.031","355.0","24","1","123","27.84",
"1089585999","546299039","-948908354","55344.7","3.863","355.20000000000005","24","1","123","27.84",
"1089586000","546299303","-948908750","55348.02","3.835","355.4","24","1","123","27.84",
"1089586001","546299582","-948909171","55351.87","3.732","355.79999999999995","24","1","123","27.84",
"1089586002","546299866","-948909594","55355.59","3.9","356.0","24","1","124","27.84",
"1089586003","546300149","-948910022","55359.36","3.882","356.4","24","1","124","26.43",
"1089586004","546300437","-948910482","55363.49","3.928","356.6","24","1","125","26.43",
"1089586005","546300734","-948910925","55367.43","4.031","356.79999999999995","24","1","126","26.43",
"1089586006","546301027","-948911410","55371.66","4.161","357.20000000000005","24","1","127","26.43",
"1089586007","546301321","-948911902","55375.9","4.199","357.4","24","1","127","26.43",
"1089586008","546301600","-948912360","55379.92","3.938","357.6","24","1","128","25.49",
"1089586009","546301902","-948912837","55384.06","4.096","357.79999999999995","24","1","129","25.49",
"1089586010","546302211","-948913336","55388.35","4.273","358.0","24","1","130","25.49",
"1089586011","546302520","-948913860","55392.81","4.432","358.0","24","1","130","25.49",
"1089586012","546302856","-948914452","55397.57","4.861","358.20000000000005","24","1","131","25.49",
"1089586013","546303197","-948915036","55402.32","4.973","358.20000000000005","24","1","132","24.87",
"1089586014","546303533","-948915739","55408.0","5.123","358.20000000000005","24","1","133","24.87",
"1089586015","546303882","-948916428","55413.67","5.216","358.4","24","1","133","24.87",
"1089586016","546304240","-948917079","55419.06","5.346","358.4","24","1","133","24.87",
"1089586017","546304613","-948917746","55424.37","5.514","358.4","24","1","134","24.87",
"1089586018","546305033","-948918390","55430.05","5.57","358.4","24","1","135","24.87",
"1089586019","546305401","-948918987","55435.44","5.011","358.6","24","1","135","24.45",
"1089586020","546305727","-948919624","55440.36","5.039","358.6","24","1","135","24.45",
"1089586021","546306028","-948920286","55445.47","4.787","358.79999999999995","24","1","136","24.45",
"1089586022","546306336","-948920887","55450.3","4.6","359.0","24","1","136","24.45",
"1089586023","546306658","-948921483","55455.19","4.535","359.0","24","1","135","24.45",
"1089586024","546306984","-948922128","55460.48","4.768","359.4","24","1","135","26.14",
"1089586025","546307283","-948922767","55465.44","4.908","359.4","24","1","135","26.14",
"1089586026","546307593","-948923442","55470.75","5.011","359.4","24","1","133","26.14",
"1089586027","546307930","-948924102","55475.79","5.076","359.6","24","1","133","26.14",
"1089586028","546308320","-948924765","55481.51","5.235","359.6","24","1","132","26.14",
"1089586029","546308668","-948925391","55486.86","4.88","359.6","24","1","131","26.88",
"1089586030","546308966","-948926067","55492.3","4.796","359.6","24","1","130","26.88",
"1089586031","546309225","-948926757","55497.48","4.852","359.6","24","1","130","26.88",
"1089586032","546309472","-948927415","55502.14","4.675","359.79999999999995","24","1","130","26.88",
"1089586033","546309747","-948928093","55507.42","4.628","360.0","24","1","129","26.88",
"1089586034","546310006","-948928813","55512.67","4.908","360.20000000000005","24","1","129","25.79",
"1089586035","546310292","-948929491","55517.8","4.74","360.4","24","1","129","25.79",
"1089586036","546310574","-948930122","55522.83","4.656","360.6","24","1","129","25.79",
"1089586037","546310825","-948930775","55527.78","4.805","360.79999999999995","24","1","129","25.79",
"1089586038","546311038","-948931428","55532.58","4.749","361.0","24","1","129","25.79",
"1089586039","546311232","-948932072","55537.19","4.684","361.20000000000005","24","1","129","25.07",
"1089586040","546311461","-948932742","55541.98","4.927","361.4","24","1","129","25.07",
"1089586041","546311703","-948933461","55547.38","4.936","361.6","24","1","129","25.07",
"1089586042","546311922","-948934198","55552.74","5.057","361.6","24","1","129","25.07",
"1089586043","546312150","-948934895","55557.92","5.141","361.79999999999995","24","1","129","25.07",
"1089586044","546312409","-948935587","55562.84","5.337","362.20000000000005","24","1","128","24.58",
"1089586045","546312701","-948936321","55568.09","5.514","362.4","24","1","128","24.58",
"1089586046","546313023","-948937094","55573.94","5.692","362.4","24","1","128","24.58",
"1089586047","546313329","-948937877","55579.89","5.72","362.4","24","1","128","24.58",
"1089586048","546313613","-948938672","55585.87","5.86","362.4","24","1","128","24.26",
"1089586049","546313890","-948939501","55592.02","6.018","362.6","24","1","127","24.26",
"1089586050","546314166","-948940343","55598.05","6.121","362.6","24","1","127","24.26",
"1089586051","546314490","-948941158","55604.18","6.14","362.6","24","1","127","24.26",
"1089586052","546314821","-948941939","55609.96","6.14","362.6","24","1","126","24.26",
"1089586053","546315151","-948942754","55615.89","6.121","362.6","24","1","126","24.26",
"1089586054","546315463","-948943613","55622.11","6.186","362.6","24","1","125","25.62",
"1089586055","546315754","-948944478","55628.17","6.177","362.79999999999995","24","1","125","25.62",
"1089586056","546316053","-948945364","55634.56","6.186","362.79999999999995","24","1","124","25.62",
"1089586057","546316367","-948946238","55640.87","6.196","362.79999999999995","24","1","124","25.62",
"1089586058","546316696","-948947104","55647.47","6.289","362.79999999999995","24","1","123","25.62",
"1089586059","546317014","-948947940","55653.74","6.326","363.0","24","1","123","25.62",
"1089586060","546317316","-948948827","55660.05","6.438","363.0","24","1","122","24.96",
"1089586061","546317604","-948949718","55666.48","6.27","363.0","24","1","122","24.96",
"1089586062","546317962","-948950571","55672.97","6.392","363.0","24","1","121","24.96",
"1089586063","546318306","-948951421","55679.23","6.392","363.0","24","1","121","24.96",
"1089586064","546318693","-948952248","55685.67","6.401","363.20000000000005","24","1","120","24.96",
"1089586065","546318998","-948953144","55691.9","6.429","363.4","24","1","120","25.69",
"1089586066","546319331","-948954069","55698.88","6.382","363.4","24","1","120","25.69",
"1089586067","546319630","-948954968","55705.45","6.401","363.4","24","1","119","25.69",
"1089586068","546319922","-948955850","55711.88","6.345","363.6","24","1","119","25.69",
"1089586069","546320235","-948956714","55718.42","6.41","363.6","24","1","118","25.69",
"1089586070","546320548","-948957575","55724.87","6.494","363.6","24","1","118","25.0",
"1089586071","546320853","-948958466","55731.33","6.671","363.79999999999995","24","1","117","25.0",
"1089586072","546321204","-948959373","55737.94","6.867","363.79999999999995","24","1","117","25.0",
"1089586073","546321584","-948960335","55744.88","7.017","363.79999999999995","24","1","116","25.0",
"1089586074","546321966","-948961332","55752.28","7.045","364.0","24","1","116","25.0",
"1089586075","546322315","-948962363","55759.86","7.175","364.0","24","1","115","24.54",
"1089586076","546322677","-948963382","55767.54","7.222","364.0","24","1","115","24.54",
"1089586077","546322994","-948964401","55775.0","7.306","364.0","24","1","115","24.54",
"1089586078","546323371","-948965333","55781.99","7.231","364.0","24","1","115","24.54",
"1089586079","546323758","-948966287","55789.34","7.25","364.0","24","1","115","23.45",
"1089586080","546324128","-948967196","55796.19","7.213","364.0","24","1","115","23.45",
"1089586081","546324488","-948968142","55803.28","7.241","364.0","24","1","115","23.45",
"1089586082","546324851","-948969085","55810.2","7.231","364.0","24","1","115","23.45",
"1089586083","546325241","-948970018","55817.21","7.073","364.0","24","1","115","23.45",
"1089586084","546325605","-948970970","55824.37","6.933","364.0","24","1","115","23.45",
"1089586085","546325961","-948971902","55831.27","6.821","364.0","24","1","115","24.29",
"1089586086","546326293","-948972859","55838.3","6.839","364.0","24","1","115","24.29",
"1089586087","546326589","-948973820","55845.26","6.746","364.20000000000005","24","1","115","24.29",
"1089586088","546326902","-948974738","55851.71","6.774","364.20000000000005","24","1","115","24.29",
"1089586089","546327172","-948975734","55858.51","6.783","364.20000000000005","24","1","115","24.29",
"1089586090","546327457","-948976700","55865.19","6.83","364.4","24","1","115","24.29",
"1089586091","546327724","-948977697","55872.19","6.755","364.6","24","1","115","24.07",
"1089586092","546327939","-948978677","55879.08","6.55","364.6","24","1","115","24.07",
"1089586093","546328202","-948979690","55886.1","7.045","364.79999999999995","24","1","115","24.07",
"1089586094","546328472","-948980668","55892.85","7.045","364.79999999999995","24","1","115","24.07",
"1089586095","546328694","-948981706","55899.8","7.073","364.79999999999995","24","1","115","24.31",
"1089586096","546328939","-948982779","55907.06","7.138","365.0","24","1","115","24.31",
"1089586097","546329201","-948983902","55914.78","7.091","365.0","24","1","115","24.31",
"1089586098","546329387","-948985063","55922.44","7.203","365.20000000000005","24","1","115","24.31",
"1089586099","546329572","-948986243","55930.67","7.166","365.20000000000005","24","1","115","24.31",
"1089586100","546329714","-948987349","55938.01","7.054","365.20000000000005","24","1","115","24.08",
"1089586101","546329806","-948988435","55945.3","7.007","365.20000000000005","24","1","115","24.08",
"1089586102","546329892","-948989496","55952.29","6.895","365.4","24","1","116","24.08",
"1089586103","546329982","-948990475","55958.89","6.429","365.4","24","1","116","24.08",
"1089586104","546330053","-948991427","55964.98","6.42","365.6","24","1","116","24.08",
"1089586105","546330093","-948992430","55971.47","6.429","365.6","24","1","116","23.53",
"1089586106","546330139","-948993399","55977.95","6.28","366.0","24","1","117","23.53",
"1089586107","546330218","-948994309","55983.73","6.214","366.20000000000005","24","1","117","23.53",
"1089586108","546330234","-948995241","55989.65","5.99","366.4","24","1","117","23.53",
"1089586109","546330250","-948996150","55995.37","5.86","366.4","24","1","118","23.53",
"1089586110","546330210","-948997118","56001.69","5.832","366.4","24","1","118","23.17",
"1089586111","546330147","-948998068","56007.96","5.785","366.6","24","1","118","23.17",
"1089586112","546330132","-948998990","56014.01","5.72","366.6","24","1","119","23.17",
"1089586113","546330041","-948999925","56020.16","5.86","366.79999999999995","24","1","119","23.17",
"1089586114","546329991","-949000832","56026.23","5.748","366.79999999999995","24","1","119","23.17",
"1089586115","546329946","-949001716","56032.04","5.841","367.0","24","1","120","22.53",
"1089586116","546329886","-949002600","56037.77","5.925","367.20000000000005","24","1","120","22.53",
"1089586117","546329808","-949003534","56043.85","6.102","367.20000000000005","24","1","121","22.53",
"1089586118","546329781","-949004457","56049.91","6.009","367.4","24","1","121","22.53",
"1089586119","546329767","-949005350","56055.74","5.85","367.4","24","1","122","22.53",
"1089586120","546329785","-949006248","56061.54","5.813","367.4","24","1","122","22.11",
"1089586121","546329788","-949007191","56067.74","5.925","367.6","24","1","123","22.11",
"1089586122","546329769","-949008100","56073.65","5.972","367.6","24","1","123","22.11",
"1089586123","546329744","-949009018","56079.54","5.99","367.79999999999995","24","1","123","22.11",
"1089586124","546329697","-949009938","56085.64","5.869","367.79999999999995","24","1","123","22.11",
"1089586125","546329659","-949010823","56091.34","5.85","367.79999999999995","24","1","123","22.11",
"1089586126","546329606","-949011727","56097.22","5.822","368.0","24","1","123","23.79",
"1089586127","546329547","-949012614","56103.06","5.645","368.0","24","1","123","23.79",
"1089586128","546329526","-949013515","56109.03","5.654","368.0","24","1","124","23.79",
"1089586129","546329493","-949014398","56114.72","5.701","368.20000000000005","24","1","124","23.79",
"1089586130","546329460","-949015313","56120.66","5.738","368.20000000000005","24","1","124","23.79",
"1089586131","546329430","-949016222","56126.76","5.608","368.4","24","1","124","24.92",
"1089586132","546329393","-949017087","56132.5","5.645","368.6","24","1","123","24.92",
"1089586133","546329366","-949017921","56137.9","5.692","368.79999999999995","24","1","123","24.92",
"1089586134","546329327","-949018764","56143.38","5.645","369.0","24","1","123","24.92",
"1089586135","546329303","-949019613","56148.9","5.636","369.0","24","1","123","26.06",
"1089586136","546329280","-949020474","56154.34","5.673","369.20000000000005","24","1","123","26.06",
"1089586137","546329212","-949021352","56160.11","5.496","369.20000000000005","24","1","123","26.06",
"1089586138","546329151","-949022266","56166.12","5.682","369.20000000000005","24","1","123","26.06",
"1089586139","546329098","-949023173","56172.08","5.841","369.20000000000005","24","1","123","26.06",
"1089586140","546329047","-949024091","56178.01","6.018","369.4","24","1","123","26.43",
"1089586141","546329005","-949025086","56184.61","6.261","369.6","24","1","123","26.43",
"1089586142","546328984","-949026040","56190.81","6.42","369.6","24","1","123","26.43",
