record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.temperature[C],record.unknown,record.heart_rate[bpm],record.enhanced_respiration_rate[Breaths/min],
"1089577904","546542778","-950855654","0.0","0.588","311.0","28","0",,,
"1089577905","546542968","-950855381","0.07","0.0","311.0","28","1",,,
"1089577906","546543052","-950855392","0.93","0.0","311.0","28","0",,,
"1089577924","546542503","-950854096","0.93","1.717","310.79999999999995","29","1",,,
"1089577925","546542659","-950853925","2.37","1.959","311.0","28","1",,,
"1089577926","546542891","-950853833","3.84","2.193","311.0","29","1","69",,
"1089577927","546543034","-950853783","6.01","0.849","311.20000000000005","29","1","70",,
"1089577928","546543203","-950853593","8.03","1.67","311.20000000000005","29","1","71",,
"1089577929","546543328","-950853384","9.61","1.997","311.4","29","1","73",,
"1089577930","546543457","-950853183","11.39","1.959","311.4","29","1","75",,
"1089577931","546543579","-950852955","13.25","1.931","311.6","29","1","77",,
"1089577932","546543706","-950852722","15.08","2.034","311.6","29","1","78",,
"1089577933","546543819","-950852413","17.44","2.146","311.79999999999995","29","1","80","16.49",
"1089577934","546543882","-950852157","19.23","1.819","311.79999999999995","29","1","81","16.49",
"1089577935","546543967","-950851847","21.59","1.987","312.20000000000005","29","1","83","16.49",
"1089577936","546544048","-950851633","22.89","2.09","312.6","29","1","84","16.49",
"1089577937","546544112","-950851392","23.85","2.23","312.79999999999995","29","1","84","16.49",
"1089577938","546544166","-950851094","25.64","2.435","313.0","29","1","86","19.09",
"1089577939","546544114","-950850789","27.7","2.594","313.0","29","1","87","19.09",
"1089577940","546544067","-950850517","29.25","2.221","313.20000000000005","29","1","87","19.09",
"1089577941","546543988","-950850247","30.73","2.015","313.4","29","1","88","19.09",
"1089577942","546543921","-950849956","32.66","1.642","313.4","29","1","88","19.09",
"1089577943","546543853","-950849601","34.76","1.875","313.6","29","1","89","19.02",
"1089577944","546543765","-950849183","37.31","2.137","313.79999999999995","29","1","90","19.02",
"1089577945","546543623","-950848671","41.23","2.053","314.0","29","1","90","19.02",
"1089577946","546543491","-950848261","44.01","2.258","314.4","29","1","91","19.02",
"1089577947","546543371","-950847898","46.83","2.043","314.79999999999995","29","1","92","19.02",
"1089577948","546543244","-950847509","49.85","2.473","315.20000000000005","29","1","93","20.55",
"1089577949","546543076","-950847089","52.9","2.762","315.4","29","1","94","20.55",
"1089577950","546542894","-950846705","55.85","2.706","315.79999999999995","29","1","95","20.55",
"1089577951","546542679","-950846311","59.04","2.79","315.79999999999995","29","1","96","20.55",
"1089577952","546542413","-950845860","62.72","3.331","316.0","29","1","97","20.55",
"1089577953","546542159","-950845348","66.86","3.564","316.20000000000005","29","1","99","20.0",
"1089577954","546541861","-950844805","71.34","3.9","316.4","29","1","99","20.0",
"1089577955","546541580","-950844250","75.64","3.91","316.6","29","1","101","20.0",
"1089577956","546541275","-950843710","80.32","3.648","316.6","29","1","102","20.0",
"1089577957","546540987","-950843220","84.54","3.387","316.79999999999995","29","1","104","20.0",
"1089577958","546540743","-950842778","88.13","2.976","316.79999999999995","29","1","105","21.21",
"1089577959","546540520","-950842318","91.93","2.697","316.79999999999995","29","1","106","21.21",
"1089577960","546540297","-950841892","95.54","2.725","316.79999999999995","29","1","107","21.21",
"1089577961","546540144","-950841482","98.49","2.51","317.0","29","1","109","21.21",
"1089577962","546539939","-950841050","102.05","2.762","317.20000000000005","29","1","110","21.21",
"1089577963","546539745","-950840618","105.48","2.93","317.4","29","1","111","21.21",
"1089577964","546539561","-950840236","108.33","3.07","317.6","28","1","112","21.22",
"1089577965","546539312","-950839839","111.93","2.874","317.79999999999995","29","1","113","21.22",
"1089577966","546539103","-950839448","114.96","2.669","318.0","28","1","114","21.22",
"1089577967","546538916","-950839022","117.74","2.501","318.0","28","1","115","21.22",
"1089577968","546538716","-950838560","121.68","2.174","318.4","28","1","115","21.22",
"1089577969","546538519","-950838121","125.6","2.482","318.4","28","1","115","20.45",
"1089577970","546538367","-950837726","128.24","2.669","318.6","28","1","116","20.45",
"1089577971","546538178","-950837315","131.2","2.809","318.79999999999995","28","1","116","20.45",
"1089577972","546538077","-950836829","134.03","2.753","319.0","28","1","116","20.45",
"1089577973","546537928","-950836309","137.07","2.958","319.20000000000005","28","1","117","21.5",
"1089577974","546537751","-950835623","141.98","3.359","319.4","28","1","117","21.5",
"1089577975","546537629","-950834997","145.91","3.294","319.4","28","1","117","21.5",
"1089577976","546537506","-950834343","150.12","3.135","319.4","28","1","117","21.5",
"1089577977","546537350","-950833591","155.7","3.06","319.4","28","1","117","21.5",
"1089577978","546537361","-950832950","159.24","3.387","319.6","28","1","117","22.21",
"1089577979","546537405","-950832318","163.21","3.508","319.6","28","1","117","22.21",
"1089577980","546537417","-950831602","167.96","3.574","319.6","28","1","117","22.21",
"1089577981","546537537","-950830917","171.99","3.714","319.6","28","1","117","22.21",
"1089577982","546537648","-950830224","176.97","3.574","319.6","28","1","117","22.21",
"1089577983","546537765","-950829532","181.78","3.648","319.6","28","1","118","21.89",
"1089577984","546537931","-950828753","187.07","3.872","319.79999999999995","28","1","118","21.89",
"1089577985","546538114","-950828018","192.11","3.788","319.79999999999995","28","1","118","21.89",
"1089577986","546538314","-950827286","197.02","3.76","319.79999999999995","28","1","118","21.89",
"1089577987","546538532","-950826620","201.48","3.658","319.79999999999995","28","1","118","21.89",
"1089577988","546538800","-950825867","206.65","3.546","319.79999999999995","28","1","118","22.47",
"1089577989","546539117","-950825169","212.4","3.406","320.0","28","1","118","22.47",
"1089577990","546539407","-950824600","217.36","3.07","320.20000000000005","28","1","118","22.47",
"1089577991","546539653","-950824059","222.06","2.743","320.4","28","1","118","22.47",
"1089577992","546539913","-950823632","225.45","2.529","320.4","28","1","118","22.47",
"1089577993","546540191","-950823229","229.65","2.239","320.6","28","1","118","21.67",
"1089577994","546540409","-950822867","232.99","2.015","320.79999999999995","28","1","118","21.67",
"1089577995","546540601","-950822472","236.55","2.071","321.0","28","1","119","21.67",
"1089577996","546540804","-950822166","239.36","2.034","321.20000000000005","28","1","119","21.67",
"1089577997","546540985","-950821868","241.9","1.987","321.4","28","1","119","21.67",
"1089577998","546541184","-950821561","244.81","2.015","321.6","28","1","119","21.67",
"1089577999","546541327","-950821225","247.71","2.081","322.0","28","1","119","21.93",
"1089578000","546541470","-950820905","249.86","2.165","322.20000000000005","28","1","119","21.93",
"1089578001","546541631","-950820554","252.5","2.267","322.4","28","1","119","21.93",
"1089578002","546541779","-950820226","254.73","2.099","322.79999999999995","28","1","119","21.93",
"1089578003","546541962","-950819838","257.82","2.258","323.0","28","1","119","21.93",
"1089578004","546542186","-950819437","260.9","2.501","323.20000000000005","28","1","120","21.31",
"1089578005","546542443","-950818996","264.62","2.911","323.4","28","1","120","21.31",
"1089578006","546542679","-950818569","268.02","2.837","323.6","28","1","120","21.31",
"1089578007","546542954","-950818123","271.82","2.958","323.79999999999995","28","1","120","21.31",
"1089578008","546543199","-950817661","275.64","2.93","324.0","28","1","120","21.69",
"1089578009","546543489","-950817169","279.18","3.172","324.0","28","1","120","21.69",
"1089578010","546543796","-950816682","283.37","3.098","324.20000000000005","28","1","120","21.69",
"1089578011","546544119","-950816125","288.12","3.415","324.20000000000005","28","1","120","21.69",
"1089578012","546544444","-950815536","292.57","3.62","324.20000000000005","28","1","120","21.69",
"1089578013","546544849","-950814857","297.87","4.227","324.20000000000005","28","1","119","21.94",
"1089578014","546545289","-950814073","303.6","4.768","324.20000000000005","28","1","119","21.94",
"1089578015","546545649","-950813189","309.76","5.3","324.20000000000005","28","1","119","21.94",
"1089578016","546546090","-950812059","318.47","6.466","324.0","28","1","118","21.94",
"1089578017","546546301","-950811107","324.54","6.531","324.0","28","1","118","21.94",
"1089578018","546546479","-950809874","333.38","6.746","323.79999999999995","28","1","117","21.71",
"1089578019","546546514","-950808693","340.73","7.259","323.4","28","1","117","21.71",
"1089578020","546546559","-950807408","349.4","7.521","323.0","28","1","116","21.71",
"1089578021","546546706","-950806086","358.37","7.679","322.79999999999995","28","1","115","21.71",
"1089578022","546547040","-950804707","367.48","8.108","322.20000000000005","28","1","114","21.71",
"1089578023","546547658","-950803322","377.95","8.706","321.4","28","1","114","21.56",
"1089578024","546548454","-950801918","390.16","9.219","320.79999999999995","28","1","113","21.56",
"1089578025","546549270","-950800520","402.51","9.975","320.0","28","1","112","21.56",
"1089578026","546550080","-950799186","414.45","10.189","319.4","28","1","111","21.56",
"1089578027","546550827","-950797869","425.8","10.152","318.79999999999995","28","1","110","21.56",
"1089578028","546551589","-950796632","436.75","9.928","318.0","28","1","108","21.46",
"1089578029","546552315","-950795435","447.05","9.48","317.20000000000005","28","1","108","21.46",
"1089578030","546553046","-950794230","457.84","9.293","316.4","28","1","106","21.46",
"1089578031","546553733","-950793053","467.89","9.107","316.4","28","1","105","21.46",
"1089578032","546554447","-950791892","477.89","9.135","316.20000000000005","28","1","104","21.46",
"1089578033","546555139","-950790862","487.21","8.594","315.79999999999995","28","1","103","21.0",
"1089578034","546555896","-950789793","496.94","8.64","315.6","28","1","103","21.0",
"1089578035","546556631","-950788848","506.31","8.463","315.4","28","1","102","21.0",
"1089578036","546557394","-950788011","515.39","8.146","315.20000000000005","28","1","101","21.0",
"1089578037","546558162","-950787184","524.14","7.987","315.20000000000005","28","1","101","21.0",
"1089578038","546558839","-950786466","531.94","6.989","315.0","28","1","101","21.0",
"1089578039","546559543","-950785787","540.02","6.681","314.79999999999995","28","1","100","20.3",
"1089578040","546560184","-950785162","547.42","6.345","314.79999999999995","28","1","99","20.3",
"1089578041","546560777","-950784689","553.91","5.832","314.79999999999995","28","1","99","20.3",
"1089578042","546561320","-950784269","559.73","5.141","314.79999999999995","28","1","98","20.3",
"1089578043","546561923","-950783698","566.19","5.813","314.79999999999995","28","1","98","20.3",
"1089578044","546562494","-950783163","572.45","5.71","315.0","28","1","97","19.83",
"1089578045","546563039","-950782626","578.29","5.421","315.20000000000005","28","1","97","19.83",
"1089578046","546563601","-950781993","584.46","5.542","315.4","28","1","97","19.83",
"1089578047","546564237","-950781315","591.12","6.018","315.4","28","1","97","19.83",
"1089578048","546564937","-950780601","598.51","6.196","315.4","28","1","97","19.83",
"1089578049","546565688","-950779837","606.25","6.634","315.4","28","1","98","21.49",
"1089578050","546566374","-950779160","613.74","6.634","315.4","28","1","99","21.49",
"1089578051","546567192","-950778401","622.93","6.877","315.4","28","1","100","21.49",
"1089578052","546567978","-950777648","632.22","6.774","315.20000000000005","28","1","101","21.49",
"1089578053","546568688","-950776925","640.81","6.27","315.20000000000005","28","1","101","21.02",
"1089578054","546569317","-950776136","648.88","6.093","315.0","28","1","102","21.02",
"1089578055","546569872","-950775157","656.95","6.466","315.0","28","1","102","21.02",
"1089578056","546570302","-950774056","664.97","6.821","315.0","28","1","102","21.02",
"1089578057","546570533","-950772953","673.18","6.625","314.79999999999995","28","1","102","21.02",
"1089578058","546570765","-950771844","680.92","6.662","314.79999999999995","28","1","102","21.02",
"1089578059","546570928","-950770802","687.89","6.382","314.6","28","1","101","20.7",
"1089578060","546571067","-950769716","694.46","6.205","314.6","28","1","101","20.7",
"1089578061","546571241","-950768573","701.56","6.093","314.4","28","1","100","20.7",
"1089578062","546571464","-950767313","709.9","6.149","314.4","28","1","100","20.7",
"1089578063","546571769","-950766106","719.25","5.524","314.4","28","1","100","22.46",
"1089578064","546572044","-950765117","726.93","5.291","314.4","28","1","100","22.46",
"1089578065","546572283","-950764278","732.91","4.88","314.4","28","1","100","22.46",
"1089578066","546572527","-950763403","739.24","4.964","314.4","28","1","100","22.46",
"1089578067","546572837","-950762591","745.21","5.169","314.4","28","1","100","22.46",
"1089578068","546573122","-950761817","750.85","5.001","314.79999999999995","28","1","101","22.85",
"1089578069","546573439","-950761057","756.43","4.852","315.0","28","1","101","22.85",
"1089578070","546573784","-950760253","762.54","4.917","315.20000000000005","28","1","101","22.85",
"1089578071","546574093","-950759460","768.9","5.001","315.4","28","1","102","22.85",
"1089578072","546574426","-950758728","774.32","5.104","315.4","28","1","103","22.85",
"1089578073","546574734","-950758039","778.85","4.656","315.6","28","1","104","22.85",
"1089578074","546575035","-950757237","784.5","4.516","315.6","28","1","105","23.11",
"1089578075","546575389","-950756366","790.33","4.563","316.0","28","1","106","23.11",
"1089578076","546575811","-950755406","798.01","4.88","316.20000000000005","28","1","107","23.11",
"1089578077","546576228","-950754414","805.25","5.598","316.20000000000005","28","1","108","23.11",
"1089578078","546576651","-950753395","812.63","6.102","316.20000000000005","28","1","108","23.11",
"1089578079","546577077","-950752369","820.74","6.158","316.20000000000005","28","1","109","24.85",
"1089578080","546577433","-950751376","828.22","6.13","316.20000000000005","28","1","109","24.85",
"1089578081","546577828","-950750360","835.89","6.27","316.20000000000005","28","1","110","24.85",
"1089578082","546578185","-950749279","843.14","6.503","316.0","28","1","110","24.85",
"1089578083","546578439","-950748113","850.92","6.326","316.0","28","1","111","24.85",
"1089578084","546578713","-950746882","859.95","6.671","315.79999999999995","28","1","111","24.85",
"1089578085","546578957","-950745754","867.95","6.373","315.79999999999995","28","1","112","26.02",
"1089578086","546579197","-950744735","875.67","5.71","315.79999999999995","28","1","112","26.02",
"1089578087","546579411","-950743639","883.12","6.009","315.79999999999995","28","1","112","26.02",
"1089578088","546579604","-950742542","890.53","6.065","315.79999999999995","28","1","112","26.02",
"1089578089","546579805","-950741466","897.84","6.018","315.79999999999995","28","1","113","26.02",
"1089578090","546579907","-950740431","905.05","5.57","316.0","28","1","113","26.4",
"1089578091","546579945","-950739476","911.38","5.253","316.0","28","1","113","26.4",
"1089578092","546579951","-950738557","917.36","5.001","316.0","28","1","113","26.4",
"1089578093","546579924","-950737713","922.86","4.507","316.20000000000005","28","1","113","26.4",
"1089578094","546579823","-950736937","928.02","4.087","316.20000000000005","28","1","114","27.05",
"1089578095","546579771","-950736125","933.37","4.143","316.4","28","1","114","27.05",
"1089578096","546579703","-950735456","937.46","3.62","316.4","28","1","114","27.05",
"1089578097","546579687","-950734689","942.28","3.546","316.4","28","1","115","27.05",
"1089578098","546579747","-950733914","947.22","3.648","316.6","28","1","115","27.05",
"1089578099","546579819","-950733107","952.21","3.695","317.0","28","1","115","25.51",
"1089578100","546579914","-950732223","957.75","4.18","317.4","28","1","116","25.51",
"1089578101","546580088","-950731205","964.47","4.684","317.6","28","1","116","25.51",
"1089578102","546580293","-950730331","970.77","4.572","318.0","28","1","117","25.51",
"1089578103","546580516","-950729448","976.06","5.095","318.0","28","1","117","25.51",
"1089578104","546580764","-950728409","983.34","5.337","318.0","28","1","118","26.46",
"1089578105","546580992","-950727460","989.64","5.356","318.0","28","1","118","26.46",
"1089578106","546581222","-950726479","996.83","5.561","318.0","28","1","118","26.46",
"1089578107","546581564","-950725400","1004.89","6.121","318.20000000000005","28","1","119","26.46",
"1089578108","546581959","-950724359","1012.97","6.056","318.20000000000005","28","1","119","26.46",
"1089578109","546582359","-950723362","1020.71","6.308","318.20000000000005","28","1","119","27.87",
"1089578110","546582737","-950722387","1028.19","6.233","318.20000000000005","28","1","119","27.87",
"1089578111","546583150","-950721407","1035.06","6.587","318.20000000000005","28","1","119","27.87",
"1089578112","546583602","-950720379","1043.01","6.905","318.20000000000005","28","1","119","27.87",
"1089578113","546584040","-950719296","1051.52","7.175","318.20000000000005","27","1","119","27.87",
"1089578114","546584500","-950718189","1059.33","7.754","318.20000000000005","28","1","119","27.24",
"1089578115","546585061","-950716932","1069.27","8.444","318.0","28","1","119","27.24",
"1089578116","546585693","-950715735","1078.4","8.985","318.0","28","1","119","27.24",
"1089578117","546586436","-950714498","1088.84","9.275","317.79999999999995","28","1","118","27.24",
"1089578118","546587195","-950713329","1099.49","9.191","317.6","28","1","118","27.24",
"1089578119","546588055","-950712162","1111.08","9.349","317.20000000000005","28","1","118","26.43",
"1089578120","546588944","-950711176","1121.67","9.611","316.79999999999995","28","1","118","26.43",
"1089578121","546589866","-950710182","1132.98","9.779","316.4","27","1","118","26.43",
"1089578122","546590785","-950709248","1143.41","10.245","316.0","28","1","118","26.43",
"1089578123","546591808","-950708152","1155.22","10.926","315.6","27","1","118","26.43",
"1089578124","546592814","-950707125","1166.38","10.992","315.4","27","1","117","26.43",
"1089578125","546593817","-950706117","1177.4","10.87","314.79999999999995","27","1","117","26.67",
"1089578126","546594791","-950705059","1189.17","9.891","314.0","27","1","117","26.67",
"1089578127","546595685","-950704090","1200.05","9.004","313.0","28","1","117","26.67",
"1089578128","546596472","-950703267","1209.57","8.062","312.0","27","1","117","26.67",
"1089578129","546597189","-950702486","1218.39","7.39","311.6","27","1","116","26.67",
"1089578130","546597835","-950701737","1226.24","7.381","311.4","27","1","116","27.23",
"1089578131","546598388","-950701013","1233.18","6.961","311.4","27","1","116","27.23",
"1089578132","546598941","-950700329","1240.21","6.681","311.4","27","1","116","27.23",
"1089578133","546599432","-950699699","1246.56","6.084","311.4","27","1","115","27.23",
"1089578134","546599848","-950699068","1252.47","5.748","311.6","27","1","115","27.23",
"1089578135","546600257","-950698338","1258.2","6.364","311.79999999999995","27","1","115","28.78",
"1089578136","546600689","-950697622","1263.79","6.559","312.20000000000005","27","1","114","28.78",
"1089578137","546601142","-950696811","1270.37","6.587","312.4","27","1","114","28.78",
"1089578138","546601653","-950696021","1276.97","6.541","312.4","27","1","114","28.78",
"1089578139","546602216","-950695128","1284.71","6.765","312.4","27","1","114","28.78",
"1089578140","546602780","-950694273","1292.42","6.849","312.4","27","1","114","29.03",
"1089578141","546603348","-950693426","1299.72","6.802","312.4","27","1","113","29.03",
"1089578142","546603999","-950692587","1307.77","6.905","312.20000000000005","27","1","113","29.03",
"1089578143","546604719","-950691814","1316.18","6.849","312.20000000000005","27","1","113","29.03",
"1089578144","546605471","-950691122","1324.83","6.821","312.0","27","1","113","29.98",
"1089578145","546606163","-950690633","1332.47","6.401","312.0","27","1","113","29.98",
"1089578146","546606789","-950690238","1339.1","5.99","312.0","27","1","113","29.98",
"1089578147","546607399","-950689858","1345.31","5.981","312.0","27","1","113","29.98",
"1089578148","546608035","-950689560","1351.65","6.102","312.0","27","1","112","29.98",
"1089578149","546608675","-950689356","1357.87","6.093","312.0","27","1","112","28.65",
"1089578150","546609302","-950689154","1363.99","6.037","312.0","27","1","112","28.65",
"1089578151","546609879","-950688938","1369.48","5.524","312.20000000000005","27","1","112","28.65",
"1089578152","546610490","-950688644","1375.71","5.71","312.4","27","1","112","28.65",
"1089578153","546611151","-950688314","1382.14","6.448","312.6","27","1","113","28.65",
"1089578154","546611833","-950687957","1388.66","6.811","312.79999999999995","27","1","113","26.97",
"1089578155","546612572","-950687594","1396.11","7.129","312.79999999999995","27","1","113","26.97",
"1089578156","546613263","-950687201","1403.18","6.914","312.79999999999995","27","1","113","26.97",
"1089578157","546613971","-950686780","1410.14","7.007","312.79999999999995","27","1","113","26.97",
"1089578158","546614699","-950686394","1417.56","6.849","312.6","27","1","114","26.97",
"1089578159","546615416","-950685933","1424.82","7.035","312.6","27","1","114","27.43",
"1089578160","546616137","-950685313","1432.33","7.362","312.4","27","1","114","27.43",
"1089578161","546616847","-950684603","1439.86","7.651","312.0","27","1","114","27.43",
"1089578162","546617574","-950683715","1448.56","7.959","311.79999999999995","27","1","115","27.43",
"1089578163","546618223","-950682724","1457.51","7.94","311.79999999999995","27","1","115","27.43",
"1089578164","546618791","-950681532","1466.48","8.556","311.6","27","1","115","27.43",
"1089578165","546619320","-950680307","1475.78","8.65","311.4","27","1","115","27.34",
"1089578166","546619744","-950679016","1484.79","8.687","311.20000000000005","27","1","115","27.34",
"1089578167","546620142","-950677697","1493.61","8.734","311.0","27","1","116","27.34",
"1089578168","546620447","-950676207","1503.72","8.883","310.79999999999995","27","1","116","27.34",
"1089578169","546620589","-950674786","1513.27","8.547","310.6","27","1","116","27.34",
"1089578170","546620612","-950673423","1522.24","8.435","310.6","27","1","116","27.67",
"1089578171","546620580","-950672123","1530.83","7.978","310.6","27","1","116","27.67",
"1089578172","546620557","-950670901","1539.08","7.474","310.4","27","1","117","27.67",
"1089578173","546620495","-950669784","1546.67","7.017","310.4","27","1","117","27.67",
"1089578174","546620487","-950668741","1553.03","6.746","310.4","27","1","117","27.67",
"1089578175","546620473","-950667753","1559.25","6.14","310.4","27","1","117","28.29",
"1089578176","546620504","-950666720","1565.87","5.701","310.4","27","1","117","28.29",
"1089578177","546620596","-950665583","1574.07","5.785","310.6","27","1","117","28.29",
"1089578178","546620681","-950664624","1580.72","5.804","310.79999999999995","27","1","117","28.29",
"1089578179","546620820","-950663734","1586.51","5.738","311.0","27","1","117","28.29",
"1089578180","546620996","-950662849","1592.25","5.542","311.20000000000005","27","1","117","26.73",
"1089578181","546621218","-950661929","1598.9","5.533","311.6","27","1","118","26.73",
"1089578182","546621497","-950661132","1604.89","5.486","311.79999999999995","27","1","118","26.73",
"1089578183","546621847","-950660474","1610.45","5.253","311.79999999999995","27","1","118","26.73",
"1089578184","546622237","-950659904","1615.68","5.188","311.79999999999995","27","1","118","26.73",
"1089578185","546622642","-950659437","1620.67","4.871","312.0","27","1","118","25.7",
"1089578186","546623035","-950658968","1624.94","4.749","312.20000000000005","27","1","118","25.7",
"1089578187","546623479","-950658444","1630.21","4.721","312.4","27","1","118","25.7",
"1089578188","546623921","-950657920","1635.34","4.721","312.4","27","1","119","25.7",
"1089578189","546624372","-950657527","1640.42","4.236","312.4","27","1","119","25.7",
"1089578190","546624880","-950657207","1645.99","4.441","312.4","27","1","119","25.79",
"1089578191","546625349","-950656805","1651.31","4.787","312.4","27","1","119","25.79",
"1089578192","546625810","-950656468","1656.27","4.917","312.0","27","1","119","25.79",
"1089578193","546626260","-950656168","1661.4","4.899","312.0","27","1","120","25.79",
"1089578194","546626519","-950655833","1664.86","3.854","312.0","27","1","120","25.07",
"1089578195","546626858","-950655506","1669.07","4.217","312.0","27","1","120","25.07",
"1089578196","546627211","-950655277","1673.33","4.068","312.0","27","1","120","25.07",
"1089578197","546627574","-950655011","1676.81","4.572","312.20000000000005","27","1","120","25.07",
"1089578198","546628001","-950654713","1680.73","5.253","312.79999999999995","27","1","120","25.07",
"1089578199","546628428","-950654394","1684.57","5.244","313.20000000000005","27","1","120","24.98",
"1089578200","546628935","-950654036","1689.73","5.225","313.6","27","1","120","24.98",
"1089578201","546629452","-950653626","1695.36","5.272","313.79999999999995","27","1","120","24.98",
"1089578202","546629939","-950653222","1700.32","5.281","314.20000000000005","27","1","121","24.98",
"1089578203","546630427","-950652799","1705.28","5.356","314.20000000000005","27","1","121","24.98",
"1089578204","546630927","-950652335","1710.5","5.356","314.20000000000005","27","1","121","24.53",
"1089578205","546631401","-950651950","1715.12","4.693","314.20000000000005","27","1","121","24.53",
"1089578206","546631908","-950651492","1719.97","4.721","314.4","27","1","121","24.53",
"1089578207","546632478","-950651031","1726.09","4.768","314.4","27","1","121","24.53",
"1089578208","546633067","-950650495","1732.63","5.197","314.6","27","1","121","24.53",
"1089578209","546633593","-950649980","1738.73","5.281","314.6","27","1","121","24.53",
"1089578210","546634085","-950649471","1744.9","5.141","315.0","27","1","121","24.22",
"1089578211","546634540","-950648955","1750.26","5.225","315.4","27","1","121","24.22",
"1089578212","546634993","-950648375","1755.93","5.598","315.4","27","1","120","24.22",
"1089578213","546635362","-950647664","1761.45","5.477","315.4","27","1","120","24.22",
"1089578214","546635653","-950646844","1767.05","5.514","315.4","27","1","120","24.22",
"1089578215","546635933","-950645950","1773.22","5.645","315.4","27","1","119","24.42",
"1089578216","546636141","-950645036","1779.52","5.71","315.6","27","1","119","24.42",
"1089578217","546636309","-950644098","1785.85","5.85","315.6","27","1","119","24.42",
"1089578218","546636452","-950643109","1792.7","6.065","315.79999999999995","27","1","119","24.42",
"1089578219","546636642","-950642158","1798.76","6.112","315.79999999999995","27","1","119","24.42",
"1089578220","546636818","-950641150","1805.62","6.27","315.79999999999995","27","1","119","24.15",
"1089578221","546636984","-950640108","1812.72","6.485","315.79999999999995","27","1","119","24.15",
"1089578222","546637139","-950639083","1819.85","6.634","315.79999999999995","27","1","119","24.15",
"1089578223","546637294","-950638080","1826.46","6.699","315.79999999999995","27","1","120","24.15",
"1089578224","546637472","-950637067","1833.4","6.727","315.79999999999995","27","1","120","24.15",
"1089578225","546637685","-950636101","1839.95","6.597","315.79999999999995","27","1","120","23.58",
"1089578226","546637915","-950635073","1846.99","6.587","315.79999999999995","27","1","120","23.58",
"1089578227","546638164","-950634074","1853.65","6.485","316.0","27","1","120","23.58",
"1089578228","546638450","-950633009","1861.2","6.42","316.0","27","1","119","23.58",
"1089578229","546638725","-950631943","1869.05","6.298","316.0","27","1","119","25.17",
"1089578230","546638966","-950631002","1875.45","6.186","316.0","27","1","119","25.17",
"1089578231","546639246","-950630025","1882.48","6.065","316.20000000000005","27","1","119","25.17",
"1089578232","546639518","-950629128","1889.09","5.841","316.4","27","1","119","25.17",
"1089578233","546639804","-950628316","1895.12","5.729","316.4","27","1","119","25.17",
"1089578234","546640070","-950627536","1900.95","5.458","316.6","27","1","119","26.62",
"1089578235","546640295","-950626803","1906.07","5.225","316.79999999999995","27","1","119","26.62",
"1089578236","546640554","-950626065","1911.4","5.197","316.79999999999995","27","1","119","26.62",
"1089578237","546640784","-950625337","1916.92","4.852","317.20000000000005","27","1","119","26.62",
"1089578238","546640977","-950624671","1921.54","4.815","317.79999999999995","27","1","119","26.62",
"1089578239","546641171","-950623971","1926.33","4.843","318.0","27","1","119","27.59",
"1089578240","546641417","-950623234","1931.71","5.057","318.0","27","1","119","27.59",
"1089578241","546641653","-950622548","1936.64","4.983","318.0","27","1","119","27.59",
"1089578242","546641883","-950621850","1941.78","4.927","318.0","27","1","119","27.59",
"1089578243","546642126","-950621169","1946.79","4.973","318.0","27","1","119","27.59",
"1089578244","546642355","-950620521","1951.52","4.861","318.0","27","1","119","28.63",
"1089578245","546642547","-950619843","1956.29","4.871","318.20000000000005","27","1","119","28.63",
"1089578246","546642726","-950619182","1960.91","4.889","318.20000000000005","27","1","120","28.63",
"1089578247","546642938","-950618452","1965.92","5.309","318.4","27","1","120","28.63",
"1089578248","546643125","-950617746","1970.7","5.104","318.6","27","1","120","28.63",
"1089578249","546643334","-950616986","1975.98","5.235","318.79999999999995","27","1","120","28.63",
"1089578250","546643532","-950616130","1982.05","5.496","318.79999999999995","27","1","120","27.35",
"1089578251","546643698","-950615300","1987.62","5.664","319.0","27","1","120","27.35",
"1089578252","546643861","-950614424","1993.58","5.85","319.20000000000005","27","1","120","27.35",
"1089578253","546644012","-950613554","1999.55","5.962","319.20000000000005","27","1","120","27.35",
"1089578254","546644141","-950612689","2005.08","6.158","319.20000000000005","27","1","120","27.35",
"1089578255","546644244","-950611730","2011.27","6.205","319.20000000000005","27","1","120","27.68",
"1089578256","546644341","-950610724","2017.88","6.27","319.20000000000005","27","1","120","27.68",
"1089578257","546644402","-950609682","2024.89","6.354","319.20000000000005","27","1","120","27.68",
"1089578258","546644456","-950608704","2031.3","6.401","319.20000000000005","27","1","121","27.68",
"1089578259","546644505","-950607716","2037.81","6.42","319.20000000000005","27","1","121","27.68",
"1089578260","546644554","-950606726","2044.21","6.466","319.20000000000005","27","1","121","27.12",
"1089578261","546644624","-950605749","2050.65","6.401","319.20000000000005","27","1","121","27.12",
"1089578262","546644675","-950604784","2057.03","6.354","319.20000000000005","27","1","121","27.12",
"1089578263","546644736","-950603855","2063.15","6.242","319.20000000000005","27","1","121","27.12",
"1089578264","546644838","-950602939","2069.26","6.205","319.4","27","1","120","27.12",
"1089578265","546644950","-950602051","2075.08","6.121","319.4","27","1","120","27.92",
"1089578266","546645074","-950601174","2080.88","6.018","319.6","27","1","120","27.92",
"1089578267","546645200","-950600305","2086.65","6.018","319.6","27","1","120","27.92",
