record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],
"1087931861","567665879","-628907248","5.74","5.104","43.39999999999998","65","26","65",,,
"1087931862","567666134","-628906460","11.21","5.235","43.39999999999998","67","27","67",,,
"1087931863","567666444","-628905704","16.74","5.393","43.39999999999998","68","26","68",,,
"1087931864","567666772","-628904962","22.34","5.43","43.60000000000002","71","27","71",,,
"1087931865","567667101","-628904193","28.04","5.542","43.60000000000002","73","26","73",,,
"1087931866","567667466","-628903457","33.82","5.589","43.799999999999955","75","27","75","17.72",,
"1087931867","567667837","-628902737","39.51","5.682","43.799999999999955","78","26","78","17.72",,
"1087931868","567668220","-628901992","45.44","5.804","43.799999999999955","79","26","79","17.72",,
"1087931869","567668604","-628901278","51.12","5.822","43.799999999999955","82","26","82","17.72",,
"1087931870","567668988","-628900531","57.05","5.804","43.799999999999955","82","27","82","17.72",,
"1087931871","567669396","-628899811","63.12","5.841","44.0","84","26","84","18.31",,
"1087931872","567669762","-628899106","68.72","5.841","44.0","85","26","85","18.31",,
"1087931873","567670100","-628898378","74.16","5.822","44.0","86","26","86","18.31",,
"1087931874","567670486","-628897673","79.82","5.729","44.0","86","26","86","18.31",,
"1087931875","567670886","-628896989","85.6","5.533","44.0","86","26","86","18.31",,
"1087931876","567671213","-628896276","91.16","5.291","44.0","87","26","87","17.72",,
"1087931877","567671583","-628895717","96.05","5.076","44.0","86","26","86","17.72",,
"1087931878","567671929","-628895162","100.88","4.749","44.0","86","26","86","17.72",,
"1087931879","567672215","-628894628","105.13","4.395","44.200000000000045","86","26","86","17.72",,
"1087931880","567672437","-628894209","108.51","3.368","44.200000000000045","86","26","86","17.72",,
"1087931881","567672598","-628893913","110.94","2.37","44.200000000000045","86","26","86","17.72",,
"1087931882","567672679","-628893595","112.95","2.286","44.39999999999998","86","26","86","17.72",,
"1087931883","567672699","-628893083","116.0","3.34","44.39999999999998","86","26","86","17.72",,
"1087931884","567672537","-628892483","119.94","4.264","44.200000000000045","86","26","86","17.72",,
"1087931885","567672190","-628891915","124.55","5.067","44.200000000000045","86","26","86","17.72",,
"1087931886","567671704","-628891322","130.44","5.832","44.200000000000045","87","26","87","18.11",,
"1087931887","567671237","-628890713","136.38","5.916","44.0","87","26","87","18.11",,
"1087931888","567670755","-628890116","142.25","6.196","44.0","88","26","88","18.11",,
"1087931889","567670217","-628889503","148.43","6.625","43.60000000000002","90","26","90","18.11",,
"1087931890","567669615","-628888827","155.47","6.951","43.39999999999998","90","26","90","18.11",,
"1087931891","567668989","-628888142","162.72","7.185","43.39999999999998","92","26","92","18.37",,
"1087931892","567668345","-628887449","170.24","7.306","43.0","93","26","93","18.37",,
"1087931893","567667729","-628886727","177.6","7.409","43.0","94","26","94","18.37",,
"1087931894","567667109","-628886036","184.73","7.39","42.799999999999955","96","26","96","18.37",,
"1087931895","567666453","-628885333","192.2","7.437","42.60000000000002","97","26","97","18.37",,
"1087931896","567665954","-628884413","199.42","7.409","42.39999999999998","98","26","98","18.55",,
"1087931897","567665734","-628883256","206.81","7.409","42.200000000000045","99","26","99","18.55",,
"1087931898","567665794","-628882031","214.53","7.343","41.799999999999955","100","26","100","18.55",,
"1087931899","567666007","-628880882","222.02","7.325","41.799999999999955","100","26","100","18.55",,
"1087931900","567666308","-628879764","229.62","7.446","41.799999999999955","100","26","100","18.55",,
"1087931901","567666620","-628878686","237.01","7.409","41.799999999999955","101","26","101","18.66",,
"1087931902","567666989","-628877661","244.39","7.362","41.799999999999955","101","26","101","18.66",,
"1087931903","567667391","-628876702","251.47","7.325","41.799999999999955","101","26","101","18.66",,
"1087931904","567667840","-628875749","258.82","7.343","41.60000000000002","100","26","100","18.66",,
"1087931905","567668310","-628874864","265.93","7.241","41.60000000000002","100","26","100","18.66",,
"1087931906","567668817","-628873992","273.15","7.399","41.200000000000045","100","26","100","21.1",,
"1087931907","567669310","-628873072","280.42","7.549","41.200000000000045","100","26","100","21.1",,
"1087931908","567669823","-628872066","288.22","7.791","41.0","100","26","100","21.1",,
"1087931909","567670360","-628871016","296.74","7.894","40.799999999999955","100","26","100","21.1",,
"1087931910","567670890","-628869986","304.79","8.062","40.799999999999955","100","26","100","21.1",,
"1087931911","567671450","-628868927","313.27","8.127","40.799999999999955","100","26","100","20.76",,
"1087931912","567672008","-628867909","321.62","7.987","40.60000000000002","100","26","100","20.76",,
"1087931913","567672529","-628866897","329.63","7.959","40.39999999999998","100","26","100","20.76",,
"1087931914","567673059","-628865869","337.75","8.034","40.200000000000045","100","26","100","20.76",,
"1087931915","567673595","-628864854","345.94","7.959","39.799999999999955","100","26","100","20.76",,
"1087931916","567674145","-628863893","353.91","7.959","39.60000000000002","100","26","100","21.32",,
"1087931917","567674677","-628862947","361.82","7.838","39.60000000000002","100","26","100","21.32",,
"1087931918","567675165","-628862039","369.07","7.754","39.60000000000002","100","26","100","21.32",,
"1087931919","567675648","-628861087","376.4","7.716","39.39999999999998","100","26","100","21.32",,
"1087931920","567676149","-628860096","384.1","7.735","39.39999999999998","100","26","100","21.32",,
"1087931921","567676675","-628859097","392.16","7.679","39.39999999999998","100","26","100","23.27",,
"1087931922","567677176","-628858100","399.98","7.707","39.39999999999998","100","26","100","23.27",,
"1087931923","567677652","-628857080","407.73","7.651","39.60000000000002","100","26","100","23.27",,
"1087931924","567678113","-628856031","415.61","7.614","39.60000000000002","100","26","100","23.27",,
"1087931925","567678533","-628854938","423.61","7.605","39.60000000000002","100","26","100","23.27",,
"1087931926","567678898","-628853843","431.38","7.577","39.799999999999955","101","26","101","24.57",,
"1087931927","567679221","-628852745","438.94","7.623","40.0","101","26","101","24.57",,
"1087931928","567679548","-628851688","446.27","7.446","40.0","101","26","101","24.57",,
"1087931929","567679864","-628850668","453.16","7.203","40.200000000000045","101","26","101","24.57",,
"1087931930","567680151","-628849755","459.52","6.037","40.200000000000045","101","26","101","24.57",,
"1087931931","567680348","-628849059","464.37","4.301","40.39999999999998","101","26","101","26.22",,
"1087931932","567680450","-628848536","467.82","3.07","40.39999999999998","101","26","101","26.22",,
"1087931933","567680425","-628848098","470.61","2.594","40.39999999999998","100","26","100","26.22",,
"1087931934","567680259","-628847716","473.21","3.088","40.39999999999998","100","26","100","26.22",,
"1087931935","567679904","-628847394","476.88","4.143","40.39999999999998","99","26","99","26.22",,
"1087931936","567679433","-628846990","481.91","5.141","40.39999999999998","99","26","99","26.93",,
"1087931937","567678851","-628846527","487.96","6.317","40.39999999999998","98","26","98","26.93",,
"1087931938","567678223","-628845970","494.88","6.867","40.39999999999998","97","26","97","26.93",,
"1087931939","567677560","-628845535","501.71","6.961","40.200000000000045","97","26","97","26.93",,
"1087931940","567676890","-628845105","508.73","7.157","39.799999999999955","97","26","97","26.93",,
"1087931941","567676230","-628844663","515.28","7.353","39.799999999999955","97","26","97","25.04",,
"1087931942","567675523","-628844246","522.26","7.297","39.60000000000002","97","25","97","25.04",,
"1087931943","567674817","-628843864","529.05","7.026","39.39999999999998","97","25","97","25.04",,
"1087931944","567674091","-628843438","536.27","6.755","39.200000000000045","98","25","98","25.04",,
"1087931945","567673410","-628842959","543.09","6.485","39.0","98","25","98","25.04",,
"1087931946","567672893","-628842188","549.58","6.392","38.60000000000002","99","25","99","26.14",,
"1087931947","567672725","-628841169","556.08","6.214","38.39999999999998","99","25","99","26.14",,
"1087931948","567672940","-628840174","562.39","6.587","38.0","99","25","99","26.14",,
"1087931949","567673364","-628839356","568.82","6.55","38.0","99","25","99","26.14",,
"1087931950","567673871","-628838648","575.47","6.625","37.60000000000002","98","25","98","26.14",,
"1087931951","567674390","-628838042","581.54","6.699","37.39999999999998","98","25","98","26.87",,
"1087931952","567674959","-628837527","587.46","6.643","37.200000000000045","97","25","97","26.87",,
"1087931953","567675639","-628837167","594.34","6.569","37.0","96","25","96","26.87",,
"1087931954","567676298","-628836900","600.8","6.606","36.799999999999955","96","25","96","26.87",,
"1087931955","567676916","-628836615","606.57","6.494","36.799999999999955","95","25","95","26.87",,
"1087931956","567677586","-628836297","613.14","6.392","37.0","95","25","95","25.0",,
"1087931957","567678233","-628835959","619.67","6.224","37.0","95","25","95","25.0",,
"1087931958","567678850","-628835682","625.57","6.186","37.200000000000045","95","25","95","25.0",,
