record.timestamp[s],record.distance[m],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.position_lat[semicircles],record.position_long[semicircles],record.enhanced_speed[m/s],record.enhanced_respiration_rate[Breaths/min],
"1084477266","0.0","188.20000000000005","75","23","75",,,,,,
"1084477267","0.0","190.39999999999998","75","23","75",,,,,,
"1084477268","0.0","190.60000000000002","75","22","75","567663637","-628912639","3.256",,,
"1084477269","0.0","190.60000000000002","75","22","75","567663637","-628912639","3.256",,,
"1084477270","0.0","190.60000000000002","75","22","75","567663868","-628913937","2.566",,,
"1084477271","0.0","191.0","75","22","75","567664375","-628913994","3.191","18.9",,
"1084477272","3.98","191.60000000000002","75","22","75","567664705","-628913572","3.555","18.9",,
"1084477273","7.63","192.0","75","22","75","567664993","-628913108","4.059","18.9",,
"1084477274","10.39","192.60000000000002","75","22","75","567665347","-628912931","3.611","18.9",,
"1084477275","13.95","192.60000000000002","75","22","75","567665296","-628912179","3.508","18.9",,
"1084477276","17.43","192.60000000000002","75","22","75","567665206","-628911557","3.564","18.31",,
"1084477277","20.18","192.60000000000002","75","22","75","567665024","-628911099","3.079","18.31",,
"1084477278","24.03","192.60000000000002","75","22","75","567664815","-628910713","2.473","18.31",,
"1084477279","27.17","192.39999999999998","74","22","74","567664530","-628910273","2.743","18.31",,
"1084477280","31.24","192.20000000000005","74","22","74","567664283","-628909815","3.126","18.31",,
"1084477281","35.51","192.20000000000005","74","22","74","567664205","-628909163","4.087","19.29",,
"1084477282","40.49","192.0","75","22","75","567664317","-628908406","5.085","19.29",,
"1084477283","46.22","191.79999999999995","75","22","75","567664483","-628907557","5.524","19.29",,
"1084477284","52.34","191.79999999999995","75","22","75","567664778","-628906738","5.748","19.29",,
"1084477285","58.5","191.79999999999995","76","22","76","567665163","-628905968","6.0","19.29",,
"1084477286","64.79","191.60000000000002","77","22","77","567665557","-628905145","6.28","18.76",,
"1084477287","71.21","191.60000000000002","78","22","78","567666053","-628904406","6.466","18.76",,
"1084477288","78.13","191.60000000000002","80","22","80","567666554","-628903607","6.746","18.76",,
"1084477289","84.99","191.60000000000002","82","22","82","567667027","-628902795","6.933","18.76",,
"1084477290","91.56","191.60000000000002","84","22","84","567667512","-628902003","7.026","18.76",,
"1084477291","98.63","191.79999999999995","85","22","85","567668056","-628901194","7.129","18.76",,
"1084477292","105.82","191.79999999999995","88","22","88","567668568","-628900358","7.073","18.41",,
"1084477293","113.18","191.79999999999995","90","22","90","567669097","-628899518","7.166","18.41",,
"1084477294","120.5","191.79999999999995","92","22","92","567669626","-628898647","7.474","18.41",,
"1084477295","128.29","191.79999999999995","93","22","93","567670173","-628897717","7.772","18.41",,
"1084477296","136.16","191.79999999999995","95","22","95","567670733","-628896784","7.95","18.18",,
"1084477297","144.3","191.79999999999995","97","22","97","567671307","-628895821","8.043","18.18",,
"1084477298","152.34","192.0","97","22","97","567671852","-628894854","8.006","18.18",,
"1084477299","160.17","192.0","99","22","99","567672379","-628893868","8.071","18.18",,
"1084477300","168.33","192.20000000000005","100","22","100","567672933","-628892849","8.118","18.18",,
"1084477301","176.83","192.39999999999998","101","22","101","567673499","-628891807","8.164","18.81",,
"1084477302","185.21","192.39999999999998","102","22","102","567674095","-628890802","8.276","18.81",,
"1084477303","193.87","192.39999999999998","103","22","103","567674665","-628889714","8.435","18.81",,
"1084477304","202.76","192.39999999999998","104","22","104","567675214","-628888584","8.472","18.81",,
"1084477305","211.68","192.39999999999998","105","22","105","567675784","-628887496","8.566","18.81",,
"1084477306","220.09","192.39999999999998","106","22","106","567676334","-628886429","8.584","18.84",,
"1084477307","228.76","192.39999999999998","108","22","108","567676887","-628885342","8.538","18.84",,
"1084477308","237.14","192.39999999999998","108","22","108","567677465","-628884315","8.51","18.84",,
"1084477309","245.57","192.39999999999998","109","22","109","567677999","-628883229","8.435","18.84",,
"1084477310","253.87","192.39999999999998","110","22","110","567678549","-628882162","8.463","18.84",,
"1084477311","262.65","192.39999999999998","112","22","112","567679112","-628881059","8.556","18.86",,
"1084477312","271.48","192.39999999999998","113","22","113","567679677","-628879945","8.678","18.86",,
"1084477313","280.28","192.39999999999998","113","22","113","567680258","-628878839","8.818","18.86",,
"1084477314","289.14","192.60000000000002","115","22","115","567680841","-628877719","8.892","18.86",,
"1084477315","298.17","192.60000000000002","116","22","116","567681427","-628876592","8.864","18.86",,
"1084477316","307.03","192.60000000000002","117","22","117","567682003","-628875469","8.873","19.26",,
"1084477317","315.9","192.60000000000002","118","22","118","567682586","-628874357","8.873","19.26",,
"1084477318","324.75","192.60000000000002","118","21","118","567683167","-628873237","8.883","19.26",,
"1084477319","333.72","192.60000000000002","119","21","119","567683755","-628872101","8.873","19.26",,
"1084477320","342.84","192.79999999999995","120","21","120","567684352","-628870971","8.845","19.26",,
"1084477321","351.86","192.79999999999995","120","21","120","567684936","-628869833","8.901","19.14",,
"1084477322","360.78","192.79999999999995","121","21","121","567685522","-628868702","8.948","19.14",,
"1084477323","369.85","193.0","122","21","122","567686104","-628867545","8.948","19.14",,
"1084477324","379.24","193.0","122","21","122","567686710","-628866376","9.06","19.14",,
"1084477325","388.39","193.0","123","21","123","567687293","-628865230","9.116","19.14",,
"1084477326","397.31","193.0","123","21","123","567687873","-628864102","9.088","20.24",,
"1084477327","406.04","193.20000000000005","124","21","124","567688468","-628863002","8.976","20.24",,
"1084477328","415.11","193.20000000000005","124","21","124","567689055","-628861854","8.827","20.24",,
"1084477329","424.09","193.39999999999998","124","21","124","567689727","-628860831","8.566","20.24",,
"1084477330","432.92","193.39999999999998","125","21","125","567690395","-628859866","8.332","20.24",,
"1084477331","440.82","193.39999999999998","125","21","125","567691008","-628859019","7.754","21.37",,
"1084477332","447.48","193.39999999999998","125","21","125","567691517","-628858305","6.69","21.37",,
"1084477333","453.05","193.39999999999998","125","21","125","567691827","-628857526","5.981","21.37",,
"1084477334","458.35","193.39999999999998","124","21","124","567691859","-628856632","5.99","21.37",,
"1084477335","463.88","193.39999999999998","124","21","124","567691596","-628855741","6.382","21.37",,
"1084477336","470.78","193.39999999999998","123","21","123","567691031","-628854969","7.007","21.37",,
"1084477337","478.16","193.20000000000005","123","21","123","567690334","-628854364","7.483","20.54",,
"1084477338","486.31","193.0","122","21","122","567689556","-628853765","7.978","20.54",,
"1084477339","494.93","192.79999999999995","122","21","122","567688728","-628853179","8.314","20.54",,
"1084477340","503.56","192.79999999999995","121","21","121","567687892","-628852568","8.566","20.54",,
"1084477341","512.71","192.60000000000002","121","21","121","567687014","-628851988","8.743","21.17",,
"1084477342","521.74","192.39999999999998","121","21","121","567686138","-628851386","9.032","21.17",,
"1084477343","530.93","192.20000000000005","121","21","121","567685250","-628850777","9.219","21.17",,
"1084477344","540.04","192.0","122","21","122","567684355","-628850225","9.2","21.17",,
"1084477345","549.0","191.60000000000002","122","21","122","567683469","-628849642","9.265","21.17",,
"1084477346","558.17","191.20000000000005","122","21","122","567682560","-628849074","9.247","22.78",,
"1084477347","567.15","191.0","122","21","122","567681670","-628848538","8.957","22.78",,
"1084477348","575.53","190.79999999999995","122","21","122","567680852","-628848055","8.211","22.78",,
"1084477349","583.75","190.39999999999998","121","21","121","567680028","-628847573","8.323","22.78",,
"1084477350","592.32","190.0","121","21","121","567679180","-628847014","8.79","22.78",,
"1084477351","601.06","189.39999999999998","120","21","120","567678325","-628846407","9.004","23.84",,
"1084477352","610.15","189.0","119","21","119","567677438","-628845772","9.153","23.84",,
"1084477353","619.01","188.60000000000002","118","21","118","567676584","-628845195","8.65","23.84",,
"1084477354","627.67","188.20000000000005","117","21","117","567675706","-628844685","8.612","23.84",,
"1084477355","636.23","187.60000000000002","117","20","117","567674846","-628844199","8.342","23.84",,
"1084477356","644.51","187.20000000000005","116","20","116","567673993","-628843731","8.09","23.84",,
"1084477357","652.17","186.79999999999995","115","20","115","567673296","-628843048","7.39","23.38",,
"1084477358","659.15","186.39999999999998","114","20","114","567672892","-628842067","6.989","23.38",,
"1084477359","665.18","186.0","113","20","113","567672892","-628841065","6.485","23.38",,
"1084477360","671.77","185.79999999999995","112","20","112","567673186","-628840100","6.438","23.38",,
"1084477361","677.4","185.39999999999998","111","20","111","567673631","-628839388","6.448","21.88",,
"1084477362","684.39","185.0","110","20","110","567674239","-628838731","6.653","21.88",,
"1084477363","691.69","184.79999999999995","109","20","109","567674894","-628838115","6.923","21.88",,
"1084477364","698.96","184.79999999999995","108","20","108","567675602","-628837575","7.119","21.88",,
"1084477365","706.75","184.79999999999995","108","20","108","567676358","-628837097","7.353","21.88",,
"1084477366","714.07","184.79999999999995","107","20","107","567677094","-628836736","7.241","21.67",,
"1084477367","721.1","184.79999999999995","107","20","107","567677825","-628836431","7.129","21.67",,
"1084477368","728.13","185.0","108","20","108","567678539","-628836105","7.063","21.67",,
"1084477369","735.64","185.20000000000005","108","20","108","567679263","-628835755","7.101","21.67",,
"1084477370","742.19","185.39999999999998","109","20","109","567679927","-628835407","7.054","21.67",,
"1084477371","748.45","185.60000000000002","110","20","110","567680593","-628835095","6.998","23.9",,
"1084477372","754.96","185.79999999999995","110","20","110","567681271","-628834727","6.961","23.9",,
"1084477373","761.91","186.0","111","20","111","567681977","-628834380","6.886","23.9",,
"1084477374","768.91","186.20000000000005","111","20","111","567682664","-628833949","6.83","23.9",,
"1084477375","775.62","186.39999999999998","111","20","111","567683352","-628833545","6.783","23.9",,
"1084477376","782.81","186.39999999999998","112","20","112","567684063","-628833176","6.718","23.41",,
"1084477377","789.52","186.60000000000002","112","20","112","567684730","-628832780","6.625","23.41",,
"1084477378","796.44","186.79999999999995","112","20","112","567685417","-628832368","6.849","23.41",,
"1084477379","803.26","187.0","113","20","113","567686114","-628831983","6.998","23.41",,
"1084477380","810.48","187.20000000000005","113","20","113","567686840","-628831592","7.026","23.41",,
"1084477381","817.6","187.39999999999998","113","20","113","567687543","-628831264","6.783","21.91",,
"1084477382","823.6","187.60000000000002","114","20","114","567688165","-628830914","6.336","21.91",,
"1084477383","829.29","187.79999999999995","114","20","114","567688825","-628831015","6.009","21.91",,
"1084477384","835.27","188.20000000000005","115","20","115","567689455","-628831414","6.102","21.91",,
"1084477385","841.88","188.39999999999998","115","20","115","567690020","-628832073","6.317","21.91",,
"1084477386","848.8","188.60000000000002","116","20","116","567690507","-628832863","6.569","22.48",,
"1084477387","855.74","188.79999999999995","116","20","116","567690948","-628833730","6.709","22.48",,
"1084477388","862.48","188.79999999999995","116","19","116","567691401","-628834553","6.69","22.48",,
"1084477389","869.47","189.0","117","19","117","567691842","-628835425","6.774","22.48",,
"1084477390","876.07","189.20000000000005","117","19","117","567692357","-628836193","6.867","22.48",,
"1084477391","883.16","189.20000000000005","118","19","118","567692981","-628836846","7.026","22.07",,
"1084477392","890.45","189.39999999999998","118","19","118","567693660","-628837365","7.101","22.07",,
"1084477393","897.31","189.39999999999998","119","19","119","567694355","-628837794","7.278","22.07",,
"1084477394","904.63","189.60000000000002","119","19","119","567695120","-628838004","7.39","22.07",,
"1084477395","911.67","189.60000000000002","120","19","120","567695885","-628838076","7.493","22.07",,
"1084477396","919.06","189.60000000000002","121","19","121","567696665","-628837889","7.558","22.19",,
"1084477397","926.26","189.79999999999995","121","19","121","567697436","-628837557","7.679","22.19",,
"1084477398","934.29","189.79999999999995","122","19","122","567698248","-628837151","7.8","22.19",,
"1084477399","942.44","190.0","122","19","122","567699060","-628836735","7.847","22.19",,
"1084477400","950.22","190.0","123","19","123","567699847","-628836305","7.922","22.19",,
"1084477401","958.15","190.20000000000005","124","19","124","567700644","-628835863","7.95","22.27",,
"1084477402","965.87","190.20000000000005","125","19","125","567701443","-628835471","7.987","22.27",,
"1084477403","973.88","190.20000000000005","125","19","125","567702264","-628835076","7.978","22.27",,
"1084477404","981.75","190.39999999999998","126","19","126","567703086","-628834683","7.959","22.27",,
"1084477405","990.09","190.39999999999998","126","19","126","567703937","-628834332","7.903","22.27",,
"1084477406","998.36","190.60000000000002","127","19","127","567704775","-628833976","7.884","21.94",,
"1084477407","1006.14","190.60000000000002","127","19","127","567705579","-628833613","7.894","21.94",,
"1084477408","1013.96","190.60000000000002","127","19","127","567706394","-628833222","7.94","21.94",,
"1084477409","1022.39","190.60000000000002","128","19","128","567707234","-628832766","7.968","21.94",,
"1084477410","1030.59","190.60000000000002","128","19","128","567708058","-628832329","8.006","21.94",,
"1084477411","1038.97","190.79999999999995","128","19","128","567708878","-628831840","8.108","23.68",,
"1084477412","1046.89","190.79999999999995","128","19","128","567709661","-628831358","8.099","23.68",,
"1084477413","1054.76","190.79999999999995","128","19","128","567710440","-628830827","8.164","23.68",,
"1084477414","1062.94","190.79999999999995","128","19","128","567711200","-628830182","8.146","23.68",,
"1084477415","1070.86","191.0","128","19","128","567711885","-628829454","7.922","23.68",,
"1084477416","1078.32","191.0","128","19","128","567712472","-628828623","7.698","23.68",,
"1084477417","1085.98","191.0","128","19","128","567713015","-628827712","7.53","22.87",,
"1084477418","1093.06","191.20000000000005","128","19","128","567713475","-628826794","7.203","22.87",,
"1084477419","1100.17","191.20000000000005","128","19","128","567713932","-628825894","6.886","22.87",,
"1084477420","1106.48","191.39999999999998","128","19","128","567714285","-628825053","6.112","22.87",,
"1084477421","1110.69","191.60000000000002","127","19","127","567714491","-628824454","4.236","22.73",,
"1084477422","1113.72","191.79999999999995","127","19","127","567714658","-628824059","2.566","22.73",,
"1084477423","1115.72","191.79999999999995","126","19","126","567714763","-628823785","1.857","22.73",,
"1084477424","1116.79","191.79999999999995","125","19","125","567714831","-628823638","1.418","22.73",,
"1084477425","1117.92","191.79999999999995","124","19","124","567714837","-628823451","1.185","22.73",,
"1084477426","1118.97","191.79999999999995","121","19","121","567714865","-628823321","0.858","22.24",,
"1084477427","1118.97","191.79999999999995","120","19","120","567714859","-628823321","0.439","22.24",,
"1084477428","1119.81","191.79999999999995","119","19","119","567714904","-628823205","0.476","22.24",,
"1084477429","1120.2","191.79999999999995","117","19","117","567714900","-628823145","0.0","22.24",,
"1084477430","1120.2","192.0","116","19","116","567714893","-628823148","0.355","22.24",,
"1084477434","1120.2","191.79999999999995","112","18","112","567715019","-628822513","2.454","21.91",,
"1084477435","1123.52","191.79999999999995","111","18","111","567714841","-628822038","3.396","21.91",,
"1084477436","1127.92","191.79999999999995","110","18","110","567714539","-628821496","4.404","21.3",,
"1084477437","1133.03","191.79999999999995","110","18","110","567714152","-628820960","4.908","21.3",,
"1084477438","1138.08","192.0","109","18","109","567713772","-628820406","5.188","21.3",,
"1084477439","1143.23","192.0","109","18","109","567713368","-628819847","5.384","21.3",,
"1084477440","1148.39","192.20000000000005","110","18","110","567712917","-628819333","5.533","21.3",,
"1084477441","1153.58","192.20000000000005","110","18","110","567712442","-628818911","5.179","20.5",,
"1084477442","1158.19","192.20000000000005","111","18","111","567712002","-628818486","4.843","20.5",,
"1084477443","1163.1","192.39999999999998","111","18","111","567711579","-628817963","4.712","20.5",,
"1084477444","1168.08","192.39999999999998","111","18","111","567711413","-628817182","5.02","20.5",,
"1084477445","1173.56","192.60000000000002","112","18","112","567711545","-628816321","5.486","20.5",,
"1084477446","1179.67","192.60000000000002","112","18","112","567711756","-628815413","5.934","20.5",,
"1084477447","1185.88","192.79999999999995","112","18","112","567712006","-628814498","6.308","20.36",,
"1084477448","1192.39","192.79999999999995","112","18","112","567712251","-628813517","6.69","20.36",,
"1084477449","1199.48","192.79999999999995","112","18","112","567712548","-628812479","7.073","20.36",,
"1084477450","1206.75","192.79999999999995","112","18","112","567712859","-628811417","7.325","20.36",,
"1084477451","1214.13","192.79999999999995","112","18","112","567713181","-628810325","7.539","20.66",,
"1084477452","1222.12","192.60000000000002","113","18","113","567713475","-628809165","7.633","20.66",,
"1084477453","1229.56","192.60000000000002","112","18","112","567713697","-628808034","7.586","20.66",,
"1084477454","1236.83","192.39999999999998","112","18","112","567713873","-628806891","7.558","20.66",,
"1084477455","1244.51","192.39999999999998","112","18","112","567714075","-628805709","7.539","20.66",,
"1084477456","1252.28","192.20000000000005","112","18","112","567714237","-628804511","7.511","20.07",,
"1084477457","1259.93","192.20000000000005","112","18","112","567714384","-628803318","7.623","20.07",,
"1084477458","1267.71","192.20000000000005","111","18","111","567714566","-628802099","7.847","20.07",,
"1084477459","1275.8","192.20000000000005","111","18","111","567714785","-628800862","7.912","20.07",,
"1084477460","1283.73","192.20000000000005","110","18","110","567715015","-628799658","7.8","20.07",,
"1084477461","1291.24","192.20000000000005","110","18","110","567715236","-628798506","7.549","20.07",,
"1084477462","1298.21","192.0","109","18","109","567715344","-628797404","6.97","19.68",,
"1084477463","1304.35","192.0","108","18","108","567715173","-628796437","6.28","19.68",,
"1084477464","1310.14","192.0","108","18","108","567714730","-628795715","6.186","19.68",,
"1084477465","1315.94","192.0","107","18","107","567714149","-628795317","6.158","19.68",,
"1084477466","1321.68","192.0","107","18","107","567713534","-628795093","6.13","19.42",,
"1084477467","1327.69","192.0","107","18","107","567712906","-628794850","6.112","19.42",,
"1084477468","1333.72","192.20000000000005","107","18","107","567712280","-628794613","6.018","19.42",,
"1084477469","1339.77","192.20000000000005","107","18","107","567711656","-628794342","6.056","19.42",,
"1084477470","1345.95","192.20000000000005","108","18","108","567711035","-628794014","6.13","19.42",,
"1084477471","1352.07","192.60000000000002","108","18","108","567710427","-628793641","6.214","19.24",,
"1084477472","1358.24","193.0","109","18","109","567709814","-628793215","6.382","19.24",,
"1084477473","1364.84","193.20000000000005","110","18","110","567709200","-628792677","6.541","19.24",,
"1084477474","1371.74","193.39999999999998","111","18","111","567708543","-628792214","6.606","19.24",,
"1084477475","1378.48","193.60000000000002","113","18","113","567707901","-628791720","6.765","19.24",,
"1084477476","1385.21","193.60000000000002","113","18","113","567707278","-628791161","6.83","19.52",,
"1084477477","1391.93","193.79999999999995","115","18","115","567706712","-628790478","6.727","19.52",,
"1084477478","1398.86","193.79999999999995","115","18","115","567706192","-628789668","6.83","19.52",,
"1084477479","1405.99","193.79999999999995","116","18","116","567705668","-628788826","6.933","19.52",,
"1084477480","1413.4","194.0","117","18","117","567705142","-628787953","7.007","19.52",,
"1084477481","1420.74","194.20000000000005","117","18","117","567704680","-628787039","7.026","19.71",,
"1084477482","1427.63","194.20000000000005","118","18","118","567704256","-628786140","7.017","19.71",,
"1084477483","1434.81","194.39999999999998","118","18","118","567703876","-628785160","7.035","19.71",,
"1084477484","1441.81","194.60000000000002","119","18","119","567703521","-628784177","7.045","19.71",,
"1084477485","1449.05","194.60000000000002","119","18","119","567703135","-628783184","7.129","19.71",,
"1084477486","1456.16","194.79999999999995","120","18","120","567702722","-628782234","7.213","20.22",,
"1084477487","1463.37","195.0","120","18","120","567702345","-628781241","7.25","20.22",,
"1084477488","1470.56","195.0","121","18","121","567702000","-628780221","7.25","20.22",,
"1084477489","1477.89","195.20000000000005","121","18","121","567701664","-628779174","7.269","20.22",,
"1084477490","1485.07","195.20000000000005","122","18","122","567701350","-628778132","7.213","20.22",,
"1084477491","1492.21","195.20000000000005","122","18","122","567701033","-628777110","7.119","20.57",,
"1084477492","1499.13","195.20000000000005","122","17","122","567700714","-628776114","7.045","20.57",,
"1084477493","1505.97","195.39999999999998","123","17","123","567700431","-628775096","6.998","20.57",,
"1084477494","1513.2","195.39999999999998","123","17","123","567700144","-628774061","6.821","20.57",,
"1084477495","1519.57","195.60000000000002","123","17","123","567699896","-628773107","6.699","20.57",,
"1084477496","1525.86","195.60000000000002","124","17","124","567699675","-628772143","6.522","21.59",,
"1084477497","1532.33","195.79999999999995","125","17","125","567699499","-628771165","6.214","21.59",,
"1084477498","1538.15","196.0","125","17","125","567699272","-628770291","5.878","21.59",,
"1084477499","1543.63","196.0","125","17","125","567699047","-628769481","5.374","21.59",,
"1084477500","1548.98","196.39999999999998","126","17","126","567698895","-628768670","4.955","21.59",,
"1084477501","1553.87","196.60000000000002","126","17","126","567698739","-628767932","4.609","21.87",,
"1084477502","1558.02","196.79999999999995","126","17","126","567698599","-628767302","3.975","21.87",,
"1084477503","1561.2","197.0","126","17","126","567698473","-628766853","2.725","21.87",,
"1084477504","1563.37","197.0","126","17","126","567698286","-628766632","1.987","21.87",,
"1084477505","1564.36","197.20000000000005","126","17","126","567698195","-628766483","1.064","21.87",,
"1084477506","1565.23","197.20000000000005","125","17","125","567698186","-628766404","0.0","22.45",,
"1084477507","1565.23","197.39999999999998","125","17","125","567698146","-628766421","0.0","22.45",,
"1084477520","1565.23","197.0","113","17","113","567698264","-628765670","1.512","22.18",,
"1084477521","1566.9","197.0","112","17","112","567698167","-628765408","2.286","21.87",,
"1084477522","1569.51","197.0","112","17","112","567698050","-628765009","2.958","21.87",,
"1084477523","1572.47","197.0","111","17","111","567698055","-628764503","3.378","21.87",,
"1084477524","1575.92","197.20000000000005","111","17","111","567698277","-628764049","3.602","21.87",,
"1084477525","1579.63","197.20000000000005","110","17","110","567698550","-628763602","3.966","21.87",,
"1084477526","1583.95","197.20000000000005","110","17","110","567698932","-628763181","4.628","22.46",,
"1084477527","1588.91","197.0","110","17","110","567699442","-628762943","5.151","22.46",,
"1084477528","1594.15","197.0","110","17","110","567699986","-628762669","5.72","22.46",,
"1084477529","1599.93","196.79999999999995","110","17","110","567700594","-628762381","6.196","22.46",,
"1084477530","1606.54","196.79999999999995","110","17","110","567701271","-628762031","6.55","22.46",,
"1084477531","1613.77","196.60000000000002","110","17","110","567702005","-628761706","6.905","24.42",,
"1084477532","1621.06","196.39999999999998","110","17","110","567702743","-628761315","7.175","24.42",,
"1084477533","1628.73","196.20000000000005","110","17","110","567703515","-628760984","7.362","24.42",,
"1084477534","1635.9","196.0","111","17","111","567704249","-628760601","7.418","24.42",,
"1084477535","1643.33","195.79999999999995","111","17","111","567705007","-628760197","7.502","24.42",,
"1084477536","1650.71","195.60000000000002","111","17","111","567705807","-628759883","7.558","24.42",,
"1084477537","1658.29","195.39999999999998","110","16","110","567706594","-628759579","7.063","23.76",,
"1084477538","1665.32","195.39999999999998","109","16","109","567707261","-628759078","6.615","23.76",,
"1084477539","1671.34","195.20000000000005","107","16","107","567707620","-628758206","6.569","23.76",,
"1084477540","1678.31","195.20000000000005","106","16","106","567707764","-628757121","6.662","23.76",,
"1084477541","1685.36","195.20000000000005","104","16","104","567707681","-628755992","7.101","22.53",,
"1084477542","1692.83","195.20000000000005","103","16","103","567707505","-628754840","7.399","22.53",,
"1084477543","1700.37","195.20000000000005","101","16","101","567707316","-628753673","7.633","22.53",,
"1084477544","1708.18","195.20000000000005","101","16","101","567707110","-628752474","7.828","22.53",,
"1084477545","1716.02","195.20000000000005","101","16","101","567706874","-628751272","7.95","22.53",,
"1084477546","1724.1","195.20000000000005","101","16","101","567706648","-628750051","7.875","22.11",,
"1084477547","1731.9","195.20000000000005","102","16","102","567706395","-628748867","7.894","22.11",,
"1084477548","1739.65","195.20000000000005","105","16","105","567706130","-628747702","7.819","22.11",,
"1084477549","1747.29","195.20000000000005","107","16","107","567705872","-628746545","7.716","22.11",,
"1084477550","1755.04","195.20000000000005","109","16","109","567705621","-628745382","7.595","22.11",,
"1084477551","1762.37","195.20000000000005","109","16","109","567705393","-628744269","7.39","21.82",,
"1084477552","1769.51","195.39999999999998","111","16","111","567705116","-628743198","7.185","21.82",,
"1084477553","1776.71","195.39999999999998","111","16","111","567704908","-628742119","6.97","21.82",,
"1084477554","1783.57","195.60000000000002","112","16","112","567704732","-628741089","6.737","21.82",,
"1084477555","1789.78","196.0","112","16","112","567704491","-628740153","6.774","21.82",,
"1084477556","1796.11","196.20000000000005","113","16","113","567704276","-628739165","6.83","21.63",,
"1084477557","1803.11","196.20000000000005","113","16","113","567704084","-628738111","6.746","21.63",,
"1084477558","1809.85","196.39999999999998","113","16","113","567703881","-628737074","6.755","21.63",,
"1084477559","1816.64","196.79999999999995","114","16","114","567703693","-628736027","6.671","21.63",,
"1084477560","1823.47","197.0","115","16","115","567703504","-628734995","6.569","21.63",,
"1084477561","1829.91","197.20000000000005","115","16","115","567703290","-628734018","6.494","22.3",,
"1084477562","1836.46","197.39999999999998","117","16","117","567703046","-628733050","6.354","22.3",,
"1084477563","1842.77","197.60000000000002","118","16","118","567702825","-628732111","6.289","22.3",,
"1084477564","1848.83","198.0","118","16","118","567702597","-628731197","6.224","22.3",,
"1084477565","1854.92","198.39999999999998","120","16","120","567702357","-628730275","6.242","22.3",,
"1084477566","1861.6","198.60000000000002","122","16","122","567702084","-628729313","6.214","22.34",,
"1084477567","1868.18","198.79999999999995","123","16","123","567701829","-628728369","6.252","22.34",,
"1084477568","1874.33","199.20000000000005","125","16","125","567701547","-628727465","6.429","22.34",,
"1084477569","1881.16","199.39999999999998","127","16","127","567701200","-628726508","6.681","22.34",,
"1084477570","1888.0","199.39999999999998","129","16","129","567700832","-628725574","6.765","22.34",,
"1084477571","1894.96","199.60000000000002","130","16","130","567700344","-628724719","7.063","22.38",,
"1084477572","1902.35","199.60000000000002","131","16","131","567699779","-628723900","7.259","22.38",,
"1084477573","1909.69","199.60000000000002","133","16","133","567699186","-628723119","7.39","22.38",,
"1084477574","1917.49","199.39999999999998","134","16","134","567698558","-628722309","7.67","22.38",,
"1084477575","1925.37","199.20000000000005","134","16","134","567697874","-628721567","7.94","22.38",,
"1084477576","1933.73","198.79999999999995","135","16","135","567697178","-628720734","8.258","22.0",,
"1084477577","1942.34","198.39999999999998","134","16","134","567696461","-628719883","8.566","22.0",,
"1084477578","1951.0","198.20000000000005","134","16","134","567695747","-628718987","8.818","22.0",,
"1084477579","1960.12","197.79999999999995","134","16","134","567695020","-628718025","9.06","22.0",,
"1084477580","1969.44","197.20000000000005","133","16","133","567694352","-628716908","9.368","22.0",,
"1084477581","1979.39","197.0","132","16","132","567693716","-628715651","9.751","22.15",,
"1084477582","1989.51","196.60000000000002","131","16","131","567693104","-628714320","10.208","22.15",,
"1084477583","2000.09","196.20000000000005","130","16","130","567692530","-628712868","10.562","22.15",,
"1084477584","2011.17","195.60000000000002","129","16","129","567692009","-628711309","10.954","22.15",,
"1084477585","2022.08","194.60000000000002","128","16","128","567691595","-628709671","11.271","22.15",,
"1084477586","2033.64","194.20000000000005","128","16","128","567691186","-628707918","11.626","22.15",,
"1084477587","2045.69","193.60000000000002","128","16","128","567690805","-628706089","11.813","22.25",,
"1084477588","2057.75","192.79999999999995","127","16","127","567690633","-628704196","11.962","22.25",,
"1084477589","2069.97","192.20000000000005","127","16","127","567690502","-628702266","12.167","22.25",,
"1084477590","2082.54","191.39999999999998","126","16","126","567690475","-628700277","12.391","22.25",,
"1084477591","2095.38","190.60000000000002","126","16","126","567690511","-628698245","12.69","22.31",,
"1084477592","2108.38","189.79999999999995","125","16","125","567690572","-628696198","13.026","22.31",,
"1084477593","2121.34","189.20000000000005","125","16","125","567690659","-628694130","13.24","22.31",,
"1084477594","2134.88","188.39999999999998","124","16","124","567690838","-628692007","13.399","22.31",,
"1084477595","2148.41","187.39999999999998","124","16","124","567690995","-628689882","13.53","22.31",,
"1084477596","2162.02","186.60000000000002","123","16","123","567691239","-628687762","13.707","21.96",,
"1084477597","2175.28","185.79999999999995","123","16","123","567691483","-628685667","13.735","21.96",,
"1084477598","2189.28","185.0","122","16","122","567691763","-628683483","13.856","21.96",,
"1084477599","2203.63","184.39999999999998","121","16","121","567692062","-628681256","14.108","21.96",,
"1084477600","2218.16","183.20000000000005","120","16","120","567692365","-628679000","14.407","21.96",,
"1084477601","2232.79","182.39999999999998","119","16","119","567692750","-628676757","14.649","21.96",,
"1084477602","2247.51","181.39999999999998","118","16","118","567693219","-628674518","14.901","21.73",,
"1084477603","2262.58","180.79999999999995","117","16","117","567693698","-628672233","15.06","21.73",,
"1084477604","2277.77","179.79999999999995","116","16","116","567694218","-628669938","15.2","21.73",,
