record.timestamp[s],record.distance[m],record.enhanced_altitude[m],record.temperature[C],record.unknown,record.heart_rate[bpm],record.enhanced_respiration_rate[Breaths/min],record.position_lat[semicircles],record.position_long[semicircles],record.enhanced_speed[m/s],
"1082999700","0.0","45.39999999999998","23","0",,,,,,,
"1082999701","0.0","45.39999999999998","23","64","64",,,,,,
"1082999702","0.0","45.39999999999998","23","63","63",,,,,,
"1082999703","0.0","45.39999999999998","23","63","63",,,,,,
"1082999704","0.0","45.39999999999998","23","63","63",,,,,,
"1082999705","0.0","45.200000000000045","23","62","62","10.63",,,,,
"1082999706","0.0","45.200000000000045","23","62","62","10.63",,,,,
"1082999707","0.0","45.200000000000045","23","62","62","10.63",,,,,
"1082999708","0.0","45.200000000000045","23","62","62","10.63",,,,,
"1082999709","0.0","45.39999999999998","23","62","62","10.63",,,,,
"1082999710","0.0","45.60000000000002","23","63","63","11.81",,,,,
"1082999711","0.0","45.60000000000002","23","63","63","11.81",,,,,
"1082999712","0.0","45.60000000000002","23","65","65","11.81",,,,,
"1082999713","0.0","45.799999999999955","23","66","66","11.81",,,,,
"1082999714","0.0","46.0","23","67","67","11.81",,,,,
"1082999715","0.0","46.0","23","69","69","11.81",,,,,
"1082999716","0.0","46.200000000000045","23","72","72","12.2",,,,,
"1082999717","0.0","46.200000000000045","23","73","73","12.2",,,,,
"1082999718","0.0","46.200000000000045","22","75","75","12.2",,,,,
"1082999719","0.0","46.200000000000045","22","76","76","12.2",,,,,
"1082999720","0.0","46.200000000000045","22","77","77","12.86",,,,,
"1082999721","0.0","46.0","22","78","78","12.86",,,,,
"1082999722","0.0","46.0","22","78","78","12.86",,,,,
"1082999723","0.0","46.0","22","79","79","12.86",,,,,
"1082999727","0.0","45.200000000000045","22","79","79","12.86","567666386","-628912440","2.893",,
"1082999728","2.14","45.200000000000045","22","79","79","12.86","567666276","-628912151","2.277",,
"1082999729","5.34","46.200000000000045","22","78","78","12.9","567665964","-628911919","1.978",,
"1082999730","5.57","46.0","22","77","77","12.9","567666017","-628911812","1.465",,
"1082999731","6.18","45.60000000000002","22","76","76","12.9","567666079","-628911661","1.213",,
"1082999732","8.6","45.39999999999998","22","76","76","12.9","567665914","-628911325","0.98",,
"1082999733","10.41","45.200000000000045","22","75","75","12.9","567665739","-628911258","1.101",,
"1082999734","11.88","45.0","22","73","73","12.93","567665616","-628911174","1.11",,
"1082999735","12.21","45.0","22","72","72","12.93","567665618","-628911094","0.718",,
"1082999736","12.48","44.799999999999955","22","71","71","12.93","567665612","-628911064","0.215",,
"1082999737","12.48","44.799999999999955","22","71","71","12.93","567665626","-628911048","0.0",,
"1082999765","12.48","45.0","21","62","62","13.61","567664885","-628910460","3.919",,
"1082999766","17.21","45.0","21","62","62","13.61","567664708","-628909757","4.46",,
"1082999767","21.55","44.799999999999955","21","63","63","13.61","567664870","-628909091","4.6",,
"1082999768","26.29","44.799999999999955","21","64","64","13.01","567665169","-628908471","4.871",,
"1082999769","31.75","44.799999999999955","21","65","65","13.01","567665468","-628907727","5.402",,
"1082999770","37.48","44.799999999999955","21","66","66","13.01","567665800","-628906959","5.701",,
"1082999771","43.38","44.799999999999955","21","69","69","13.01","567666141","-628906186","5.608",,
"1082999772","48.78","44.799999999999955","21","71","71","13.01","567666452","-628905460","5.552",,
"1082999773","54.22","44.60000000000002","21","72","72","13.0","567666775","-628904745","5.468",,
"1082999774","59.88","44.39999999999998","21","76","76","13.0","567667112","-628903977","5.888",,
"1082999775","66.23","44.39999999999998","21","77","77","13.0","567667527","-628903170","6.289",,
"1082999776","72.9","44.200000000000045","21","81","81","13.0","567667947","-628902319","6.466",,
"1082999777","79.57","44.200000000000045","21","82","82","13.0","567668381","-628901482","6.597",,
"1082999778","86.36","44.0","21","85","85","13.39","567668814","-628900616","6.737",,
"1082999779","93.19","43.799999999999955","21","88","88","13.39","567669297","-628899798","6.895",,
"1082999780","100.37","43.799999999999955","21","89","89","13.39","567669786","-628898942","6.895",,
"1082999781","106.96","43.799999999999955","21","91","91","13.39","567670230","-628898142","6.746",,
"1082999782","113.21","43.799999999999955","21","92","92","13.39","567670644","-628897338","6.587",,
"1082999783","119.54","43.799999999999955","21","93","93","14.05","567671061","-628896550","6.112",,
"1082999784","125.46","43.799999999999955","21","93","93","14.05","567671440","-628895801","5.598",,
"1082999785","130.58","44.0","21","94","94","14.05","567671785","-628895158","5.076",,
"1082999786","134.55","44.0","21","94","94","14.05","567672042","-628894660","3.76",,
"1082999787","137.58","44.0","21","93","93","14.05","567672258","-628894303","2.79",,
"1082999788","140.02","44.0","21","93","93","14.88","567672448","-628894042","2.202",,
"1082999789","141.66","44.0","21","93","93","14.88","567672557","-628893845","1.502",,
"1082999790","142.79","44.0","21","92","92","14.88","567672633","-628893701","1.092",,
"1082999791","143.76","44.200000000000045","21","91","91","14.88","567672711","-628893562","1.316",,
"1082999792","146.21","44.39999999999998","21","91","91","14.88","567672834","-628893193","2.547",,
"1082999793","149.9","44.60000000000002","21","91","91","15.03","567672805","-628892601","3.882",,
"1082999794","153.96","44.60000000000002","21","91","91","15.03","567672562","-628892023","4.768",,
"1082999795","159.16","44.60000000000002","20","92","92","15.03","567672139","-628891454","5.654",,
"1082999796","165.53","44.60000000000002","21","92","92","15.03","567671572","-628890876","6.671",,
"1082999797","172.7","44.39999999999998","20","93","93","15.03","567670956","-628890161","7.343",,
"1082999798","180.43","44.39999999999998","20","94","94","15.03","567670298","-628889444","7.437",,
"1082999799","188.16","44.39999999999998","20","96","96","14.75","567669630","-628888703","7.614",,
"1082999800","196.4","44.200000000000045","20","97","97","14.75","567669005","-628887832","7.744",,
"1082999801","204.07","44.200000000000045","20","99","99","14.75","567668352","-628887096","7.688",,
"1082999802","211.86","44.0","20","100","100","14.75","567667704","-628886326","7.828",,
"1082999803","219.4","44.0","20","101","101","14.95","567667038","-628885601","7.922",,
"1082999804","227.08","43.799999999999955","20","102","102","14.95","567666325","-628884910","7.996",,
"1082999805","235.03","43.39999999999998","20","103","103","14.95","567665815","-628883838","8.08",,
"1082999806","243.46","43.0","20","104","104","14.95","567665609","-628882527","8.09",,
"1082999807","251.65","42.60000000000002","20","104","104","14.95","567665772","-628881244","8.043",,
"1082999808","259.96","42.39999999999998","20","105","105","15.48","567666107","-628880020","8.22",,
"1082999809","268.61","42.200000000000045","20","105","105","15.48","567666420","-628878743","8.538",,
"1082999810","276.99","42.0","20","106","106","15.48","567666809","-628877529","8.836",,
"1082999811","285.67","41.799999999999955","20","106","106","15.48","567667297","-628876335","8.995",,
"1082999812","295.04","41.799999999999955","20","106","106","15.48","567667861","-628875115","9.097",,
"1082999813","304.04","41.39999999999998","20","106","106","15.83","567668492","-628874028","9.06",,
"1082999814","313.17","41.200000000000045","20","105","105","15.83","567669138","-628872949","9.163",,
"1082999815","322.53","40.799999999999955","20","105","105","15.83","567669772","-628871783","9.508",,
"1082999816","332.15","40.799999999999955","20","105","105","15.83","567670421","-628870589","9.704",,
"1082999817","342.04","40.60000000000002","20","105","105","15.83","567671101","-628869376","9.788",,
"1082999818","352.23","40.39999999999998","20","105","105","15.28","567671808","-628868158","9.807",,
"1082999819","362.26","40.200000000000045","20","105","105","15.28","567672475","-628866928","9.797",,
"1082999820","372.06","40.0","20","105","105","15.28","567673142","-628865708","9.872",,
"1082999821","382.02","40.0","20","104","104","15.28","567673822","-628864507","9.751",,
"1082999822","391.62","40.0","20","104","104","15.28","567674463","-628863311","9.723",,
"1082999823","401.31","39.799999999999955","20","104","104","15.3","567675081","-628862066","9.648",,
"1082999824","411.02","39.799999999999955","20","103","103","15.3","567675674","-628860797","9.517",,
"1082999825","420.66","39.60000000000002","20","103","103","15.3","567676270","-628859554","9.331",,
"1082999826","430.01","39.60000000000002","20","102","102","15.3","567676872","-628858380","9.228",,
"1082999827","439.11","39.60000000000002","20","101","101","15.3","567677439","-628857191","9.312",,
"1082999828","448.48","39.799999999999955","20","101","101","15.32","567678005","-628855963","9.349",,
"1082999829","457.84","39.799999999999955","20","100","100","15.32","567678539","-628854704","9.368",,
"1082999830","466.87","39.799999999999955","20","100","100","15.32","567678966","-628853418","9.004",,
"1082999831","475.06","40.0","20","100","100","15.32","567679353","-628852269","8.006",,
"1082999832","482.43","40.0","20","99","99","15.32","567679715","-628851223","7.465",,
"1082999833","488.92","40.0","20","99","99","15.72","567679992","-628850275","6.55",,
"1082999834","494.16","40.0","19","99","99","15.72","567680214","-628849518","5.123",,
"1082999835","498.37","40.200000000000045","19","99","99","15.72","567680402","-628848900","4.236",,
"1082999836","501.78","40.200000000000045","19","98","98","15.72","567680496","-628848377","3.256",,
"1082999837","504.42","40.200000000000045","19","97","97","15.72","567680574","-628847962","2.473",,
"1082999838","507.15","40.200000000000045","19","96","96","15.99","567680476","-628847530","2.948",,
"1082999839","510.04","40.200000000000045","19","96","96","15.99","567680211","-628847185","3.966",,
"1082999840","514.78","40.200000000000045","19","94","94","15.99","567679758","-628846765","5.207",,
"1082999841","520.09","40.200000000000045","19","93","93","15.99","567679206","-628846480","5.44",,
"1082999842","526.45","40.0","19","92","92","15.99","567678581","-628846094","5.888",,
"1082999843","533.78","39.799999999999955","19","92","92","15.99","567677881","-628845600","6.765",,
"1082999844","540.98","39.799999999999955","19","92","92","16.17","567677178","-628845132","7.194",,
"1082999845","548.29","39.39999999999998","19","92","92","16.17","567676445","-628844651","7.521",,
"1082999846","555.44","39.200000000000045","19","93","93","16.17","567675739","-628844218","6.998",,
"1082999847","562.25","39.0","19","93","93","16.17","567675052","-628843862","6.448",,
"1082999848","568.89","38.799999999999955","19","95","95","15.51","567674382","-628843547","6.233",,
"1082999849","575.1","38.60000000000002","19","97","97","15.51","567673737","-628843178","6.149",,
"1082999850","581.47","38.200000000000045","19","97","97","15.51","567673222","-628842437","6.373",,
"1082999851","587.98","38.0","19","98","98","15.51","567673025","-628841412","6.541",,
"1082999852","594.94","37.799999999999955","19","97","97","15.51","567673076","-628840282","6.905",,
"1082999853","602.34","37.60000000000002","19","97","97","15.06","567673430","-628839214","7.241",,
"1082999854","609.77","37.200000000000045","19","97","97","15.06","567673978","-628838343","7.269",,
"1082999855","616.86","37.0","19","96","96","15.06","567674596","-628837685","7.119",,
"1082999856","623.98","37.0","19","95","95","15.06","567675283","-628837161","7.203",,
"1082999857","631.58","37.0","19","95","95","15.06","567676019","-628836669","7.287",,
"1082999858","638.79","37.0","19","95","95","15.55","567676734","-628836238","7.343",,
"1082999859","645.86","37.0","19","95","95","15.55","567677441","-628835860","7.25",,
"1082999860","652.63","37.0","19","96","96","15.55","567678133","-628835535","7.194",,
"1082999861","659.22","37.200000000000045","19","96","96","15.55","567678828","-628835183","7.175",,
"1082999862","666.47","37.200000000000045","19","98","98","15.55","567679571","-628834839","7.138",,
"1082999863","673.75","37.39999999999998","19","99","99","15.09","567680317","-628834515","7.054",,
"1082999864","680.61","37.60000000000002","19","100","100","15.09","567681028","-628834218","6.951",,
"1082999865","687.43","37.799999999999955","19","101","101","15.09","567681747","-628833923","6.811",,
"1082999866","694.62","38.0","19","102","102","15.09","567682471","-628833585","6.737",,
"1082999867","701.31","38.39999999999998","19","103","103","15.09","567683144","-628833208","6.634",,
"1082999868","708.21","38.60000000000002","19","103","103","14.78","567683823","-628832773","6.662",,
"1082999869","715.04","38.799999999999955","19","104","104","14.78","567684509","-628832366","6.69",,
"1082999870","722.12","39.200000000000045","19","104","104","14.78","567685222","-628831991","6.709",,
"1082999871","729.07","39.39999999999998","19","105","105","14.78","567685911","-628831635","6.559",,
"1082999872","735.44","39.39999999999998","19","106","106","14.78","567686547","-628831295","6.336",,
"1082999873","741.6","39.60000000000002","19","106","106","14.97","567687169","-628830930","6.308",,
"1082999874","747.94","39.799999999999955","18","107","107","14.97","567687820","-628830611","6.289",,
"1082999875","754.08","40.0","19","107","107","14.97","567688493","-628830425","6.168",,
"1082999876","760.57","40.200000000000045","19","108","108","14.97","567689197","-628830592","6.158",,
"1082999877","766.72","40.39999999999998","18","109","109","14.97","567689802","-628831063","6.168",,
"1082999878","773.48","40.799999999999955","18","109","109","15.1","567690301","-628831815","6.28",,
"1082999879","779.98","40.799999999999955","18","109","109","15.1","567690680","-628832635","6.298",,
"1082999880","786.0","40.799999999999955","18","110","110","15.1","567690988","-628833471","6.224",,
"1082999881","791.79","40.799999999999955","18","110","110","15.1","567691339","-628834236","6.13",,
"1082999882","797.69","41.0","18","111","111","15.1","567691747","-628834973","6.13",,
"1082999883","803.62","41.0","18","111","111","15.58","567692208","-628835663","6.186",,
"1082999884","809.71","41.39999999999998","18","112","112","15.58","567692750","-628836258","6.14",,
"1082999885","816.6","41.39999999999998","18","112","112","15.58","567693373","-628836749","6.121",,
"1082999886","822.62","41.60000000000002","18","112","112","15.58","567693968","-628837123","6.121",,
"1082999887","828.72","41.799999999999955","18","113","113","15.58","567694594","-628837394","6.224",,
"1082999888","834.37","42.0","18","113","113","15.9","567695226","-628837556","6.336",,
"1082999889","840.79","42.0","18","113","113","15.9","567695935","-628837529","6.513",,
"1082999890","847.85","42.0","18","114","114","15.9","567696686","-628837383","6.643",,
"1082999891","855.17","42.200000000000045","18","114","114","15.9","567697442","-628837107","6.849",,
"1082999892","862.4","42.200000000000045","18","114","114","15.9","567698190","-628836785","7.045",,
"1082999893","869.94","42.200000000000045","18","115","115","16.5","567698954","-628836397","7.194",,
"1082999894","877.54","42.200000000000045","18","115","115","16.5","567699722","-628835999","7.269",,
"1082999895","885.13","42.200000000000045","18","115","115","16.5","567700491","-628835616","7.325",,
"1082999896","892.95","42.39999999999998","18","116","116","16.5","567701266","-628835202","7.409",,
"1082999897","900.24","42.39999999999998","18","116","116","16.5","567702012","-628834789","7.455",,
"1082999898","908.01","42.39999999999998","18","117","117","17.3","567702798","-628834420","7.521",,
"1082999899","915.6","42.39999999999998","18","117","117","17.3","567703581","-628834075","7.605",,
"1082999900","923.35","42.60000000000002","18","118","118","17.3","567704360","-628833702","7.577",,
"1082999901","930.57","42.60000000000002","18","118","118","17.3","567705093","-628833338","7.418",,
"1082999902","937.66","42.60000000000002","18","119","119","17.3","567705827","-628832969","7.381",,
"1082999903","945.14","42.60000000000002","18","119","119","17.44","567706592","-628832560","7.334",,
"1082999904","953.14","42.60000000000002","18","119","119","17.44","567707383","-628832153","7.343",,
"1082999905","960.48","42.799999999999955","18","120","120","17.44","567708132","-628831768","7.409",,
"1082999906","968.04","43.200000000000045","18","120","120","17.44","567708905","-628831419","7.465",,
"1082999907","975.37","43.200000000000045","18","120","120","17.44","567709668","-628831075","7.502",,
"1082999908","982.97","43.200000000000045","18","120","120","18.32","567710459","-628830694","7.614",,
"1082999909","990.97","43.200000000000045","18","120","120","18.32","567711259","-628830231","7.679",,
"1082999910","999.03","43.39999999999998","18","120","120","18.32","567711992","-628829584","7.688",,
"1082999911","1006.51","43.39999999999998","18","120","120","18.32","567712557","-628828741","7.67",,
"1082999912","1013.91","43.39999999999998","18","120","120","18.32","567713029","-628827788","7.586",,
"1082999913","1021.3","43.39999999999998","18","120","120","22.05","567713482","-628826829","7.362",,
"1082999914","1028.35","43.60000000000002","18","120","120","22.05","567713919","-628825905","7.119",,
"1082999915","1035.19","43.60000000000002","18","119","119","22.05","567714352","-628825026","6.727",,
"1082999916","1040.75","43.799999999999955","18","119","119","22.05","567714648","-628824280","5.309",,
"1082999917","1045.25","43.799999999999955","18","119","119","22.05","567714871","-628823633","4.563",,
"1082999918","1048.9","44.0","18","118","118","21.79","567715061","-628823128","3.48",,
"1082999919","1051.45","44.0","18","117","117","21.79","567715101","-628822697","2.846",,
"1082999920","1054.82","44.200000000000045","18","115","115","21.79","567715029","-628822143","3.378",,
"1082999921","1058.55","44.200000000000045","18","114","114","21.79","567714796","-628821622","4.087",,
"1082999922","1063.11","44.200000000000045","18","113","113","21.79","567714473","-628821055","4.74",,
"1082999923","1068.44","44.39999999999998","18","112","112","21.22","567714099","-628820394","5.393",,
"1082999924","1073.72","44.39999999999998","18","112","112","21.22","567713747","-628819751","5.309",,
"1082999925","1078.91","44.39999999999998","18","112","112","21.22","567713323","-628819226","5.029",,
"1082999926","1083.86","44.60000000000002","18","111","111","21.22","567712879","-628818787","4.759",,
"1082999927","1088.52","44.799999999999955","18","111","111","21.22","567712460","-628818420","4.245",,
"1082999928","1093.46","45.0","18","111","111","23.59","567711987","-628817984","5.001",,
"1082999929","1099.24","45.200000000000045","18","112","112","23.59","567711704","-628817117","6.308",,
"1082999930","1105.87","45.39999999999998","18","112","112","23.59","567711643","-628816057","6.839",,
"1082999931","1113.31","45.39999999999998","17","112","112","23.59","567711815","-628814901","7.446",,
"1082999932","1120.94","45.39999999999998","17","113","113","23.59","567712120","-628813776","7.66",,
"1082999933","1128.84","45.60000000000002","17","113","113","25.18","567712482","-628812650","7.8",,
"1082999934","1136.83","45.60000000000002","17","114","114","25.18","567712835","-628811502","7.94",,
"1082999935","1144.78","45.60000000000002","17","115","115","25.18","567713185","-628810345","8.174",,
"1082999936","1153.14","45.60000000000002","17","115","115","25.18","567713510","-628809106","8.463",,
"1082999937","1161.67","45.60000000000002","17","116","116","25.18","567713803","-628807817","8.678",,
"1082999938","1170.41","45.39999999999998","17","117","117","25.18","567714074","-628806486","8.78",,
"1082999939","1179.37","45.39999999999998","17","118","118","24.66","567714313","-628805107","8.929",,
"1082999940","1188.55","45.39999999999998","17","119","119","24.66","567714541","-628803695","9.06",,
"1082999941","1197.69","45.200000000000045","17","119","119","24.66","567714761","-628802276","9.181",,
"1082999942","1207.11","45.200000000000045","17","120","120","24.66","567714983","-628800821","9.293",,
"1082999943","1216.32","45.200000000000045","17","120","120","24.31","567715196","-628799396","9.191",,
"1082999944","1224.85","45.0","17","121","121","24.31","567715374","-628798045","8.696",,
"1082999945","1233.03","45.0","17","120","120","24.31","567715418","-628796760","7.605",,
"1082999946","1240.48","45.0","17","120","120","24.31","567715091","-628795634","7.297",,
"1082999947","1247.56","44.799999999999955","17","120","120","24.31","567714482","-628794925","7.026",,
"1082999948","1254.35","44.799999999999955","17","119","119","22.9","567713771","-628794653","6.849",,
"1082999949","1261.03","44.799999999999955","17","119","119","22.9","567713061","-628794527","6.671",,
"1082999950","1267.69","44.799999999999955","17","118","118","22.9","567712349","-628794417","6.671",,
"1082999951","1274.38","45.39999999999998","17","118","118","22.9","567711671","-628794121","6.615",,
"1082999952","1280.73","45.60000000000002","17","117","117","22.9","567711055","-628793740","6.494",,
"1082999953","1286.88","46.200000000000045","17","117","117","22.35","567710458","-628793312","6.569",,
"1082999954","1293.21","46.200000000000045","17","117","117","22.35","567709839","-628792894","6.699",,
"1082999955","1299.61","46.200000000000045","17","118","118","22.35","567709220","-628792439","6.802",,
"1082999956","1306.17","46.200000000000045","17","118","118","22.35","567708615","-628791878","6.886",,
"1082999957","1313.02","46.39999999999998","17","118","118","22.35","567708005","-628791263","6.961",,
"1082999958","1319.93","46.60000000000002","17","119","119","22.77","567707419","-628790574","7.017",,
"1082999959","1326.86","46.799999999999955","17","119","119","22.77","567706894","-628789782","6.989",,
"1082999960","1334.05","46.799999999999955","17","119","119","22.77","567706361","-628788944","7.101",,
"1082999961","1341.36","46.799999999999955","17","120","120","22.77","567705791","-628788144","7.222",,
"1082999962","1348.78","46.799999999999955","17","120","120","22.77","567705239","-628787295","7.353",,
"1082999963","1356.38","46.799999999999955","17","120","120","21.88","567704720","-628786380","7.502",,
"1082999964","1363.86","47.0","17","120","120","21.88","567704257","-628785422","7.549",,
"1082999965","1371.47","47.200000000000045","17","121","121","21.88","567703858","-628784387","7.549",,
"1082999966","1378.89","47.39999999999998","17","121","121","21.88","567703489","-628783334","7.605",,
"1082999967","1386.48","47.60000000000002","17","121","121","21.88","567703146","-628782235","7.595",,
"1082999968","1394.14","47.799999999999955","17","121","121","22.85","567702785","-628781139","7.586",,
"1082999969","1401.67","47.799999999999955","17","121","121","22.85","567702414","-628780071","7.605",,
"1082999970","1409.14","48.0","17","121","121","22.85","567702032","-628779020","7.558",,
"1082999971","1416.55","48.0","17","121","121","22.85","567701663","-628777985","7.493",,
"1082999972","1423.9","48.0","17","121","121","22.85","567701324","-628776935","7.437",,
"1082999973","1431.25","48.200000000000045","17","122","122","23.5","567700991","-628775869","7.362",,
"1082999974","1438.74","48.200000000000045","17","122","122","23.5","567700651","-628774808","7.287",,
"1082999975","1445.59","48.200000000000045","17","122","122","23.5","567700352","-628773806","7.063",,
"1082999976","1452.62","48.200000000000045","17","122","122","23.5","567700075","-628772779","6.914",,
"1082999977","1459.37","48.39999999999998","17","122","122","23.5","567699814","-628771776","6.867",,
"1082999978","1465.95","48.39999999999998","17","122","122","23.15","567699580","-628770790","6.653",,
"1082999979","1472.41","48.60000000000002","17","122","122","23.15","567699346","-628769827","6.429",,
"1082999980","1478.47","48.60000000000002","17","122","122","23.15","567699168","-628768903","6.009",,
"1082999981","1484.32","49.0","17","122","122","23.15","567698980","-628768026","5.626",,
"1082999982","1489.69","49.200000000000045","17","122","122","23.15","567698786","-628767256","4.983",,
"1082999983","1493.91","49.39999999999998","17","121","121","22.12","567698613","-628766647","4.301",,
"1082999984","1497.62","49.60000000000002","17","121","121","22.12","567698445","-628766085","3.844",,
"1082999985","1501.38","49.60000000000002","17","120","120","22.12","567698361","-628765486","3.854",,
"1082999986","1506.19","49.60000000000002","17","119","119","22.12","567698371","-628764703","4.759",,
"1082999987","1511.39","49.60000000000002","17","119","119","22.12","567698578","-628763902","5.421",,
"1082999988","1517.78","49.799999999999955","17","118","118","22.62","567699091","-628763198","6.186",,
"1082999989","1524.63","49.799999999999955","17","118","118","22.62","567699771","-628762764","6.765",,
"1082999990","1531.62","49.799999999999955","17","117","117","22.62","567700491","-628762432","7.063",,
"1082999991","1539.12","49.799999999999955","17","117","117","22.62","567701259","-628762089","7.371",,
"1082999992","1546.78","49.799999999999955","17","117","117","22.62","567702042","-628761748","7.623",,
"1082999993","1554.56","49.799999999999955","17","118","118","23.74","567702824","-628761307","7.847",,
"1082999994","1562.56","49.60000000000002","17","118","118","23.74","567703632","-628760886","7.959",,
"1082999995","1570.56","49.60000000000002","17","118","118","23.74","567704457","-628760524","7.996",,
"1082999996","1578.33","49.39999999999998","17","118","118","23.74","567705271","-628760184","7.922",,
"1082999997","1585.72","49.39999999999998","17","119","119","23.74","567706037","-628759877","7.203",,
"1082999998","1592.38","49.39999999999998","17","119","119","22.91","567706741","-628759595","6.606",,
"1082999999","1598.9","49.39999999999998","17","119","119","22.91","567707359","-628759038","6.597",,
"1083000000","1605.31","49.200000000000045","17","118","118","22.91","567707777","-628758194","6.737",,
"1083000001","1612.11","49.0","17","118","118","22.91","567707966","-628757140","6.802",,
"1083000002","1619.06","48.799999999999955","17","118","118","22.91","567707931","-628756025","6.979",,
"1083000003","1626.37","48.799999999999955","17","117","117","22.76","567707755","-628754894","7.194",,
"1083000004","1633.77","48.799999999999955","16","117","117","22.76","567707602","-628753732","7.39",,
"1083000005","1641.5","48.799999999999955","16","116","116","22.76","567707408","-628752527","7.623",,
"1083000006","1649.71","48.799999999999955","16","116","116","22.76","567707158","-628751286","7.819",,
"1083000007","1657.57","48.799999999999955","16","116","116","22.76","567706896","-628750109","7.726",,
"1083000008","1665.2","48.799999999999955","16","115","115","22.26","567706639","-628748952","7.679",,
"1083000009","1673.02","48.799999999999955","16","115","115","22.26","567706370","-628747782","7.633",,
"1083000010","1680.52","48.60000000000002","16","115","115","22.26","567706105","-628746656","7.511",,
"1083000011","1688.03","48.60000000000002","16","115","115","22.26","567705844","-628745539","7.427",,
"1083000012","1695.08","48.60000000000002","16","115","115","22.26","567705595","-628744484","7.269",,
"1083000013","1702.16","48.60000000000002","16","115","115","21.53","567705363","-628743414","7.101",,
"1083000014","1709.14","48.60000000000002","16","115","115","21.53","567705109","-628742375","6.895",,
"1083000015","1715.9","48.799999999999955","16","115","115","21.53","567704914","-628741342","6.802",,
"1083000016","1722.52","49.0","16","115","115","21.53","567704711","-628740330","6.671",,
"1083000017","1729.15","49.60000000000002","16","115","115","21.53","567704493","-628739331","6.578",,
"1083000018","1735.63","49.799999999999955","16","115","115","20.65","567704265","-628738363","6.531",,
"1083000019","1742.21","50.200000000000045","16","115","115","20.65","567704086","-628737350","6.503",,
"1083000020","1748.72","50.60000000000002","16","115","115","20.65","567703903","-628736342","6.448",,
"1083000021","1755.29","50.60000000000002","16","115","115","20.65","567703687","-628735354","6.401",,
"1083000022","1761.59","50.60000000000002","16","116","116","20.65","567703477","-628734403","6.252",,
"1083000023","1767.75","50.799999999999955","16","116","116","23.22","567703259","-628733495","6.037",,
"1083000024","1773.41","51.0","16","117","117","23.22","567703046","-628732658","5.841",,
"1083000025","1779.06","51.0","16","117","117","23.22","567702826","-628731805","5.953",,
"1083000026","1784.92","51.200000000000045","16","118","118","23.22","567702635","-628730924","5.794",,
"1083000027","1790.81","51.60000000000002","16","118","118","23.22","567702422","-628730054","5.785",,
"1083000028","1796.88","52.0","16","118","118","22.96","567702205","-628729160","5.869",,
"1083000029","1802.59","52.39999999999998","16","119","119","22.96","567701983","-628728314","5.85",,
"1083000030","1808.63","52.799999999999955","16","120","120","22.96","567701721","-628727427","6.093",,
"1083000031","1815.22","53.200000000000045","16","120","120","22.96","567701395","-628726486","6.531",,
"1083000032","1822.03","53.39999999999998","16","121","121","22.96","567701013","-628725608","6.55",,
"1083000033","1828.68","53.60000000000002","16","121","121","24.36","567700583","-628724762","7.045",,
"1083000034","1835.69","53.799999999999955","16","122","122","24.36","567700066","-628723925","7.483",,
"1083000035","1843.41","54.0","16","122","122","24.36","567699461","-628723073","7.866",,
"1083000036","1851.56","54.0","16","123","123","24.36","567698779","-628722246","8.276",,
"1083000037","1860.26","54.0","16","123","123","24.36","567698018","-628721430","8.79",,
"1083000038","1869.56","54.0","16","123","123","25.29","567697224","-628720537","9.256",,
"1083000039","1879.25","53.39999999999998","16","124","124","25.29","567696431","-628719538","9.704",,
"1083000040","1889.12","53.0","16","124","124","25.29","567695645","-628718454","10.04",,
"1083000041","1899.52","52.60000000000002","16","124","124","25.29","567694867","-628717231","10.422",,
"1083000042","1910.72","52.0","16","124","124","25.29","567694111","-628715863","10.824",,
"1083000043","1921.92","51.60000000000002","16","124","124","27.1","567693386","-628714429","11.262",,
"1083000044","1933.59","51.200000000000045","16","123","123","27.1","567692733","-628712853","11.654",,
"1083000045","1945.86","50.60000000000002","16","123","123","27.1","567692153","-628711129","12.009",,
"1083000046","1958.25","49.799999999999955","16","122","122","27.1","567691643","-628709327","12.326",,
"1083000047","1970.7","49.0","16","122","122","27.1","567691219","-628707464","12.522",,
"1083000048","1983.41","48.60000000000002","16","122","122","26.33","567690931","-628705495","12.876",,
"1083000049","1996.5","47.200000000000045","16","122","122","26.33","567690782","-628703422","13.25",,
"1083000050","2010.23","46.60000000000002","16","121","121","26.33","567690678","-628701252","13.595",,
"1083000051","2023.95","45.799999999999955","16","121","121","26.33","567690701","-628699072","13.707",,
"1083000052","2038.1","44.799999999999955","16","121","121","26.33","567690791","-628696846","13.828",,
"1083000053","2052.19","43.60000000000002","16","120","120","25.43","567690956","-628694631","14.08",,
"1083000054","2066.27","42.799999999999955","16","120","120","25.43","567691073","-628692393","14.304",,
"1083000055","2080.79","41.60000000000002","16","119","119","25.43","567691190","-628690095","14.5",,
"1083000056","2095.62","40.799999999999955","16","119","119","25.43","567691390","-628687765","14.715",,
"1083000057","2110.58","39.39999999999998","16","118","118","25.43","567691602","-628685411","14.994",,
"1083000058","2125.76","38.799999999999955","16","117","117","26.4","567691902","-628683059","15.134",,
"1083000059","2140.85","37.60000000000002","16","116","116","26.4","567692231","-628680695","15.48",,
"1083000060","2156.54","36.39999999999998","16","115","115","26.4","567692584","-628678257","15.685",,
