Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,
Data,1,record,timestamp,"1095252343",s,position_lat,"564316304",semicircles,position_long,"-630269221",semicircles,distance,"0.0",m,enhanced_speed,"0.0",m/s,enhanced_altitude,"77.20000000000005",m,temperature,"17",C,unknown,"0",,
Data,1,record,timestamp,"1095252344",s,position_lat,"564316304",semicircles,position_long,"-630269221",semicircles,distance,"0.0",m,enhanced_speed,"0.0",m/s,enhanced_altitude,"77.20000000000005",m,temperature,"17",C,unknown,"0",,
Data,1,record,timestamp,"1095252389",s,position_lat,"564316662",semicircles,position_long,"-630269884",semicircles,distance,"0.0",m,enhanced_speed,"3.919",m/s,enhanced_altitude,"77.20000000000005",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252390",s,position_lat,"564316943",semicircles,position_long,"-630270607",semicircles,distance,"5.27",m,enhanced_speed,"5.552",m/s,enhanced_altitude,"77.20000000000005",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252391",s,position_lat,"564317285",semicircles,position_long,"-630271518",semicircles,distance,"11.84",m,enhanced_speed,"6.839",m/s,enhanced_altitude,"77.20000000000005",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252392",s,position_lat,"564317653",semicircles,position_long,"-630272558",semicircles,distance,"19.28",m,enhanced_speed,"7.549",m/s,enhanced_altitude,"77.20000000000005",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252393",s,position_lat,"564318044",semicircles,position_long,"-630273731",semicircles,distance,"27.63",m,enhanced_speed,"8.174",m/s,enhanced_altitude,"77.39999999999998",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252394",s,position_lat,"564318451",semicircles,position_long,"-630274953",semicircles,distance,"36.24",m,enhanced_speed,"8.603",m/s,enhanced_altitude,"77.79999999999995",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252395",s,position_lat,"564318885",semicircles,position_long,"-630276289",semicircles,distance,"45.58",m,enhanced_speed,"9.209",m/s,enhanced_altitude,"78.20000000000005",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252396",s,position_lat,"564319394",semicircles,position_long,"-630277669",semicircles,distance,"55.6",m,enhanced_speed,"9.685",m/s,enhanced_altitude,"78.39999999999998",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252397",s,position_lat,"564319886",semicircles,position_long,"-630279036",semicircles,distance,"65.44",m,enhanced_speed,"9.732",m/s,enhanced_altitude,"78.79999999999995",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252398",s,position_lat,"564320399",semicircles,position_long,"-630280433",semicircles,distance,"75.53",m,enhanced_speed,"9.965",m/s,enhanced_altitude,"79.0",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252399",s,position_lat,"564320905",semicircles,position_long,"-630281831",semicircles,distance,"85.64",m,enhanced_speed,"10.04",m/s,enhanced_altitude,"79.20000000000005",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252400",s,position_lat,"564321403",semicircles,position_long,"-630283232",semicircles,distance,"95.62",m,enhanced_speed,"10.17",m/s,enhanced_altitude,"79.39999999999998",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252401",s,position_lat,"564321918",semicircles,position_long,"-630284663",semicircles,distance,"105.82",m,enhanced_speed,"10.301",m/s,enhanced_altitude,"79.79999999999995",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252402",s,position_lat,"564322443",semicircles,position_long,"-630286143",semicircles,distance,"116.44",m,enhanced_speed,"10.422",m/s,enhanced_altitude,"80.0",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252403",s,position_lat,"564322990",semicircles,position_long,"-630287599",semicircles,distance,"126.98",m,enhanced_speed,"10.488",m/s,enhanced_altitude,"80.0",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252404",s,position_lat,"564323544",semicircles,position_long,"-630289051",semicircles,distance,"137.58",m,enhanced_speed,"10.497",m/s,enhanced_altitude,"80.0",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252405",s,position_lat,"564324090",semicircles,position_long,"-630290509",semicircles,distance,"148.0",m,enhanced_speed,"10.534",m/s,enhanced_altitude,"80.20000000000005",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252406",s,position_lat,"564324637",semicircles,position_long,"-630292007",semicircles,distance,"158.85",m,enhanced_speed,"10.478",m/s,enhanced_altitude,"80.39999999999998",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252407",s,position_lat,"564325164",semicircles,position_long,"-630293485",semicircles,distance,"169.51",m,enhanced_speed,"10.432",m/s,enhanced_altitude,"80.39999999999998",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252408",s,position_lat,"564325682",semicircles,position_long,"-630294934",semicircles,distance,"179.92",m,enhanced_speed,"10.394",m/s,enhanced_altitude,"80.60000000000002",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252409",s,position_lat,"564326199",semicircles,position_long,"-630296373",semicircles,distance,"190.26",m,enhanced_speed,"10.348",m/s,enhanced_altitude,"80.79999999999995",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252410",s,position_lat,"564326712",semicircles,position_long,"-630297786",semicircles,distance,"200.37",m,enhanced_speed,"10.31",m/s,enhanced_altitude,"81.0",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252411",s,position_lat,"564327230",semicircles,position_long,"-630299208",semicircles,distance,"210.58",m,enhanced_speed,"10.236",m/s,enhanced_altitude,"81.20000000000005",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252412",s,position_lat,"564327761",semicircles,position_long,"-630300621",semicircles,distance,"220.83",m,enhanced_speed,"10.133",m/s,enhanced_altitude,"81.20000000000005",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252413",s,position_lat,"564328268",semicircles,position_long,"-630302004",semicircles,distance,"230.81",m,enhanced_speed,"9.965",m/s,enhanced_altitude,"81.39999999999998",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252414",s,position_lat,"564328767",semicircles,position_long,"-630303366",semicircles,distance,"240.51",m,enhanced_speed,"9.835",m/s,enhanced_altitude,"81.60000000000002",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252415",s,position_lat,"564329267",semicircles,position_long,"-630304764",semicircles,distance,"250.52",m,enhanced_speed,"9.713",m/s,enhanced_altitude,"82.0",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252416",s,position_lat,"564329751",semicircles,position_long,"-630306147",semicircles,distance,"260.5",m,enhanced_speed,"9.517",m/s,enhanced_altitude,"82.20000000000005",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252417",s,position_lat,"564330246",semicircles,position_long,"-630307455",semicircles,distance,"270.02",m,enhanced_speed,"9.48",m/s,enhanced_altitude,"82.60000000000002",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252418",s,position_lat,"564330724",semicircles,position_long,"-630308726",semicircles,distance,"279.15",m,enhanced_speed,"9.405",m/s,enhanced_altitude,"82.79999999999995",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252419",s,position_lat,"564331188",semicircles,position_long,"-630310031",semicircles,distance,"288.49",m,enhanced_speed,"9.34",m/s,enhanced_altitude,"83.20000000000005",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252420",s,position_lat,"564331640",semicircles,position_long,"-630311322",semicircles,distance,"297.66",m,enhanced_speed,"9.228",m/s,enhanced_altitude,"83.20000000000005",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252421",s,position_lat,"564332109",semicircles,position_long,"-630312598",semicircles,distance,"306.88",m,enhanced_speed,"9.135",m/s,enhanced_altitude,"83.60000000000002",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252422",s,position_lat,"564332587",semicircles,position_long,"-630313845",semicircles,distance,"315.93",m,enhanced_speed,"9.06",m/s,enhanced_altitude,"83.79999999999995",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252423",s,position_lat,"564333035",semicircles,position_long,"-630315118",semicircles,distance,"325.11",m,enhanced_speed,"8.967",m/s,enhanced_altitude,"84.20000000000005",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252424",s,position_lat,"564333500",semicircles,position_long,"-630316329",semicircles,distance,"333.86",m,enhanced_speed,"8.957",m/s,enhanced_altitude,"84.39999999999998",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252425",s,position_lat,"564333949",semicircles,position_long,"-630317558",semicircles,distance,"342.7",m,enhanced_speed,"8.864",m/s,enhanced_altitude,"84.60000000000002",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252426",s,position_lat,"564334380",semicircles,position_long,"-630318808",semicircles,distance,"351.61",m,enhanced_speed,"8.808",m/s,enhanced_altitude,"84.79999999999995",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252427",s,position_lat,"564334819",semicircles,position_long,"-630320029",semicircles,distance,"360.4",m,enhanced_speed,"8.752",m/s,enhanced_altitude,"85.20000000000005",m,temperature,"17",C,unknown,"1",,
Data,1,record,timestamp,"1095252428",s,position_lat,"564335228",semicircles,position_long,"-630321261",semicircles,distance,"369.12",m,enhanced_speed,"8.734",m/s,enhanced_altitude,"85.39999999999998",m,temperature,"17",C,unknown,"1",,
