record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1102520962","-128788104","1978213888","0.37","4.800000000000011","11.404","273","143","102","4.800000000000011","11.404",
"1102520963","-128788176","1978213248","5.24","4.800000000000011","11.444","273","143","102","4.800000000000011","11.444",
"1102520964","-128788792","1978212224","16.73","4.800000000000011","11.53","268","143","102","4.800000000000011","11.53",
"1102520965","-128789704","1978211328","28.55","4.800000000000011","11.621","276","144","101","4.800000000000011","11.621",
"1102520966","-128790552","1978210432","40.02","4.800000000000011","11.59","252","144","103","4.800000000000011","11.59",
"1102520967","-128791104","1978209280","51.72","4.800000000000011","11.692","293","145","103","4.800000000000011","11.692",
"1102520968","-128791272","1978208000","63.53","4.800000000000011","11.806","312","146","104","4.800000000000011","11.806",
"1102520969","-128791360","1978206720","75.29","5.0","11.901","295","146","104","5.0","11.901",
"1102520970","-128791752","1978205440","87.1","5.0","11.973","281","147","103","5.0","11.973",
"1102520971","-128792440","1978204416","99.11","5.0","12.059","301","148","104","5.0","12.059",
"1102520972","-128793424","1978203520","111.35","5.0","12.018","271","148","104","5.0","12.018",
"1102520973","-128794536","1978202880","123.16","5.399999999999977","11.815","281","149","103","5.399999999999977","11.815",
"1102520974","-128795696","1978202368","135.02","5.800000000000011","11.588","329","150","102","5.800000000000011","11.588",
"1102520975","-128796848","1978201856","146.54","6.399999999999977","11.366","363","150","101","6.399999999999977","11.366",
"1102520976","-128797952","1978201472","157.55","6.800000000000011","11.096","318","151","101","6.800000000000011","11.096",
"1102520977","-128799056","1978200960","168.61","7.399999999999977","10.833","329","151","99","7.399999999999977","10.833",
"1102520978","-128800080","1978200448","179.32","7.800000000000011","10.587","327","151","98","7.800000000000011","10.587",
"1102520979","-128800976","1978199808","189.72","8.199999999999989","10.362","309","152","97","8.199999999999989","10.362",
"1102520980","-128801712","1978198912","199.99","8.600000000000023","10.16","277","152","94","8.600000000000023","10.16",
"1102520981","-128802128","1978197888","210.06","8.800000000000011","10.115","308","153","94","8.800000000000011","10.115",
"1102520982","-128802168","1978196736","220.18","9.0","10.225","305","153","94","9.0","10.225",
"1102520983","-128801840","1978195840","230.6","8.800000000000011","10.52","353","153","95","8.800000000000011","10.52",
"1102520984","-128801160","1978194688","241.46","8.600000000000023","10.93","370","154","97","8.600000000000023","10.93",
"1102520985","-128800240","1978194048","252.51","8.399999999999977","11.348","326","154","98","8.399999999999977","11.348",
"1102520986","-128799176","1978193408","263.98","8.0","11.794","327","154","101","8.0","11.794",
"1102520987","-128797984","1978192896","276.02","7.600000000000023","12.177","231","154","101","7.600000000000023","12.177",
"1102520988","-128796736","1978192384","288.48","7.199999999999989","12.487","178","155","101","7.199999999999989","12.487",
"1102520989","-128795456","1978192000","301.0","6.600000000000023","12.789","186","155","101","6.600000000000023","12.789",
"1102520990","-128794112","1978191488","314.15","6.199999999999989","13.09","185","155","100","6.199999999999989","13.09",
"1102520991","-128792784","1978190976","327.45","5.600000000000023","13.435","270","156","101","5.600000000000023","13.435",
"1102520992","-128791544","1978190208","340.95","5.199999999999989","13.558","216","156","102","5.199999999999989","13.558",
